domain	property	range	count	domain;label	property;label	range;label
Q11303	P10290	Q110772636	7	'skyscraper'@en	'hotel rating'@en	'hotel star rating'@en
Q11303	P10290	Q618779	7	'skyscraper'@en	'hotel rating'@en	'award'@en
Q27686	P10290	Q110772636	7	'hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q27686	P10290	Q618779	7	'hotel'@en	'hotel rating'@en	'award'@en
Q18142	P10290	Q110772636	1	'high-rise building'@en	'hotel rating'@en	'hotel star rating'@en
Q18142	P10290	Q618779	1	'high-rise building'@en	'hotel rating'@en	'award'@en
Q11303	P126	Q4830453	1	'skyscraper'@en	'maintained by'@en	'business'@en
Q11303	P126	Q6881511	1	'skyscraper'@en	'maintained by'@en	'enterprise'@en
Q11303	P127	Q4830453	64	'skyscraper'@en	'owned by'@en	'business'@en
Q11303	P127	Q891723	37	'skyscraper'@en	'owned by'@en	'public company'@en
Q11303	P127	Q6881511	31	'skyscraper'@en	'owned by'@en	'enterprise'@en
Q1021645	P127	Q4830453	7	'office building'@en	'owned by'@en	'business'@en
Q11303	P127	Q22687	6	'skyscraper'@en	'owned by'@en	'bank'@en
Q11303	P127	Q650241	5	'skyscraper'@en	'owned by'@en	'financial institution'@en
Q1021645	P127	Q891723	4	'office building'@en	'owned by'@en	'public company'@en
Q11303	P127	Q1631129	4	'skyscraper'@en	'owned by'@en	'hotel chain'@en
Q11303	P127	Q5	4	'skyscraper'@en	'owned by'@en	'human'@en
Q11303	P127	Q1660104	3	'skyscraper'@en	'owned by'@en	'real estate company'@en
Q18142	P127	Q4830453	3	'high-rise building'@en	'owned by'@en	'business'@en
Q1021645	P127	Q66344	2	'office building'@en	'owned by'@en	'central bank'@en
Q1021645	P127	Q6881511	2	'office building'@en	'owned by'@en	'enterprise'@en
Q11303	P127	Q16110	2	'skyscraper'@en	'owned by'@en	'region of Italy'@en
Q11303	P127	Q27686	2	'skyscraper'@en	'owned by'@en	'hotel'@en
Q11303	P127	Q3117865	2	'skyscraper'@en	'owned by'@en	'hotel group'@en
Q11303	P127	Q35657	2	'skyscraper'@en	'owned by'@en	'U.S. state'@en
Q11303	P127	Q568041	2	'skyscraper'@en	'owned by'@en	'universal bank'@en
Q11303	P127	Q66344	2	'skyscraper'@en	'owned by'@en	'central bank'@en
Q11303	P127	Q730038	2	'skyscraper'@en	'owned by'@en	'credit institution'@en
Q27686	P127	Q1631129	2	'hotel'@en	'owned by'@en	'hotel chain'@en
Q27686	P127	Q4830453	2	'hotel'@en	'owned by'@en	'business'@en
Q27686	P127	Q6881511	2	'hotel'@en	'owned by'@en	'enterprise'@en
Q27686	P127	Q891723	2	'hotel'@en	'owned by'@en	'public company'@en
Q100705206	P127	Q87342028	1	'prefectural office building'@en	'owned by'@en	'prefectural government'@en
Q1021645	P127	Q1061648	1	'office building'@en	'owned by'@en	'sovereign wealth fund'@en
Q1021645	P127	Q22687	1	'office building'@en	'owned by'@en	'bank'@en
Q1021645	P127	Q43229	1	'office building'@en	'owned by'@en	'organization'@en
Q1021645	P127	Q650241	1	'office building'@en	'owned by'@en	'financial institution'@en
Q11303	P127	Q1061197	1	'skyscraper'@en	'owned by'@en	'radio network'@en
Q11303	P127	Q1061648	1	'skyscraper'@en	'owned by'@en	'sovereign wealth fund'@en
Q11303	P127	Q108403040	1	'skyscraper'@en	'owned by'@en	'university in Ontario'@en
