domain	property	range	count	domain;label	property;label	range;label
Q11303	P856	url	108.0	'skyscraper'@en	'official website'@en	
Q1021645	P856	url	13.0	'office building'@en	'official website'@en	
Q27686	P856	url	10.0	'hotel'@en	'official website'@en	
Q18142	P856	url	8.0	'high-rise building'@en	'official website'@en	
Q41176	P856	url	2.0	'building'@en	'official website'@en	
Q100705206	P856	url	1.0	'prefectural office building'@en	'official website'@en	
Q11755880	P856	url	1.0	'residential building'@en	'official website'@en	
Q133215	P856	url	1.0	'casino'@en	'official website'@en	
Q1339195	P856	url	1.0	'station building'@en	'official website'@en	
Q13402009	P856	url	1.0	'apartment building'@en	'official website'@en	
Q1406988	P856	url	1.0	'grand ensemble'@en	'official website'@en	
Q1497364	P856	url	1.0	'building complex'@en	'official website'@en	
Q16831714	P856	url	1.0	'government building'@en	'official website'@en	
Q24354	P856	url	1.0	'theatre'@en	'official website'@en	
Q2519340	P856	url	1.0	'administrative building'@en	'official website'@en	
Q2755753	P856	url	1.0	'area of London'@en	'official website'@en	
Q47012103	P856	url	1.0	'mixed-use building'@en	'official website'@en	
Q6484056	P856	url	1.0	'land development'@en	'official website'@en	
Q655686	P856	url	1.0	'commercial building'@en	'official website'@en	
Q8719053	P856	url	1.0	'music venue'@en	'official website'@en	
Q11303	P84	Q4387609	139.0	'skyscraper'@en	'architect'@en	'architectural firm'@en
Q11303	P84	Q5	112.0	'skyscraper'@en	'architect'@en	'human'@en
Q11303	P84	Q4830453	26.0	'skyscraper'@en	'architect'@en	'business'@en
Q18142	P84	Q4387609	17.0	'high-rise building'@en	'architect'@en	'architectural firm'@en
Q18142	P84	Q5	12.0	'high-rise building'@en	'architect'@en	'human'@en
Q1021645	P84	Q5	10.0	'office building'@en	'architect'@en	'human'@en
Q1021645	P84	Q4387609	8.0	'office building'@en	'architect'@en	'architectural firm'@en
Q11303	P84	Q891723	6.0	'skyscraper'@en	'architect'@en	'public company'@en
Q11303	P84	Q10648343	4.0	'skyscraper'@en	'architect'@en	'duo'@en
Q11303	P84	Q811930	4.0	'skyscraper'@en	'architect'@en	'construction business'@en
Q27686	P84	Q5	4.0	'hotel'@en	'architect'@en	'human'@en
Q11303	P84	Q6881511	3.0	'skyscraper'@en	'architect'@en	'enterprise'@en
Q1570262	P84	Q4387609	3.0	'unfinished building'@en	'architect'@en	'architectural firm'@en
Q27686	P84	Q4387609	3.0	'hotel'@en	'architect'@en	'architectural firm'@en
Q811683	P84	Q4387609	3.0	'proposed building or structure'@en	'architect'@en	'architectural firm'@en
Q13402009	P84	Q5	2.0	'apartment building'@en	'architect'@en	'human'@en
Q18142	P84	Q4830453	2.0	'high-rise building'@en	'architect'@en	'business'@en
Q655686	P84	Q4387609	2.0	'commercial building'@en	'architect'@en	'architectural firm'@en
