domain	property	range	count
Q105543609	P10	commonsMedia	8
Q107357104	P10	commonsMedia	2
Q856713	P10	commonsMedia	1
Q105543609	P1015	external-id	1
Q105543609	P10175	external-id	1
Q182659	P10175	external-id	1
Q105543609	P10187	external-id	1
Q105543609	P1113	quantity	1
Q105543609	P1144	external-id	1
Q105543609	P1191	time	327
Q58483083	P1191	time	27
Q15079786	P1191	time	8
Q23691	P1191	time	2
Q7725634	P1191	time	2
Q1385610	P1191	time	1
Q17489659	P1191	time	1
Q17537576	P1191	time	1
Q20202269	P1191	time	1
Q209741	P1191	time	1
Q221290	P1191	time	1
Q2302678	P1191	time	1
Q2617970	P1191	time	1
Q2910675	P1191	time	1
Q856713	P1191	time	1
Q105543609	P1207	external-id	1
Q105543609	P1219	external-id	2
Q58483083	P1219	external-id	1
Q105543609	P1225	external-id	1
Q105543609	P1236	external-id	52
Q2115663	P1236	external-id	1
Q58483083	P1236	external-id	1
Q690856	P1236	external-id	1
Q856713	P1236	external-id	1
Q978	P1236	external-id	1
Q105543609	P1242	external-id	1
Q58483083	P1242	external-id	1
Q105543609	P1243	external-id	6
Q7302866	P1243	external-id	4
Q105543609	P1256	external-id	1
Q484692	P1256	external-id	1
Q7239036	P1256	external-id	1
Q105543609	P1259	globe-coordinate	1
Q105543609	P1273	external-id	34
Q15079786	P1273	external-id	2
Q105543609	P1274	external-id	3
Q7725634	P1274	external-id	1
Q105543609	P1292	external-id	4
Q105543609	P1296	external-id	9
Q58483083	P1296	external-id	2
Q15079132	P1296	external-id	1
Q484692	P1296	external-id	1
Q7239036	P1296	external-id	1
Q7725634	P1296	external-id	1
Q82821	P1296	external-id	1
Q105543609	P1315	external-id	1
Q105543609	P1353	string	1
Q105543609	P1368	external-id	1
Q484692	P1368	external-id	1
Q7239036	P1368	external-id	1
Q105543609	P1407	external-id	6
Q17489659	P1407	external-id	1
Q105543609	P1415	external-id	1
Q182659	P1415	external-id	1
Q5	P1415	external-id	1
Q105543609	P1417	external-id	418
Q58483083	P1417	external-id	14
Q182659	P1417	external-id	11
Q17537576	P1417	external-id	6
Q134556	P1417	external-id	3
Q23691	P1417	external-id	3
Q15079786	P1417	external-id	2
Q17489659	P1417	external-id	2
Q2910675	P1417	external-id	2
Q5185279	P1417	external-id	2
Q7725310	P1417	external-id	2
Q7725634	P1417	external-id	2
Q10669480	P1417	external-id	1
Q107357104	P1417	external-id	1
Q18460285	P1417	external-id	1
Q19545459	P1417	external-id	1
Q209741	P1417	external-id	1
Q221290	P1417	external-id	1
