domain	property	range	count
Q3947	P126	Q1006283	1
Q3947	P126	Q163740	1
Q3947	P126	Q2668072	1
Q3947	P127	Q5	18
Q3947	P127	Q2668072	3
Q26989049	P127	Q2668072	2
Q26989049	P127	Q327333	2
Q3947	P127	Q163740	2
Q3947	P127	Q327333	2
Q2087181	P127	Q2668072	1
Q2087181	P127	Q327333	1
Q3947	P127	Q1006283	1
Q3947	P127	Q7188	1
Q41176	P127	Q5	1
Q3947	P131	Q35657	1526
Q3947	P131	Q1093829	278
Q3947	P131	Q62049	179
Q3947	P131	Q1549591	153
Q3947	P131	Q1115575	86
Q3947	P131	Q532	54
Q3947	P131	Q15127012	46
Q3947	P131	Q515	34
Q3947	P131	Q2154459	31
Q3947	P131	Q15060255	28
Q3947	P131	Q7897276	27
Q3947	P131	Q13415366	25
Q3947	P131	Q5124673	25
Q3947	P131	Q63440326	24
Q3947	P131	Q5119	23
Q3947	P131	Q486972	22
Q3947	P131	Q21503295	21
Q3947	P131	Q9035798	19
Q3947	P131	Q1006876	18
Q3947	P131	Q10864048	17
Q3947	P131	Q3957	17
Q3947	P131	Q475050	17
Q3947	P131	Q14762300	16
Q3947	P131	Q21518270	16
Q3947	P131	Q13410464	14
Q3947	P131	Q211690	14
Q3947	P131	Q777120	14
Q3947	P131	Q1002812	13
Q3947	P131	Q21457810	13
Q3947	P131	Q408804	12
Q3947	P131	Q21507383	11
Q3947	P131	Q1136601	10
Q3947	P131	Q1187580	10
Q3947	P131	Q13414763	10
Q3947	P131	Q21010817	10
Q41176	P131	Q35657	9
Q3947	P131	Q13218391	8
Q3947	P131	Q15210668	8
Q3947	P131	Q202435	8
Q41176	P131	Q1093829	8
Q3947	P131	Q5888666	7
Q3947	P131	Q110266204	6
Q3947	P131	Q2039348	6
Q3947	P131	Q751708	6
Q41176	P131	Q1549591	6
Q3947	P131	Q106071004	5
Q3947	P131	Q11828004	5
Q3947	P131	Q13410422	5
Q3947	P131	Q15221373	5
Q3947	P131	Q2138167	5
Q3947	P131	Q50330360	5
Q3947	P131	Q7309443	5
Q2087181	P131	Q14762300	4
Q2087181	P131	Q1549591	4
Q3947	P131	Q13414759	4
Q3947	P131	Q13414761	4
Q3947	P131	Q1637706	4
Q3947	P131	Q17457753	4
Q3947	P131	Q188509	4
Q3947	P131	Q2974552	4
Q3947	P131	Q42211429	4
Q3947	P131	Q6593035	4
Q41176	P131	Q62049	4
Q839954	P131	Q35657	4
Q2087181	P131	Q515	3
Q26989049	P131	Q1549591	3
Q3947	P131	Q11774097	3
Q3947	P131	Q1357964	3
Q3947	P131	Q15221242	3
Q3947	P131	Q17343829	3
Q3947	P131	Q23442	3
Q3947	P131	Q2911266	3
Q3947	P131	Q3750285	3
Q3947	P131	Q51929311	3
Q3947	P131	Q55237813	3
Q3947	P131	Q5852411	3
Q3947	P131	Q7829892	3
Q3947	P131	Q902814	3
Q41176	P131	Q11774097	3
Q41176	P131	Q21518270	3
Q16884952	P131	Q15060255	2
Q16884952	P131	Q202435	2
Q16884952	P131	Q21457810	2
Q16884952	P131	Q5124673	2
Q2087181	P131	Q6593035	2
Q26989049	P131	Q14762300	2
Q26989049	P131	Q486972	2
Q26989049	P131	Q515	2
Q27686	P131	Q21503295	2
Q33506	P131	Q1549591	2
Q3947	P131	Q13414755	2
Q3947	P131	Q13414758	2
Q3947	P131	Q13414764	2
Q3947	P131	Q15221310	2
Q3947	P131	Q15221370	2
Q3947	P131	Q1768043	2
Q3947	P131	Q2264924	2
Q3947	P131	Q2755753	2
Q3947	P131	Q3788231	2
Q3947	P131	Q493522	2
Q3947	P131	Q52132873	2
Q3947	P131	Q55774719	2
Q3947	P131	Q76514543	2
Q3947	P131	Q7830213	2
Q1021645	P131	Q1006876	1
Q1021645	P131	Q1136601	1
Q1081138	P131	Q13410464	1
Q1107656	P131	Q1115575	1
Q1107656	P131	Q532	1
Q1137809	P131	Q35657	1
Q11707	P131	Q1006876	1
Q11707	P131	Q1187580	1
Q11707	P131	Q7897276	1
Q1244442	P131	Q1006876	1
Q1244442	P131	Q1136601	1
Q1343246	P131	Q1115575	1
Q15243209	P131	Q35657	1
Q16560	P131	Q1549591	1
Q16560	P131	Q2264924	1
Q16560	P131	Q5119	1
Q16560	P131	Q515	1
Q16560	P131	Q581830	1
Q16560	P131	Q747074	1
Q180174	P131	Q1115575	1
Q18761864	P131	Q15060255	1
Q18761864	P131	Q21457810	1
Q18761864	P131	Q5124673	1
Q2065736	P131	Q192299	1
Q2065736	P131	Q755707	1
Q207694	P131	Q2740635	1
Q207694	P131	Q52132873	1
Q2087181	P131	Q17457753	1
Q2087181	P131	Q21507383	1
Q2087181	P131	Q486972	1
Q2087181	P131	Q5119	1
Q2087181	P131	Q62049	1
Q2087181	P131	Q7830213	1
Q210272	P131	Q1131296	1
Q210272	P131	Q13410464	1
Q213441	P131	Q1131296	1
Q2319498	P131	Q35657	1
Q23413	P131	Q1115575	1
Q23413	P131	Q15060255	1
Q23413	P131	Q5124673	1
Q26989049	P131	Q15210668	1
Q26989049	P131	Q17457753	1
Q26989049	P131	Q21507383	1
Q26989049	P131	Q3957	1
Q26989049	P131	Q44529188	1
Q26989049	P131	Q5119	1
Q26989049	P131	Q6593035	1
Q274153	P131	Q1115575	1
Q27686	P131	Q1002812	1
Q27686	P131	Q1006876	1
Q27686	P131	Q1115575	1
Q27686	P131	Q1136601	1
Q27686	P131	Q532	1
Q27686	P131	Q7897276	1
Q2772772	P131	Q486972	1
Q33506	P131	Q10864048	1
Q33506	P131	Q1093829	1
Q33506	P131	Q13410464	1
Q33506	P131	Q14762300	1
Q33506	P131	Q15127012	1
Q33506	P131	Q2039348	1
Q33506	P131	Q35657	1
Q33506	P131	Q475050	1
Q33506	P131	Q493522	1
Q33506	P131	Q5119	1
Q33506	P131	Q515	1
Q3681673	P131	Q10864048	1
Q3681673	P131	Q1093829	1
Q3681673	P131	Q1549591	1
Q3681673	P131	Q475050	1
Q3681673	P131	Q5119	1
Q3914	P131	Q1006876	1
Q3914	P131	Q1136601	1
Q3947	P131	Q110071194	1
Q3947	P131	Q110266206	1
Q3947	P131	Q1131296	1
Q3947	P131	Q11774771	1
Q3947	P131	Q11812346	1
Q3947	P131	Q12178655	1
Q3947	P131	Q12262532	1
Q3947	P131	Q123705	1
Q3947	P131	Q1266818	1
Q3947	P131	Q13212489	1
Q3947	P131	Q13218357	1
Q3947	P131	Q13410400	1
Q3947	P131	Q13410444	1
Q3947	P131	Q13410447	1
Q3947	P131	Q13410454	1
Q3947	P131	Q13410485	1
Q3947	P131	Q13410520	1
Q3947	P131	Q13414358	1
Q3947	P131	Q13414754	1
Q3947	P131	Q13414765	1
Q3947	P131	Q1349648	1
Q3947	P131	Q1350181	1
Q3947	P131	Q13539802	1
Q3947	P131	Q1388464	1
Q3947	P131	Q14763130	1
Q3947	P131	Q14784328	1
Q3947	P131	Q15253706	1
Q3947	P131	Q15273785	1
Q3947	P131	Q15284	1
Q3947	P131	Q171441	1
Q3947	P131	Q179872	1
Q3947	P131	Q180174	1
Q3947	P131	Q180673	1
Q3947	P131	Q1852859	1
Q3947	P131	Q18810091	1
Q3947	P131	Q1907114	1
Q3947	P131	Q192299	1
Q3947	P131	Q2177636	1
Q3947	P131	Q263639	1
Q3947	P131	Q2740635	1
Q3947	P131	Q27676428	1
Q3947	P131	Q27676524	1
Q3947	P131	Q2881272	1
Q3947	P131	Q2936646	1
Q3947	P131	Q3301053	1
Q3947	P131	Q33837	1
Q3947	P131	Q3413329	1
Q3947	P131	Q42744322	1
Q3947	P131	Q44529188	1
Q3947	P131	Q484170	1
Q3947	P131	Q498162	1
Q3947	P131	Q509686	1
Q3947	P131	Q581830	1
Q3947	P131	Q59341087	1
Q3947	P131	Q6083725	1
Q3947	P131	Q67376938	1
Q3947	P131	Q705296	1
Q3947	P131	Q7309306	1
Q3947	P131	Q747074	1
Q3947	P131	Q7543008	1
Q3947	P131	Q755707	1
Q3947	P131	Q85635630	1
Q3947	P131	Q98449544	1
Q41176	P131	Q13410464	1
Q41176	P131	Q1349648	1
Q41176	P131	Q15127012	1
Q41176	P131	Q1637706	1
Q41176	P131	Q17343829	1
Q43229	P131	Q493522	1
Q489357	P131	Q1115575	1
Q489357	P131	Q532	1
Q54934129	P131	Q2154459	1
Q570116	P131	Q35657	1
Q64578911	P131	Q1002812	1
Q64578911	P131	Q21503295	1
Q80446812	P131	Q15060255	1
Q80446812	P131	Q5124673	1
Q811979	P131	Q1006876	1
Q811979	P131	Q1187580	1
Q811979	P131	Q1357964	1
Q811979	P131	Q1549591	1
Q811979	P131	Q21503295	1
Q811979	P131	Q515	1
Q811979	P131	Q7897276	1
Q839954	P131	Q13414755	1
Q847950	P131	Q2154459	1
Q16884952	P1343	Q47461344	1
Q16884952	P1343	Q5398426	1
Q3947	P1343	Q47461344	1
Q3947	P1343	Q5398426	1
Q3947	P1343	Q975413	1
Q3947	P137	Q2085381	1
Q3947	P137	Q6516200	1
Q3947	P137	Q708676	1
Q3947	P138	Q5	17
Q26989049	P138	Q5	2
Q1081138	P138	Q5	1
Q16560	P138	Q101352	1
Q16560	P138	Q165503	1
Q16560	P138	Q58481270	1
Q207694	P138	Q5	1
Q210272	P138	Q5	1
Q33506	P138	Q5	1
Q3947	P138	Q101352	1
Q3947	P138	Q165503	1
Q3947	P138	Q58481270	1
Q41176	P138	Q5	1
Q3947	P1435	Q30634609	2188
Q41176	P1435	Q30634609	13
Q26989049	P1435	Q30634609	5
Q839954	P1435	Q30634609	5
Q2087181	P1435	Q30634609	4
Q33506	P1435	Q30634609	4
Q27686	P1435	Q30634609	3
Q210272	P1435	Q30634609	2
Q1021645	P1435	Q30634609	1
Q1081138	P1435	Q30634609	1
Q1107656	P1435	Q30634609	1
Q1137809	P1435	Q30634609	1
Q11707	P1435	Q30634609	1
Q1244442	P1435	Q30634609	1
Q1343246	P1435	Q30634609	1
