domain	property	range	count	domain;label	property;label	range;label
Q23413	P10290	Q110772636	2	'castle'@en	'hotel rating'@en	'hotel star rating'@en
Q23413	P10290	Q618779	2	'castle'@en	'hotel rating'@en	'award'@en
Q27686	P10290	Q110772636	1	'hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q27686	P10290	Q618779	1	'hotel'@en	'hotel rating'@en	'award'@en
Q64995589	P10290	Q110772636	1	'country house hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q64995589	P10290	Q618779	1	'country house hotel'@en	'hotel rating'@en	'award'@en
Q23413	P112	Q5	25	'castle'@en	'founded by'@en	'human'@en
Q839954	P112	Q5	4	'archaeological site'@en	'founded by'@en	'human'@en
Q19860854	P112	Q5	1	'destroyed building or structure'@en	'founded by'@en	'human'@en
Q2087181	P112	Q5	1	'historic house museum'@en	'founded by'@en	'human'@en
Q23413	P112	Q355567	1	'castle'@en	'founded by'@en	'noble title'@en
Q62832	P112	Q5	1	'observatory'@en	'founded by'@en	'human'@en
Q7335033	P112	Q5	1	'ringwork castle'@en	'founded by'@en	'human'@en
Q23413	P126	Q3343298	12	'castle'@en	'maintained by'@en	'non-departmental public body'@en
Q23413	P126	Q1006283	7	'castle'@en	'maintained by'@en	'national trust'@en
Q23413	P126	Q163740	7	'castle'@en	'maintained by'@en	'nonprofit organization'@en
Q23413	P126	Q2668072	7	'castle'@en	'maintained by'@en	'collection'@en
Q839954	P126	Q3343298	4	'archaeological site'@en	'maintained by'@en	'non-departmental public body'@en
Q2087181	P126	Q1006283	2	'historic house museum'@en	'maintained by'@en	'national trust'@en
Q2087181	P126	Q163740	2	'historic house museum'@en	'maintained by'@en	'nonprofit organization'@en
Q2087181	P126	Q2668072	2	'historic house museum'@en	'maintained by'@en	'collection'@en
Q180174	P126	Q1006283	1	'folly'@en	'maintained by'@en	'national trust'@en
Q180174	P126	Q163740	1	'folly'@en	'maintained by'@en	'nonprofit organization'@en
Q180174	P126	Q2668072	1	'folly'@en	'maintained by'@en	'collection'@en
Q28045079	P126	Q3343298	1	'contour fort'@en	'maintained by'@en	'non-departmental public body'@en
Q32164125	P126	Q3343298	1	'fortified manor house'@en	'maintained by'@en	'non-departmental public body'@en
Q23413	P127	Q5	28	'castle'@en	'owned by'@en	'human'@en
Q23413	P127	Q708676	10	'castle'@en	'owned by'@en	'charitable organization'@en
Q23413	P127	Q2085381	7	'castle'@en	'owned by'@en	'publisher'@en
Q23413	P127	Q6516200	7	'castle'@en	'owned by'@en	'private company limited by guarantee'@en
Q23413	P127	Q1006283	5	'castle'@en	'owned by'@en	'national trust'@en
Q23413	P127	Q7275	5	'castle'@en	'owned by'@en	'state'@en
Q2087181	P127	Q5	4	'historic house museum'@en	'owned by'@en	'human'@en
Q23413	P127	Q327333	4	'castle'@en	'owned by'@en	'government agency'@en
Q23413	P127	Q355567	4	'castle'@en	'owned by'@en	'noble title'@en
Q23413	P127	Q43229	4	'castle'@en	'owned by'@en	'organization'@en
Q2087181	P127	Q2085381	3	'historic house museum'@en	'owned by'@en	'publisher'@en
Q2087181	P127	Q6516200	3	'historic house museum'@en	'owned by'@en	'private company limited by guarantee'@en
Q2087181	P127	Q708676	3	'historic house museum'@en	'owned by'@en	'charitable organization'@en
Q23413	P127	Q13417114	3	'castle'@en	'owned by'@en	'noble family'@en
Q23413	P127	Q3343298	3	'castle'@en	'owned by'@en	'non-departmental public body'@en
Q33506	P127	Q5	3	'museum'@en	'owned by'@en	'human'@en
Q1343246	P127	Q5	2	'English country house'@en	'owned by'@en	'human'@en
Q23413	P127	Q123480	2	'castle'@en	'owned by'@en	'landlocked country'@en
Q23413	P127	Q13406463	2	'castle'@en	'owned by'@en	'Wikimedia list article'@en
Q23413	P127	Q163740	2	'castle'@en	'owned by'@en	'nonprofit organization'@en
