domain	property	range	count
Q215380	P10	commonsMedia	7
Q7558495	P10	commonsMedia	1
Q215380	P10069	external-id	1
Q7558495	P10069	external-id	1
Q215380	P10106	external-id	4
Q215380	P10116	external-id	5
Q131186	P10116	external-id	1
Q207338	P10116	external-id	1
Q215380	P1015	external-id	901
Q9212979	P1015	external-id	6
Q5741069	P1015	external-id	5
Q2088357	P1015	external-id	3
Q42998	P1015	external-id	3
Q215048	P1015	external-id	2
Q1135557	P1015	external-id	1
Q1141470	P1015	external-id	1
Q120544	P1015	external-id	1
Q1400264	P1015	external-id	1
Q14073567	P1015	external-id	1
Q15851525	P1015	external-id	1
Q163740	P1015	external-id	1
Q19351429	P1015	external-id	1
Q19464251	P1015	external-id	1
Q207378	P1015	external-id	1
Q2470540	P1015	external-id	1
Q281643	P1015	external-id	1
Q3046146	P1015	external-id	1
Q389888	P1015	external-id	1
Q56816954	P1015	external-id	1
Q58603552	P1015	external-id	1
Q6168416	P1015	external-id	1
Q7247847	P1015	external-id	1
Q8436	P1015	external-id	1
Q215380	P10152	external-id	1
Q215380	P10163	external-id	1
Q215380	P10180	external-id	6
Q641066	P10180	external-id	1
Q215380	P1019	url	2
Q215380	P10234	external-id	1
Q215380	P10249	external-id	15
Q215380	P10262	external-id	33
Q215380	P10283	external-id	4
Q2088357	P10283	external-id	1
Q215048	P10283	external-id	1
Q215380	P10288	external-id	5
Q215380	P10297	external-id	6
Q215380	P10323	external-id	1
Q215380	P10377	external-id	3
Q215380	P10378	external-id	3
Q215380	P10436	external-id	1
Q215380	P1048	external-id	5
Q215380	P10524	external-id	1
Q215380	P1059	external-id	2
Q215380	P1065	url	1
Q153562	P1083	quantity	1
Q215380	P1083	quantity	1
Q28057350	P1083	quantity	1
Q215380	P109	commonsMedia	1
Q215380	P1113	quantity	2
Q5398426	P1113	quantity	2
Q215380	P1128	quantity	5
Q708676	P1128	quantity	5
Q153562	P1128	quantity	1
Q215380	P1144	external-id	1
Q215380	P1207	external-id	58
Q5741069	P1207	external-id	2
Q1135557	P1207	external-id	1
Q120544	P1207	external-id	1
Q131186	P1207	external-id	1
Q1400264	P1207	external-id	1
Q207338	P1207	external-id	1
Q207378	P1207	external-id	1
Q2470540	P1207	external-id	1
Q389888	P1207	external-id	1
Q42998	P1207	external-id	1
Q58603552	P1207	external-id	1
Q215380	P1220	external-id	14
Q58603552	P1220	external-id	1
Q215380	P1236	external-id	1
Q215380	P1242	external-id	1
Q215380	P1258	external-id	5
Q5741069	P1258	external-id	1
Q215380	P1266	external-id	11
Q5741069	P1266	external-id	1
Q215380	P1273	external-id	14
Q2470540	P1273	external-id	1
Q5741069	P1273	external-id	1
Q215380	P1280	external-id	30
Q120544	P1280	external-id	1
Q1398645	P1280	external-id	1
Q239582	P1280	external-id	1
Q42998	P1280	external-id	1
Q7558495	P1280	external-id	1
Q215380	P1284	external-id	1
Q215380	P1286	external-id	619
Q5741069	P1286	external-id	8
Q1135557	P1286	external-id	1
Q120544	P1286	external-id	1
Q14073567	P1286	external-id	1
Q15851525	P1286	external-id	1
Q16979650	P1286	external-id	1
Q19464251	P1286	external-id	1
Q2088357	P1286	external-id	1
Q211236	P1286	external-id	1
Q2393314	P1286	external-id	1
Q2707384	P1286	external-id	1
Q3046146	P1286	external-id	1
Q56816954	P1286	external-id	1
Q58603552	P1286	external-id	1
Q641066	P1286	external-id	1
Q9212979	P1286	external-id	1
Q215380	P1296	external-id	29
Q5741069	P1296	external-id	2
Q2470540	P1296	external-id	1
Q215380	P1297	external-id	25
Q163740	P1297	external-id	23
Q42998	P1297	external-id	14
Q20819922	P1297	external-id	2
Q2416217	P1297	external-id	1
Q43229	P1297	external-id	1
Q215380	P1315	external-id	98
Q5741069	P1315	external-id	2
Q19464251	P1315	external-id	1
Q207338	P1315	external-id	1
Q207378	P1315	external-id	1
Q216337	P1315	external-id	1
Q2470540	P1315	external-id	1
Q3046146	P1315	external-id	1
Q389888	P1315	external-id	1
Q42998	P1315	external-id	1
Q58603552	P1315	external-id	1
Q215380	P1317	time	1
Q215380	P1320	external-id	2
Q215380	P1329	string	2
Q2416217	P1329	string	1
Q215380	P1368	external-id	17
Q215048	P1368	external-id	1
Q2470540	P1368	external-id	1
Q42998	P1368	external-id	1
Q5741069	P1368	external-id	1
Q58603552	P1368	external-id	1
Q215380	P1375	external-id	41
Q16979650	P1375	external-id	1
Q207378	P1375	external-id	1
Q2470540	P1375	external-id	1
Q42998	P1375	external-id	1
Q5741069	P1375	external-id	1
Q58603552	P1375	external-id	1
Q215380	P1417	external-id	228
Q5741069	P1417	external-id	6
Q9212979	P1417	external-id	3
Q120544	P1417	external-id	2
Q16979650	P1417	external-id	2
Q215048	P1417	external-id	2
Q3046146	P1417	external-id	2
Q42998	P1417	external-id	2
Q1141470	P1417	external-id	1
Q15851525	P1417	external-id	1
Q19464251	P1417	external-id	1
Q2470540	P1417	external-id	1
Q281643	P1417	external-id	1
Q389888	P1417	external-id	1
Q58603552	P1417	external-id	1
Q641066	P1417	external-id	1
Q64514668	P1417	external-id	1
Q215380	P1430	external-id	28
Q5741069	P1430	external-id	1
Q58603552	P1430	external-id	1
Q64514668	P1430	external-id	1
Q215380	P1448	monolingualtext	417
Q281643	P1448	monolingualtext	6
Q16979650	P1448	monolingualtext	5
Q11446438	P1448	monolingualtext	3
Q216337	P1448	monolingualtext	3
Q5741069	P1448	monolingualtext	3
Q58603552	P1448	monolingualtext	3
Q814344	P1448	monolingualtext	3
