domain	property	range	count	domain;label	property;label	range;label
Q5	P950	external-id	10610.0	'human'@en	'Biblioteca Nacional de España ID'@en	
Q20643955	P950	external-id	5.0	'human biblical figure'@en	'Biblioteca Nacional de España ID'@en	
Q1062083	P950	external-id	3.0	'billionaire'@en	'Biblioteca Nacional de España ID'@en	
Q159979	P950	external-id	3.0	'twin'@en	'Biblioteca Nacional de España ID'@en	
Q10519151	P950	external-id	2.0	'honorary member'@en	'Biblioteca Nacional de España ID'@en	
Q205178	P950	external-id	2.0	'child prodigy'@en	'Biblioteca Nacional de España ID'@en	
Q2985549	P950	external-id	2.0	'mononymous person'@en	'Biblioteca Nacional de España ID'@en	
Q15773347	P950	external-id	1.0	'film character'@en	'Biblioteca Nacional de España ID'@en	
Q178885	P950	external-id	1.0	'deity'@en	'Biblioteca Nacional de España ID'@en	
Q18563354	P950	external-id	1.0	'religious character'@en	'Biblioteca Nacional de España ID'@en	
Q18563360	P950	external-id	1.0	'Quranic character'@en	'Biblioteca Nacional de España ID'@en	
Q21070568	P950	external-id	1.0	'human who may be fictional'@en	'Biblioteca Nacional de España ID'@en	
Q215627	P950	external-id	1.0	'person'@en	'Biblioteca Nacional de España ID'@en	
Q4271324	P950	external-id	1.0	'mythical character'@en	'Biblioteca Nacional de España ID'@en	
Q51625	P950	external-id	1.0	'Salvator Mundi'@en	'Biblioteca Nacional de España ID'@en	
Q825	P950	external-id	1.0	'God in Christianity'@en	'Biblioteca Nacional de España ID'@en	
Q5	P856	url	18946.0	'human'@en	'official website'@en	
Q215380	P856	url	8.0	'musical group'@en	'official website'@en	
Q1062083	P856	url	3.0	'billionaire'@en	'official website'@en	
Q7558495	P856	url	3.0	'solo project'@en	'official website'@en	
Q159979	P856	url	2.0	'twin'@en	'official website'@en	
Q127843	P856	url	1.0	'pen name'@en	'official website'@en	
Q14946528	P856	url	1.0	'conflation'@en	'official website'@en	
Q205178	P856	url	1.0	'child prodigy'@en	'official website'@en	
Q215627	P856	url	1.0	'person'@en	'official website'@en	
Q24229398	P856	url	1.0	'agent'@en	'official website'@en	
Q2707384	P856	url	1.0	'side project'@en	'official website'@en	
Q2985549	P856	url	1.0	'mononymous person'@en	'official website'@en	
Q5	P7859	external-id	42115.0	'human'@en	'WorldCat Identities ID'@en	
Q20643955	P7859	external-id	13.0	'human biblical figure'@en	'WorldCat Identities ID'@en	
Q1062083	P7859	external-id	7.0	'billionaire'@en	'WorldCat Identities ID'@en	
Q159979	P7859	external-id	5.0	'twin'@en	'WorldCat Identities ID'@en	
Q215380	P7859	external-id	4.0	'musical group'@en	'WorldCat Identities ID'@en	
Q2985549	P7859	external-id	3.0	'mononymous person'@en	'WorldCat Identities ID'@en	
Q10519151	P7859	external-id	2.0	'honorary member'@en	'WorldCat Identities ID'@en	
Q205178	P7859	external-id	2.0	'child prodigy'@en	'WorldCat Identities ID'@en	
Q21070568	P7859	external-id	2.0	'human who may be fictional'@en	'WorldCat Identities ID'@en	
Q7558495	P7859	external-id	2.0	'solo project'@en	'WorldCat Identities ID'@en	
Q110518305	P7859	external-id	1.0		'WorldCat Identities ID'@en	
Q110550976	P7859	external-id	1.0	'Saqqara king'@en	'WorldCat Identities ID'@en	
Q110559092	P7859	external-id	1.0		'WorldCat Identities ID'@en	
Q127843	P7859	external-id	1.0	'pen name'@en	'WorldCat Identities ID'@en	
Q14756018	P7859	external-id	1.0	'twins'@en	'WorldCat Identities ID'@en	
Q15773347	P7859	external-id	1.0	'film character'@en	'WorldCat Identities ID'@en	
Q178885	P7859	external-id	1.0	'deity'@en	'WorldCat Identities ID'@en	
Q18563354	P7859	external-id	1.0	'religious character'@en	'WorldCat Identities ID'@en	
Q18563360	P7859	external-id	1.0	'Quranic character'@en	'WorldCat Identities ID'@en	
Q215627	P7859	external-id	1.0	'person'@en	'WorldCat Identities ID'@en	
Q24229398	P7859	external-id	1.0	'agent'@en	'WorldCat Identities ID'@en	
Q37110	P7859	external-id	1.0	'pharaoh'@en	'WorldCat Identities ID'@en	
Q39646	P7859	external-id	1.0	'art name'@en	'WorldCat Identities ID'@en	
Q4271324	P7859	external-id	1.0	'mythical character'@en	'WorldCat Identities ID'@en	
Q51625	P7859	external-id	1.0	'Salvator Mundi'@en	'WorldCat Identities ID'@en	
Q5376203	P7859	external-id	1.0	'endling'@en	'WorldCat Identities ID'@en	
Q825	P7859	external-id	1.0	'God in Christianity'@en	'WorldCat Identities ID'@en	
Q5	P7704	external-id	48393.0	'human'@en	'Europeana entity'@en	
Q159979	P7704	external-id	6.0	'twin'@en	'Europeana entity'@en	
Q10519151	P7704	external-id	2.0	'honorary member'@en	'Europeana entity'@en	
Q1062083	P7704	external-id	2.0	'billionaire'@en	'Europeana entity'@en	
Q205178	P7704	external-id	2.0	'child prodigy'@en	'Europeana entity'@en	
Q2985549	P7704	external-id	2.0	'mononymous person'@en	'Europeana entity'@en	
Q127843	P7704	external-id	1.0	'pen name'@en	'Europeana entity'@en	
Q14756018	P7704	external-id	1.0	'twins'@en	'Europeana entity'@en	
Q215380	P7704	external-id	1.0	'musical group'@en	'Europeana entity'@en	
Q215627	P7704	external-id	1.0	'person'@en	'Europeana entity'@en	
Q22988604	P7704	external-id	1.0	'mythological Greek character'@en	'Europeana entity'@en	
Q24229398	P7704	external-id	1.0	'agent'@en	'Europeana entity'@en	
Q2707384	P7704	external-id	1.0	'side project'@en	'Europeana entity'@en	
Q39646	P7704	external-id	1.0	'art name'@en	'Europeana entity'@en	
Q5376203	P7704	external-id	1.0	'endling'@en	'Europeana entity'@en	
Q7558495	P7704	external-id	1.0	'solo project'@en	'Europeana entity'@en	
Q95074	P7704	external-id	1.0	'fictional character'@en	'Europeana entity'@en	
Q5	P735	Q12308941	40807.0	'human'@en	'given name'@en	'male given name'@en
Q5	P735	Q11879590	10396.0	'human'@en	'given name'@en	'female given name'@en
Q5	P735	Q1130279	6421.0	'human'@en	'given name'@en	'hypocorism'@en
Q5	P735	Q3409032	5093.0	'human'@en	'given name'@en	'unisex given name'@en
Q5	P735	Q202444	4173.0	'human'@en	'given name'@en	'given name'@en
Q5	P735	Q1243157	767.0	'human'@en	'given name'@en	'double name'@en
Q5	P735	Q108709	515.0	'human'@en	'given name'@en	'diminutive'@en
Q5	P735	Q19803443	475.0	'human'@en	'given name'@en	'initials instead of given names'@en
Q5	P735	Q62834786	336.0	'human'@en	'given name'@en	'biblical proper name'@en
Q5	P735	Q88865478	260.0	'human'@en	'given name'@en	'undifferentiated kana given name'@en
Q5	P735	Q83080356	120.0	'human'@en	'given name'@en	'hyphenated given name'@en
Q5	P735	Q4167410	69.0	'human'@en	'given name'@en	'Wikimedia disambiguation page'@en
Q5	P735	Q49614	62.0	'human'@en	'given name'@en	'nickname'@en
Q5	P735	Q22809413	56.0	'human'@en	'given name'@en	'Chinese given name'@en
Q5	P735	Q83076627	39.0	'human'@en	'given name'@en	'compound given name'@en
Q5	P735	Q104868059	36.0	'human'@en	'given name'@en	'Ukrainian male given name'@en
Q5	P735	Q22812564	35.0	'human'@en	'given name'@en	'Japanese given name'@en
Q5	P735	Q4401011	32.0	'human'@en	'given name'@en	'Russian given name'@en
Q5	P735	Q19689753	21.0	'human'@en	'given name'@en	'Belarusian personal name'@en
Q5	P735	Q147276	17.0	'human'@en	'given name'@en	'proper noun'@en
Q1062083	P735	Q12308941	13.0	'billionaire'@en	'given name'@en	'male given name'@en
Q5	P735	Q101352	12.0	'human'@en	'given name'@en	'family name'@en
Q5	P735	Q104092288	11.0	'human'@en	'given name'@en	'Ukrainian female given name'@en
Q5	P735	Q7452919	8.0	'human'@en	'given name'@en	'Serbian names'@en
Q20643955	P735	Q12308941	7.0	'human biblical figure'@en	'given name'@en	'male given name'@en
Q5	P735	Q82799	7.0	'human'@en	'given name'@en	'name'@en
Q5	P735	Q18220911	5.0	'human'@en	'given name'@en	'male given name borne by a female'@en
Q159979	P735	Q11879590	4.0	'twin'@en	'given name'@en	'female given name'@en
Q20643955	P735	Q11879590	4.0	'human biblical figure'@en	'given name'@en	'female given name'@en
Q5	P735	Q3320743	4.0	'human'@en	'given name'@en	'title of honor'@en
Q5	P735	Q5	4.0	'human'@en	'given name'@en	'human'@en
Q5	P735	Q69680123	4.0	'human'@en	'given name'@en	'Korean given name element'@en
Q159979	P735	Q12308941	3.0	'twin'@en	'given name'@en	'male given name'@en
Q5	P735	Q1046083	3.0	'human'@en	'given name'@en	'Finnish name'@en
Q5	P735	Q830844	3.0	'human'@en	'given name'@en	'Hungarian names'@en
Q1062083	P735	Q1130279	2.0	'billionaire'@en	'given name'@en	'hypocorism'@en
Q1062083	P735	Q3409032	2.0	'billionaire'@en	'given name'@en	'unisex given name'@en
Q205178	P735	Q12308941	2.0	'child prodigy'@en	'given name'@en	'male given name'@en
Q5	P735	Q1070016	2.0	'human'@en	'given name'@en	'Persian name'@en
Q5	P735	Q22808320	2.0	'human'@en	'given name'@en	'Wikimedia human name disambiguation page'@en
Q5	P735	Q88865553	2.0	'human'@en	'given name'@en	'undifferentiated Japanese name'@en
Q7558495	P735	Q12308941	2.0	'solo project'@en	'given name'@en	'male given name'@en
Q7558495	P735	Q202444	2.0	'solo project'@en	'given name'@en	'given name'@en
Q10519151	P735	Q12308941	1.0	'honorary member'@en	'given name'@en	'male given name'@en
Q10519151	P735	Q3409032	1.0	'honorary member'@en	'given name'@en	'unisex given name'@en
Q105543609	P735	Q12308941	1.0	'musical work/composition'@en	'given name'@en	'male given name'@en
Q1062083	P735	Q11879590	1.0	'billionaire'@en	'given name'@en	'female given name'@en
Q1062083	P735	Q202444	1.0	'billionaire'@en	'given name'@en	'given name'@en
Q10737	P735	Q11879590	1.0	'suicide'@en	'given name'@en	'female given name'@en
Q10737	P735	Q202444	1.0	'suicide'@en	'given name'@en	'given name'@en
Q14756018	P735	Q12308941	1.0	'twins'@en	'given name'@en	'male given name'@en
Q15773347	P735	Q12308941	1.0	'film character'@en	'given name'@en	'male given name'@en
Q15773347	P735	Q178885	1.0	'film character'@en	'given name'@en	'deity'@en
Q15773347	P735	Q61002	1.0	'film character'@en	'given name'@en	'pseudonym'@en
Q159979	P735	Q104868059	1.0	'twin'@en	'given name'@en	'Ukrainian male given name'@en
Q159979	P735	Q202444	1.0	'twin'@en	'given name'@en	'given name'@en
Q178885	P735	Q12308941	1.0	'deity'@en	'given name'@en	'male given name'@en
Q178885	P735	Q178885	1.0	'deity'@en	'given name'@en	'deity'@en
Q178885	P735	Q61002	1.0	'deity'@en	'given name'@en	'pseudonym'@en
Q182659	P735	Q12308941	1.0	'ballad'@en	'given name'@en	'male given name'@en
Q18563354	P735	Q12308941	1.0	'religious character'@en	'given name'@en	'male given name'@en
Q18563360	P735	Q12308941	1.0	'Quranic character'@en	'given name'@en	'male given name'@en
Q18563360	P735	Q178885	1.0	'Quranic character'@en	'given name'@en	'deity'@en
Q18563360	P735	Q61002	1.0	'Quranic character'@en	'given name'@en	'pseudonym'@en
Q205178	P735	Q202444	1.0	'child prodigy'@en	'given name'@en	'given name'@en
Q20643955	P735	Q1130279	1.0	'human biblical figure'@en	'given name'@en	'hypocorism'@en
Q20643955	P735	Q178885	1.0	'human biblical figure'@en	'given name'@en	'deity'@en
Q20643955	P735	Q202444	1.0	'human biblical figure'@en	'given name'@en	'given name'@en
Q20643955	P735	Q3409032	1.0	'human biblical figure'@en	'given name'@en	'unisex given name'@en
Q20643955	P735	Q61002	1.0	'human biblical figure'@en	'given name'@en	'pseudonym'@en
Q21070568	P735	Q12308941	1.0	'human who may be fictional'@en	'given name'@en	'male given name'@en
Q21070568	P735	Q178885	1.0	'human who may be fictional'@en	'given name'@en	'deity'@en
Q21070568	P735	Q61002	1.0	'human who may be fictional'@en	'given name'@en	'pseudonym'@en
Q215380	P735	Q11879590	1.0	'musical group'@en	'given name'@en	'female given name'@en
Q215627	P735	Q11879590	1.0	'person'@en	'given name'@en	'female given name'@en
Q24229398	P735	Q12308941	1.0	'agent'@en	'given name'@en	'male given name'@en
Q24229398	P735	Q1243157	1.0	'agent'@en	'given name'@en	'double name'@en
Q2707384	P735	Q11879590	1.0	'side project'@en	'given name'@en	'female given name'@en
Q2985549	P735	Q11879590	1.0	'mononymous person'@en	'given name'@en	'female given name'@en
Q2985549	P735	Q12308941	1.0	'mononymous person'@en	'given name'@en	'male given name'@en
