domain	property	range	count	domain;label	property;label	range;label
Q1307276	P84	Q5	169.0	'single-family detached home'@en	'architect'@en	'human'@en
Q1307276	P84	Q4387609	23.0	'single-family detached home'@en	'architect'@en	'architectural firm'@en
Q1307276	P84	Q4830453	2.0	'single-family detached home'@en	'architect'@en	'business'@en
Q1307276	P84	Q10648343	1.0	'single-family detached home'@en	'architect'@en	'duo'@en
Q1307276	P84	Q6881511	1.0	'single-family detached home'@en	'architect'@en	'enterprise'@en
Q1307276	P84	Q891723	1.0	'single-family detached home'@en	'architect'@en	'public company'@en
Q2087181	P84	Q5	1.0	'historic house museum'@en	'architect'@en	'human'@en
Q1307276	P649	external-id	442.0	'single-family detached home'@en	'NRHP reference number'@en	
Q2042081	P649	external-id	1.0	'octagon house'@en	'NRHP reference number'@en	
Q2087181	P649	external-id	1.0	'historic house museum'@en	'NRHP reference number'@en	
Q44494	P649	external-id	1.0	'mill'@en	'NRHP reference number'@en	
Q5773747	P649	external-id	1.0	'historic house'@en	'NRHP reference number'@en	
Q1307276	P646	external-id	452.0	'single-family detached home'@en	'Freebase ID'@en	
Q2087181	P646	external-id	2.0	'historic house museum'@en	'Freebase ID'@en	
Q2042081	P646	external-id	1.0	'octagon house'@en	'Freebase ID'@en	
Q44494	P646	external-id	1.0	'mill'@en	'Freebase ID'@en	
Q5773747	P646	external-id	1.0	'historic house'@en	'Freebase ID'@en	
Q1307276	P625	globe-coordinate	456.0	'single-family detached home'@en	'coordinate location'@en	
Q2087181	P625	globe-coordinate	2.0	'historic house museum'@en	'coordinate location'@en	
Q2042081	P625	globe-coordinate	1.0	'octagon house'@en	'coordinate location'@en	
Q44494	P625	globe-coordinate	1.0	'mill'@en	'coordinate location'@en	
Q5773747	P625	globe-coordinate	1.0	'historic house'@en	'coordinate location'@en	
Q1307276	P5383	external-id	458.0	'single-family detached home'@en	'archINFORM project ID'@en	
Q2087181	P5383	external-id	2.0	'historic house museum'@en	'archINFORM project ID'@en	
Q2042081	P5383	external-id	1.0	'octagon house'@en	'archINFORM project ID'@en	
Q44494	P5383	external-id	1.0	'mill'@en	'archINFORM project ID'@en	
Q5773747	P5383	external-id	1.0	'historic house'@en	'archINFORM project ID'@en	
Q1307276	P373	string	108.0	'single-family detached home'@en	'Commons category'@en	
Q2087181	P373	string	2.0	'historic house museum'@en	'Commons category'@en	
Q1307276	P18	commonsMedia	422.0	'single-family detached home'@en	'image'@en	
Q2087181	P18	commonsMedia	2.0	'historic house museum'@en	'image'@en	
Q2042081	P18	commonsMedia	1.0	'octagon house'@en	'image'@en	
Q44494	P18	commonsMedia	1.0	'mill'@en	'image'@en	
Q5773747	P18	commonsMedia	1.0	'historic house'@en	'image'@en	
Q1307276	P17	Q3624078	459.0	'single-family detached home'@en	'country'@en	'sovereign state'@en
Q1307276	P17	Q6256	459.0	'single-family detached home'@en	'country'@en	'country'@en
Q1307276	P17	Q1489259	455.0	'single-family detached home'@en	'country'@en	'superpower'@en
Q1307276	P17	Q1520223	455.0	'single-family detached home'@en	'country'@en	'constitutional republic'@en
Q1307276	P17	Q512187	455.0	'single-family detached home'@en	'country'@en	'federal republic'@en
Q1307276	P17	Q5255892	455.0	'single-family detached home'@en	'country'@en	'democratic republic'@en
Q1307276	P17	Q99541706	455.0	'single-family detached home'@en	'country'@en	'historical unrecognized state'@en
Q1307276	P17	Q20181813	2.0	'single-family detached home'@en	'country'@en	'colonial power'@en
Q1307276	P17	Q202686	2.0	'single-family detached home'@en	'country'@en	'Commonwealth realm'@en
Q1307276	P17	Q43702	2.0	'single-family detached home'@en	'country'@en	'federation'@en
Q1307276	P17	Q7270	2.0	'single-family detached home'@en	'country'@en	'republic'@en
Q2087181	P17	Q3624078	2.0	'historic house museum'@en	'country'@en	'sovereign state'@en
Q2087181	P17	Q6256	2.0	'historic house museum'@en	'country'@en	'country'@en
Q1307276	P17	Q112099	1.0	'single-family detached home'@en	'country'@en	'island nation'@en
Q1307276	P17	Q1250464	1.0	'single-family detached home'@en	'country'@en	'realm'@en
Q1307276	P17	Q223832	1.0	'single-family detached home'@en	'country'@en	'dominion of the British Empire'@en
Q1307276	P17	Q4209223	1.0	'single-family detached home'@en	'country'@en	'Rechtsstaat'@en
Q1307276	P17	Q51576574	1.0	'single-family detached home'@en	'country'@en	'Mediterranean country'@en
Q1307276	P17	Q619610	1.0	'single-family detached home'@en	'country'@en	'social state'@en
Q1307276	P17	Q63791824	1.0	'single-family detached home'@en	'country'@en	'country bordering the Baltic Sea'@en
Q2042081	P17	Q1489259	1.0	'octagon house'@en	'country'@en	'superpower'@en
Q2042081	P17	Q1520223	1.0	'octagon house'@en	'country'@en	'constitutional republic'@en
Q2042081	P17	Q3624078	1.0	'octagon house'@en	'country'@en	'sovereign state'@en
Q2042081	P17	Q512187	1.0	'octagon house'@en	'country'@en	'federal republic'@en
Q2042081	P17	Q5255892	1.0	'octagon house'@en	'country'@en	'democratic republic'@en
Q2042081	P17	Q6256	1.0	'octagon house'@en	'country'@en	'country'@en
Q2042081	P17	Q99541706	1.0	'octagon house'@en	'country'@en	'historical unrecognized state'@en
Q2087181	P17	Q1489259	1.0	'historic house museum'@en	'country'@en	'superpower'@en
Q2087181	P17	Q1520223	1.0	'historic house museum'@en	'country'@en	'constitutional republic'@en
Q2087181	P17	Q202686	1.0	'historic house museum'@en	'country'@en	'Commonwealth realm'@en
Q2087181	P17	Q223832	1.0	'historic house museum'@en	'country'@en	'dominion of the British Empire'@en
Q2087181	P17	Q43702	1.0	'historic house museum'@en	'country'@en	'federation'@en
Q2087181	P17	Q512187	1.0	'historic house museum'@en	'country'@en	'federal republic'@en
Q2087181	P17	Q5255892	1.0	'historic house museum'@en	'country'@en	'democratic republic'@en
Q2087181	P17	Q99541706	1.0	'historic house museum'@en	'country'@en	'historical unrecognized state'@en
Q44494	P17	Q1489259	1.0	'mill'@en	'country'@en	'superpower'@en
Q44494	P17	Q1520223	1.0	'mill'@en	'country'@en	'constitutional republic'@en
Q44494	P17	Q3624078	1.0	'mill'@en	'country'@en	'sovereign state'@en
Q44494	P17	Q512187	1.0	'mill'@en	'country'@en	'federal republic'@en
Q44494	P17	Q5255892	1.0	'mill'@en	'country'@en	'democratic republic'@en
Q44494	P17	Q6256	1.0	'mill'@en	'country'@en	'country'@en
Q44494	P17	Q99541706	1.0	'mill'@en	'country'@en	'historical unrecognized state'@en
Q5773747	P17	Q1489259	1.0	'historic house'@en	'country'@en	'superpower'@en
Q5773747	P17	Q1520223	1.0	'historic house'@en	'country'@en	'constitutional republic'@en
Q5773747	P17	Q3624078	1.0	'historic house'@en	'country'@en	'sovereign state'@en
Q5773747	P17	Q512187	1.0	'historic house'@en	'country'@en	'federal republic'@en
Q5773747	P17	Q5255892	1.0	'historic house'@en	'country'@en	'democratic republic'@en
Q5773747	P17	Q6256	1.0	'historic house'@en	'country'@en	'country'@en
Q5773747	P17	Q99541706	1.0	'historic house'@en	'country'@en	'historical unrecognized state'@en
Q1307276	P149	Q32880	173.0	'single-family detached home'@en	'architectural style'@en	'architectural style'@en
Q1307276	P149	Q217175	11.0	'single-family detached home'@en	'architectural style'@en	'architectural order'@en
Q1307276	P149	Q968159	9.0	'single-family detached home'@en	'architectural style'@en	'art movement'@en
Q1307276	P149	Q1292119	5.0	'single-family detached home'@en	'architectural style'@en	'style'@en
Q1307276	P149	Q1792644	4.0	'single-family detached home'@en	'architectural style'@en	'art style'@en
Q1307276	P149	Q12271	2.0	'single-family detached home'@en	'architectural style'@en	'architecture'@en
Q2042081	P149	Q12271	1.0	'octagon house'@en	'architectural style'@en	'architecture'@en
Q2042081	P149	Q32880	1.0	'octagon house'@en	'architectural style'@en	'architectural style'@en
Q2087181	P149	Q32880	1.0	'historic house museum'@en	'architectural style'@en	'architectural style'@en
Q1307276	P1435	Q30634609	442.0	'single-family detached home'@en	'heritage designation'@en	'heritage designation'@en
Q1307276	P1435	Q28152826	1.0	'single-family detached home'@en	'heritage designation'@en	'NSW heritage status'@en
Q2042081	P1435	Q30634609	1.0	'octagon house'@en	'heritage designation'@en	'heritage designation'@en
Q2087181	P1435	Q28152826	1.0	'historic house museum'@en	'heritage designation'@en	'NSW heritage status'@en
Q2087181	P1435	Q30634609	1.0	'historic house museum'@en	'heritage designation'@en	'heritage designation'@en
Q44494	P1435	Q30634609	1.0	'mill'@en	'heritage designation'@en	'heritage designation'@en
Q5773747	P1435	Q30634609	1.0	'historic house'@en	'heritage designation'@en	'heritage designation'@en
Q1307276	P131	Q35657	296.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'U.S. state'@en
Q1307276	P131	Q1093829	99.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city of the United States'@en
Q1307276	P131	Q62049	87.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county seat'@en
Q1307276	P131	Q1549591	78.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'big city'@en
Q1307276	P131	Q21518270	15.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'state or insular area capital of the United States'@en
Q1307276	P131	Q63440326	13.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city of Oregon'@en
Q1307276	P131	Q13218391	10.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'charter city'@en
Q1307276	P131	Q902814	7.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'border town'@en
Q1307276	P131	Q15221370	6.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'third-class city'@en
Q1307276	P131	Q751708	6.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'village in the United States'@en
Q1307276	P131	Q10864048	5.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'first-level administrative country subdivision'@en
Q1307276	P131	Q15221310	5.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'second-class city'@en
Q1307276	P131	Q2154459	5.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'New England town'@en
Q1307276	P131	Q475050	5.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'federal district'@en
Q1307276	P131	Q5119	5.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'capital'@en
Q1307276	P131	Q408804	4.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'borough of New York City'@en
Q1307276	P131	Q51929311	4.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'largest city'@en
Q1307276	P131	Q13218357	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city of California'@en
Q1307276	P131	Q15127012	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'town of the United States'@en
Q1307276	P131	Q1768043	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Metropolitan Statistical Area'@en
Q1307276	P131	Q188509	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'suburb'@en
Q1307276	P131	Q21010817	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city of Pennsylvania'@en
Q1307276	P131	Q3301053	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'consolidated city-county'@en
Q1307276	P131	Q3559093	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'sanctuary city'@en
Q1307276	P131	Q515	3.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city'@en
Q1307276	P131	Q110071194	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city of Illinois'@en
Q1307276	P131	Q110266204	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'optional charter municipality of Pennsylvania'@en
Q1307276	P131	Q11774097	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of Texas'@en
Q1307276	P131	Q1266818	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'independent city'@en
Q1307276	P131	Q13212489	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of California'@en
Q1307276	P131	Q15063611	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city in the state of New York'@en
Q1307276	P131	Q15221373	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'fourth-class city'@en
Q1307276	P131	Q1637706	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'million city'@en
Q1307276	P131	Q17343829	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'unincorporated community in the United States'@en
Q1307276	P131	Q5888666	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'home rule municipality of Pennsylvania'@en
Q1307276	P131	Q76514543	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'municipality of Georgia'@en
Q1307276	P131	Q9035798	2.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'township of Pennsylvania'@en
Q1307276	P131	Q106071004	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'town of New York'@en
Q1307276	P131	Q123705	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'neighborhood'@en
Q1307276	P131	Q13410400	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of Alabama'@en
Q1307276	P131	Q13410438	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of Indiana'@en
Q1307276	P131	Q13410464	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of Maryland'@en
Q1307276	P131	Q13414757	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'county of New York'@en
Q1307276	P131	Q1499928	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Gemarkung'@en
Q1307276	P131	Q15060255	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Scottish council area'@en
Q1307276	P131	Q15221304	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'first-class city'@en
Q1307276	P131	Q17198620	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'township of Ohio'@en
Q1307276	P131	Q252916	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'administrative quarter of Paris'@en
Q1307276	P131	Q253019	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Ortsteil'@en
Q1307276	P131	Q2974552	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'city in New Jersey'@en
Q1307276	P131	Q42744322	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'urban municipality of Germany'@en
Q1307276	P131	Q498162	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'census-designated place'@en
Q1307276	P131	Q52154375	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'district or neighborhood of Los Angeles'@en
Q1307276	P131	Q532	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'village'@en
Q1307276	P131	Q6028003	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Industrial suburb'@en
Q1307276	P131	Q707813	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'Hanseatic city'@en
Q1307276	P131	Q777120	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'borough of Pennsylvania'@en
Q1307276	P131	Q85635630	1.0	'single-family detached home'@en	'located in the administrative territorial entity'@en	'urban district of North Rhine-Westphalia'@en
Q2042081	P131	Q15221370	1.0	'octagon house'@en	'located in the administrative territorial entity'@en	'third-class city'@en
Q2087181	P131	Q1093829	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'city of the United States'@en
Q2087181	P131	Q13218391	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'charter city'@en
Q2087181	P131	Q1549591	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'big city'@en
Q2087181	P131	Q188509	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'suburb'@en
Q2087181	P131	Q3559093	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'sanctuary city'@en
Q2087181	P131	Q62049	1.0	'historic house museum'@en	'located in the administrative territorial entity'@en	'county seat'@en
Q44494	P131	Q13410464	1.0	'mill'@en	'located in the administrative territorial entity'@en	'county of Maryland'@en
Q5773747	P131	Q35657	1.0	'historic house'@en	'located in the administrative territorial entity'@en	'U.S. state'@en
