domain	property	range	count	domain;label	property;label	range;label
Q38048707	P1001	Q112099	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'island nation'@en
Q38048707	P1001	Q1250464	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'realm'@en
Q38048707	P1001	Q20181813	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'colonial power'@en
Q38048707	P1001	Q202686	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'Commonwealth realm'@en
Q38048707	P1001	Q3624078	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'sovereign state'@en
Q38048707	P1001	Q6256	1	'historical cultural heritage site'@en	'applies to jurisdiction'@en	'country'@en
Q41176	P1001	Q112099	1	'building'@en	'applies to jurisdiction'@en	'island nation'@en
Q41176	P1001	Q1250464	1	'building'@en	'applies to jurisdiction'@en	'realm'@en
Q41176	P1001	Q20181813	1	'building'@en	'applies to jurisdiction'@en	'colonial power'@en
Q41176	P1001	Q202686	1	'building'@en	'applies to jurisdiction'@en	'Commonwealth realm'@en
Q41176	P1001	Q3624078	1	'building'@en	'applies to jurisdiction'@en	'sovereign state'@en
Q41176	P1001	Q6256	1	'building'@en	'applies to jurisdiction'@en	'country'@en
Q4824242	P1001	Q112099	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'island nation'@en
Q4824242	P1001	Q1250464	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'realm'@en
Q4824242	P1001	Q20181813	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'colonial power'@en
Q4824242	P1001	Q202686	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'Commonwealth realm'@en
Q4824242	P1001	Q3624078	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'sovereign state'@en
Q4824242	P1001	Q6256	1	'Australian High Commission'@en	'applies to jurisdiction'@en	'country'@en
Q27686	P10290	Q110772636	3	'hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q27686	P10290	Q618779	3	'hotel'@en	'hotel rating'@en	'award'@en
Q41176	P10290	Q110772636	3	'building'@en	'hotel rating'@en	'hotel star rating'@en
Q41176	P10290	Q618779	3	'building'@en	'hotel rating'@en	'award'@en
Q41176	P112	Q5	4	'building'@en	'founded by'@en	'human'@en
Q2680291	P112	Q5	1	'residential college'@en	'founded by'@en	'human'@en
Q43229	P112	Q5	1	'organization'@en	'founded by'@en	'human'@en
Q4989906	P112	Q5	1	'monument'@en	'founded by'@en	'human'@en
Q847017	P112	Q5	1	'sports club'@en	'founded by'@en	'human'@en
Q41176	P126	Q1006283	1	'building'@en	'maintained by'@en	'national trust'@en
Q41176	P126	Q163740	1	'building'@en	'maintained by'@en	'nonprofit organization'@en
Q41176	P126	Q2668072	1	'building'@en	'maintained by'@en	'collection'@en
Q41176	P127	Q4830453	14	'building'@en	'owned by'@en	'business'@en
Q41176	P127	Q5	8	'building'@en	'owned by'@en	'human'@en
Q41176	P127	Q45400320	5	'building'@en	'owned by'@en	'open-access publisher'@en
Q41176	P127	Q22687	4	'building'@en	'owned by'@en	'bank'@en
Q41176	P127	Q6881511	4	'building'@en	'owned by'@en	'enterprise'@en
Q41176	P127	Q875538	4	'building'@en	'owned by'@en	'public university'@en
Q41176	P127	Q1549591	3	'building'@en	'owned by'@en	'big city'@en
Q41176	P127	Q3918	3	'building'@en	'owned by'@en	'university'@en
Q41176	P127	Q515	3	'building'@en	'owned by'@en	'city'@en
Q41176	P127	Q650241	3	'building'@en	'owned by'@en	'financial institution'@en
Q41176	P127	Q7188	3	'building'@en	'owned by'@en	'government'@en
Q41176	P127	Q891723	3	'building'@en	'owned by'@en	'public company'@en
Q41176	P127	Q23002054	2	'building'@en	'owned by'@en	'private not-for-profit educational institution'@en
Q41176	P127	Q3624078	2	'building'@en	'owned by'@en	'sovereign state'@en
Q41176	P127	Q5341295	2	'building'@en	'owned by'@en	'educational organization'@en
Q41176	P127	Q6256	2	'building'@en	'owned by'@en	'country'@en
Q41176	P127	Q66344	2	'building'@en	'owned by'@en	'central bank'@en
Q41176	P127	Q730038	2	'building'@en	'owned by'@en	'credit institution'@en
Q41176	P127	Q748019	2	'building'@en	'owned by'@en	'scientific society'@en
Q41176	P127	Q783794	2	'building'@en	'owned by'@en	'company'@en
Q1021645	P127	Q14941854	1	'office building'@en	'owned by'@en	'oil company'@en
Q1021645	P127	Q56489561	1	'office building'@en	'owned by'@en	'sociedad anónima'@en
Q1021645	P127	Q6881511	1	'office building'@en	'owned by'@en	'enterprise'@en
Q1129142	P127	Q1093829	1	'NRHP contributing property'@en	'owned by'@en	'city of the United States'@en
Q1129142	P127	Q1549591	1	'NRHP contributing property'@en	'owned by'@en	'big city'@en
Q1129142	P127	Q1637706	1	'NRHP contributing property'@en	'owned by'@en	'million city'@en
Q11303	P127	Q4830453	1	'skyscraper'@en	'owned by'@en	'business'@en
Q1497375	P127	Q4830453	1	'architectural ensemble'@en	'owned by'@en	'business'@en
Q16560	P127	Q13417114	1	'palace'@en	'owned by'@en	'noble family'@en
Q16560	P127	Q31728	1	'palace'@en	'owned by'@en	'public administration'@en
Q16560	P127	Q5	1	'palace'@en	'owned by'@en	'human'@en
Q16560	P127	Q515	1	'palace'@en	'owned by'@en	'city'@en
Q16560	P127	Q747074	1	'palace'@en	'owned by'@en	'commune of Italy'@en
Q16560	P127	Q956214	1	'palace'@en	'owned by'@en	'chef-lieu'@en
Q25550691	P127	Q13417114	1	'town hall'@en	'owned by'@en	'noble family'@en
Q25550691	P127	Q5	1	'town hall'@en	'owned by'@en	'human'@en
Q25550691	P127	Q515	1	'town hall'@en	'owned by'@en	'city'@en
Q25550691	P127	Q747074	1	'town hall'@en	'owned by'@en	'commune of Italy'@en
Q25550691	P127	Q956214	1	'town hall'@en	'owned by'@en	'chef-lieu'@en
Q2680291	P127	Q45400320	1	'residential college'@en	'owned by'@en	'open-access publisher'@en
Q2680291	P127	Q875538	1	'residential college'@en	'owned by'@en	'public university'@en
Q27686	P127	Q4830453	1	'hotel'@en	'owned by'@en	'business'@en
Q33506	P127	Q2177636	1	'museum'@en	'owned by'@en	'municipality of Denmark'@en
Q3947	P127	Q5	1	'house'@en	'owned by'@en	'human'@en
Q41176	P127	Q1093829	1	'building'@en	'owned by'@en	'city of the United States'@en
Q41176	P127	Q110417190	1	'building'@en	'owned by'@en	'non-metropolitan county council'@en
Q41176	P127	Q123480	1	'building'@en	'owned by'@en	'landlocked country'@en
Q41176	P127	Q13212489	1	'building'@en	'owned by'@en	'county of California'@en
Q41176	P127	Q13417114	1	'building'@en	'owned by'@en	'noble family'@en
Q41176	P127	Q13539802	1	'building'@en	'owned by'@en	'place with town rights and privileges'@en
Q41176	P127	Q14762300	1	'building'@en	'owned by'@en	'single-tier municipality'@en
Q41176	P127	Q1483341	1	'building'@en	'owned by'@en	'chamber of rhetoric'@en
Q41176	P127	Q14941854	1	'building'@en	'owned by'@en	'oil company'@en
Q41176	P127	Q1497649	1	'building'@en	'owned by'@en	'memory institution'@en
Q41176	P127	Q1520223	1	'building'@en	'owned by'@en	'constitutional republic'@en
Q41176	P127	Q15265344	1	'building'@en	'owned by'@en	'broadcaster'@en
Q41176	P127	Q161726	1	'building'@en	'owned by'@en	'multinational corporation'@en
Q41176	P127	Q1637706	1	'building'@en	'owned by'@en	'million city'@en
Q41176	P127	Q170156	1	'building'@en	'owned by'@en	'confederation'@en
Q41176	P127	Q1768043	1	'building'@en	'owned by'@en	'Metropolitan Statistical Area'@en
