domain	property	range	count	domain;label	property;label	range;label
Q41176	P649	external-id	1107.0	'building'@en	'NRHP reference number'@en	
Q3947	P649	external-id	13.0	'house'@en	'NRHP reference number'@en	
Q33506	P649	external-id	4.0	'museum'@en	'NRHP reference number'@en	
Q1081138	P649	external-id	1.0	'historic site'@en	'NRHP reference number'@en	
Q11303	P649	external-id	1.0	'skyscraper'@en	'NRHP reference number'@en	
Q124714	P649	external-id	1.0	'spring'@en	'NRHP reference number'@en	
Q2080521	P649	external-id	1.0	'market hall'@en	'NRHP reference number'@en	
Q210272	P649	external-id	1.0	'cultural heritage'@en	'NRHP reference number'@en	
Q4828724	P649	external-id	1.0	'aviation museum'@en	'NRHP reference number'@en	
Q543654	P649	external-id	1.0	'rathaus'@en	'NRHP reference number'@en	
Q6110453	P649	external-id	1.0	'Jacal'@en	'NRHP reference number'@en	
Q811430	P649	external-id	1.0	'human-made geographic feature'@en	'NRHP reference number'@en	
Q41176	P646	external-id	1474.0	'building'@en	'Freebase ID'@en	
Q3947	P646	external-id	14.0	'house'@en	'Freebase ID'@en	
Q33506	P646	external-id	12.0	'museum'@en	'Freebase ID'@en	
Q1497375	P646	external-id	6.0	'architectural ensemble'@en	'Freebase ID'@en	
Q811979	P646	external-id	5.0	'architectural structure'@en	'Freebase ID'@en	
Q11303	P646	external-id	4.0	'skyscraper'@en	'Freebase ID'@en	
Q16560	P646	external-id	3.0	'palace'@en	'Freebase ID'@en	
Q210272	P646	external-id	3.0	'cultural heritage'@en	'Freebase ID'@en	
Q1081138	P646	external-id	2.0	'historic site'@en	'Freebase ID'@en	
Q1129142	P646	external-id	2.0	'NRHP contributing property'@en	'Freebase ID'@en	
Q1244442	P646	external-id	2.0	'school building'@en	'Freebase ID'@en	
Q1440300	P646	external-id	2.0	'observation tower'@en	'Freebase ID'@en	
Q2065736	P646	external-id	2.0	'cultural property'@en	'Freebase ID'@en	
Q207694	P646	external-id	2.0	'art museum'@en	'Freebase ID'@en	
Q358	P646	external-id	2.0	'heritage site'@en	'Freebase ID'@en	
Q3950	P646	external-id	2.0	'villa'@en	'Freebase ID'@en	
Q4989906	P646	external-id	2.0	'monument'@en	'Freebase ID'@en	
Q76321820	P646	external-id	2.0	'contributing property'@en	'Freebase ID'@en	
Q811165	P646	external-id	2.0	'architectural heritage monument'@en	'Freebase ID'@en	
Q10416961	P646	external-id	1.0	'working life museum'@en	'Freebase ID'@en	
Q1068623	P646	external-id	1.0	'transmitter mast'@en	'Freebase ID'@en	
Q108860593	P646	external-id	1.0	'museum of modern art'@en	'Freebase ID'@en	
Q1128397	P646	external-id	1.0	'convent'@en	'Freebase ID'@en	
Q12292478	P646	external-id	1.0	'estate'@en	'Freebase ID'@en	
Q124714	P646	external-id	1.0	'spring'@en	'Freebase ID'@en	
Q1329623	P646	external-id	1.0	'cultural center'@en	'Freebase ID'@en	
Q1343246	P646	external-id	1.0	'English country house'@en	'Freebase ID'@en	
Q13586493	P646	external-id	1.0	'outdoor swimming pool'@en	'Freebase ID'@en	
Q1378975	P646	external-id	1.0	'convention center'@en	'Freebase ID'@en	
Q143912	P646	external-id	1.0	'triumphal arch'@en	'Freebase ID'@en	
Q174782	P646	external-id	1.0	'square'@en	'Freebase ID'@en	
Q19844914	P646	external-id	1.0	'university building'@en	'Freebase ID'@en	
Q19860854	P646	external-id	1.0	'destroyed building or structure'@en	'Freebase ID'@en	
Q200334	P646	external-id	1.0	'bell tower'@en	'Freebase ID'@en	
Q2080521	P646	external-id	1.0	'market hall'@en	'Freebase ID'@en	
Q2087181	P646	external-id	1.0	'historic house museum'@en	'Freebase ID'@en	
Q23413	P646	external-id	1.0	'castle'@en	'Freebase ID'@en	
Q2385804	P646	external-id	1.0	'educational institution'@en	'Freebase ID'@en	
Q25550691	P646	external-id	1.0	'town hall'@en	'Freebase ID'@en	
Q264542	P646	external-id	1.0	'student club'@en	'Freebase ID'@en	
Q2651004	P646	external-id	1.0	'palazzo'@en	'Freebase ID'@en	
Q2680291	P646	external-id	1.0	'residential college'@en	'Freebase ID'@en	
Q274153	P646	external-id	1.0	'water tower'@en	'Freebase ID'@en	
Q27686	P646	external-id	1.0	'hotel'@en	'Freebase ID'@en	
Q38048707	P646	external-id	1.0	'historical cultural heritage site'@en	'Freebase ID'@en	
Q43229	P646	external-id	1.0	'organization'@en	'Freebase ID'@en	
Q47012103	P646	external-id	1.0	'mixed-use building'@en	'Freebase ID'@en	
Q4824242	P646	external-id	1.0	'Australian High Commission'@en	'Freebase ID'@en	
Q4828724	P646	external-id	1.0	'aviation museum'@en	'Freebase ID'@en	
Q5003624	P646	external-id	1.0	'memorial'@en	'Freebase ID'@en	
Q543654	P646	external-id	1.0	'rathaus'@en	'Freebase ID'@en	
Q5773747	P646	external-id	1.0	'historic house'@en	'Freebase ID'@en	
Q6110453	P646	external-id	1.0	'Jacal'@en	'Freebase ID'@en	
Q684740	P646	external-id	1.0	'real property'@en	'Freebase ID'@en	
Q7062022	P646	external-id	1.0	'not-for-profit arts organization'@en	'Freebase ID'@en	
Q751876	P646	external-id	1.0	'château'@en	'Freebase ID'@en	
Q7627808	P646	external-id	1.0	'student center'@en	'Freebase ID'@en	
Q797765	P646	external-id	1.0	'inclined tower'@en	'Freebase ID'@en	
Q811430	P646	external-id	1.0	'human-made geographic feature'@en	'Freebase ID'@en	
Q847017	P646	external-id	1.0	'sports club'@en	'Freebase ID'@en	
Q853854	P646	external-id	1.0	'clock tower'@en	'Freebase ID'@en	
Q41176	P625	globe-coordinate	1583.0	'building'@en	'coordinate location'@en	
Q33506	P625	globe-coordinate	14.0	'museum'@en	'coordinate location'@en	
Q3947	P625	globe-coordinate	14.0	'house'@en	'coordinate location'@en	
Q1497375	P625	globe-coordinate	7.0	'architectural ensemble'@en	'coordinate location'@en	
Q811979	P625	globe-coordinate	5.0	'architectural structure'@en	'coordinate location'@en	
Q11303	P625	globe-coordinate	4.0	'skyscraper'@en	'coordinate location'@en	
Q27686	P625	globe-coordinate	4.0	'hotel'@en	'coordinate location'@en	
Q358	P625	globe-coordinate	4.0	'heritage site'@en	'coordinate location'@en	
Q16560	P625	globe-coordinate	3.0	'palace'@en	'coordinate location'@en	
Q210272	P625	globe-coordinate	3.0	'cultural heritage'@en	'coordinate location'@en	
Q1081138	P625	globe-coordinate	2.0	'historic site'@en	'coordinate location'@en	
Q1129142	P625	globe-coordinate	2.0	'NRHP contributing property'@en	'coordinate location'@en	
Q1244442	P625	globe-coordinate	2.0	'school building'@en	'coordinate location'@en	
Q1440300	P625	globe-coordinate	2.0	'observation tower'@en	'coordinate location'@en	
Q2065736	P625	globe-coordinate	2.0	'cultural property'@en	'coordinate location'@en	
Q3950	P625	globe-coordinate	2.0	'villa'@en	'coordinate location'@en	
Q4989906	P625	globe-coordinate	2.0	'monument'@en	'coordinate location'@en	
Q7062022	P625	globe-coordinate	2.0	'not-for-profit arts organization'@en	'coordinate location'@en	
Q76321820	P625	globe-coordinate	2.0	'contributing property'@en	'coordinate location'@en	
Q811165	P625	globe-coordinate	2.0	'architectural heritage monument'@en	'coordinate location'@en	
Q1021645	P625	globe-coordinate	1.0	'office building'@en	'coordinate location'@en	
Q10416961	P625	globe-coordinate	1.0	'working life museum'@en	'coordinate location'@en	
Q1068623	P625	globe-coordinate	1.0	'transmitter mast'@en	'coordinate location'@en	
Q108860593	P625	globe-coordinate	1.0	'museum of modern art'@en	'coordinate location'@en	
Q1128397	P625	globe-coordinate	1.0	'convent'@en	'coordinate location'@en	
Q12292478	P625	globe-coordinate	1.0	'estate'@en	'coordinate location'@en	
Q124714	P625	globe-coordinate	1.0	'spring'@en	'coordinate location'@en	
