domain	property	range	count	domain;label	property;label	range;label
Q482994	P1040	Q5	3	'album'@en	'film editor'@en	'human'@en
Q11424	P1040	Q5	2	'film'@en	'film editor'@en	'human'@en
Q482994	P106	Q12737077	2	'album'@en	'occupation'@en	'occupation'@en
Q482994	P106	Q28640	2	'album'@en	'occupation'@en	'profession'@en
Q482994	P106	Q108300140	1	'album'@en	'occupation'@en	'occupation group according to ISCO'@en
Q482994	P106	Q4164871	1	'album'@en	'occupation'@en	'position'@en
Q482994	P110	Q5	1	'album'@en	'illustrator'@en	'human'@en
Q482994	P123	Q18127	3	'album'@en	'publisher'@en	'record label'@en
Q482994	P123	Q4830453	2	'album'@en	'publisher'@en	'business'@en
Q10590726	P123	Q4830453	1	'video album'@en	'publisher'@en	'business'@en
Q482994	P123	Q1589009	1	'album'@en	'publisher'@en	'privately held company'@en
Q482994	P123	Q219577	1	'album'@en	'publisher'@en	'holding company'@en
Q482994	P123	Q2442401	1	'album'@en	'publisher'@en	'record company'@en
Q482994	P123	Q41298	1	'album'@en	'publisher'@en	'magazine'@en
Q482994	P1269	Q7889	2	'album'@en	'facet of'@en	'video game'@en
Q482994	P1269	Q107655869	1	'album'@en	'facet of'@en	'group of awards'@en
Q482994	P1343	Q59825643	7	'album'@en	'described by source'@en	'online music database'@en
Q482994	P1343	Q35127	6	'album'@en	'described by source'@en	'website'@en
Q482994	P1343	Q847959	6	'album'@en	'described by source'@en	'social cataloging application'@en
Q482994	P1343	Q47461344	3	'album'@en	'described by source'@en	'written work'@en
Q482994	P1343	Q12139612	2	'album'@en	'described by source'@en	'list'@en
Q482994	P1343	Q171	2	'album'@en	'described by source'@en	'wiki'@en
Q482994	P1343	Q15633582	1	'album'@en	'described by source'@en	'MediaWiki website'@en
Q482994	P1343	Q163740	1	'album'@en	'described by source'@en	'nonprofit organization'@en
Q482994	P1343	Q615699	1	'album'@en	'described by source'@en	'Internet encyclopedia'@en
Q482994	P1343	Q7725634	1	'album'@en	'described by source'@en	'literary work'@en
Q482994	P135	Q3326717	3	'album'@en	'movement'@en	'literary movement'@en
Q482994	P135	Q12020884	2	'album'@en	'movement'@en	'music movement'@en
Q482994	P135	Q188451	2	'album'@en	'movement'@en	'music genre'@en
Q482994	P135	Q968159	2	'album'@en	'movement'@en	'art movement'@en
Q482994	P136	Q188451	54127	'album'@en	'genre'@en	'music genre'@en
Q482994	P136	Q589183	6030	'album'@en	'genre'@en	'radio format'@en
Q482994	P136	Q28820001	1611	'album'@en	'genre'@en	'music scene'@en
Q482994	P136	Q862597	1102	'album'@en	'genre'@en	'musical form'@en
Q482994	P136	Q11921029	439	'album'@en	'genre'@en	'musical style'@en
Q482994	P136	Q107565306	317	'album'@en	'genre'@en	'music by language'@en
Q482994	P136	Q108465955	224	'album'@en	'genre'@en	'fiction genre'@en
Q482994	P136	Q106537557	223	'album'@en	'genre'@en	'music by ethnic group'@en
Q482994	P136	Q107357104	162	'album'@en	'genre'@en	'type of dance'@en
Q482994	P136	Q75054287	157	'album'@en	'genre'@en	'music by country or region'@en
Q482994	P136	Q12020884	105	'album'@en	'genre'@en	'music movement'@en
Q482994	P136	Q223393	96	'album'@en	'genre'@en	'literary genre'@en
Q482994	P136	Q7777573	89	'album'@en	'genre'@en	'theatrical genre'@en
Q10590726	P136	Q188451	59	'video album'@en	'genre'@en	'music genre'@en
Q482994	P136	Q107356781	59	'album'@en	'genre'@en	'song type'@en
Q482994	P136	Q968159	59	'album'@en	'genre'@en	'art movement'@en
Q169930	P136	Q188451	57	'extended play'@en	'genre'@en	'music genre'@en
Q482994	P136	Q5151404	48	'album'@en	'genre'@en	'comedic genre'@en
Q482994	P136	Q105756498	47	'album'@en	'genre'@en	'type of musical ensemble/group'@en
Q482994	P136	Q59913930	46	'album'@en	'genre'@en	'recording industry term'@en
Q482994	P136	Q110013851	40	'album'@en	'genre'@en	'type of theatrical work'@en
Q482994	P136	Q201658	40	'album'@en	'genre'@en	'film genre'@en
Q482994	P136	Q107487333	38	'album'@en	'genre'@en	'type of musical work/composition'@en
Q482994	P136	Q20202269	34	'album'@en	'genre'@en	'musical term'@en
Q482994	P136	Q106834231	30	'album'@en	'genre'@en	'music by period of time'@en
Q482994	P136	Q60733114	30	'album'@en	'genre'@en	'music tradition'@en
Q134556	P136	Q188451	28	'single'@en	'genre'@en	'music genre'@en
Q482994	P136	Q3326717	27	'album'@en	'genre'@en	'literary movement'@en
Q482994	P136	Q1792379	21	'album'@en	'genre'@en	'art genre'@en
Q10590726	P136	Q589183	17	'video album'@en	'genre'@en	'radio format'@en
Q394970	P136	Q188451	17	'box set'@en	'genre'@en	'music genre'@en
Q482994	P136	Q6942574	16	'album'@en	'genre'@en	'music performance technique'@en
Q1997853	P136	Q188451	15	'hit'@en	'genre'@en	'music genre'@en
Q482994	P136	Q108040195	15	'album'@en	'genre'@en	'music release attribute'@en
Q482994	P136	Q3516862	13	'album'@en	'genre'@en	'vocal technique'@en
Q482994	P136	Q4263830	13	'album'@en	'genre'@en	'literary form'@en
Q11424	P136	Q188451	12	'film'@en	'genre'@en	'music genre'@en
Q11424	P136	Q201658	12	'film'@en	'genre'@en	'film genre'@en
Q482994	P136	Q109659781	12	'album'@en	'genre'@en	'music production technique'@en
Q169930	P136	Q589183	10	'extended play'@en	'genre'@en	'radio format'@en
Q482994	P136	Q2198855	10	'album'@en	'genre'@en	'cultural movement'@en
Q482994	P136	Q4830453	10	'album'@en	'genre'@en	'business'@en
Q482994	P136	Q483394	10	'album'@en	'genre'@en	'genre'@en
Q11424	P136	Q5151404	9	'film'@en	'genre'@en	'comedic genre'@en
Q11424	P136	Q7777573	9	'film'@en	'genre'@en	'theatrical genre'@en
Q1261214	P136	Q5151404	9	'television special'@en	'genre'@en	'comedic genre'@en
Q1261214	P136	Q7777573	9	'television special'@en	'genre'@en	'theatrical genre'@en
Q15116915	P136	Q5151404	9	'show'@en	'genre'@en	'comedic genre'@en
Q15116915	P136	Q7777573	9	'show'@en	'genre'@en	'theatrical genre'@en
Q482994	P136	Q56296601	9	'album'@en	'genre'@en	'underground movement'@en
Q482994	P136	Q1326471	8	'album'@en	'genre'@en	'chord progression'@en
Q368281	P136	Q188451	7	'split album'@en	'genre'@en	'music genre'@en
