domain	property	range	count	domain;label	property;label	range;label
Q134556	P123	Q2085381	3	'single'@en	'publisher'@en	'publisher'@en
Q134556	P123	Q4830453	2	'single'@en	'publisher'@en	'business'@en
Q134556	P123	Q18127	1	'single'@en	'publisher'@en	'record label'@en
Q1366112	P123	Q4830453	1	'drama television series'@en	'publisher'@en	'business'@en
Q207628	P123	Q4830453	1	'musical composition'@en	'publisher'@en	'business'@en
Q571	P123	Q2085381	1	'book'@en	'publisher'@en	'publisher'@en
Q7366	P123	Q4830453	1	'song'@en	'publisher'@en	'business'@en
Q7725634	P123	Q2085381	1	'literary work'@en	'publisher'@en	'publisher'@en
Q134556	P1327	Q5	2	'single'@en	'partner in business or sport'@en	'human'@en
Q134556	P1343	Q171	29	'single'@en	'described by source'@en	'wiki'@en
Q134556	P1343	Q15633582	1	'single'@en	'described by source'@en	'MediaWiki website'@en
Q134556	P1343	Q35127	1	'single'@en	'described by source'@en	'website'@en
Q134556	P1343	Q59825643	1	'single'@en	'described by source'@en	'online music database'@en
Q134556	P1343	Q615699	1	'single'@en	'described by source'@en	'Internet encyclopedia'@en
Q134556	P1344	Q110288240	6	'single'@en	'participant in'@en	'Eurovision Song Contest edition'@en
Q7366	P1344	Q110288240	3	'song'@en	'participant in'@en	'Eurovision Song Contest edition'@en
Q134556	P1344	Q110616917	1	'single'@en	'participant in'@en	'Melodifestivalen edition'@en
Q7366	P1344	Q110616917	1	'song'@en	'participant in'@en	'Melodifestivalen edition'@en
Q134556	P136	Q188451	19033	'single'@en	'genre'@en	'music genre'@en
Q134556	P136	Q589183	3933	'single'@en	'genre'@en	'radio format'@en
Q7366	P136	Q188451	1883	'song'@en	'genre'@en	'music genre'@en
Q134556	P136	Q28820001	302	'single'@en	'genre'@en	'music scene'@en
Q134556	P136	Q862597	244	'single'@en	'genre'@en	'musical form'@en
Q7366	P136	Q589183	205	'song'@en	'genre'@en	'radio format'@en
Q134556	P136	Q11921029	86	'single'@en	'genre'@en	'musical style'@en
Q134556	P136	Q107357104	44	'single'@en	'genre'@en	'type of dance'@en
Q105543609	P136	Q188451	41	'musical work/composition'@en	'genre'@en	'music genre'@en
Q7366	P136	Q862597	40	'song'@en	'genre'@en	'musical form'@en
Q134556	P136	Q107356781	38	'single'@en	'genre'@en	'song type'@en
