domain	property	range	count
Q33506	P1004	external-id	8
Q16560	P1004	external-id	2
Q1007870	P1004	external-id	1
Q1060829	P1004	external-id	1
Q1200957	P1004	external-id	1
Q1329623	P1004	external-id	1
Q163740	P1004	external-id	1
Q18674739	P1004	external-id	1
Q2065736	P1004	external-id	1
Q207694	P1004	external-id	1
Q23413	P1004	external-id	1
Q24354	P1004	external-id	1
Q481289	P1004	external-id	1
Q751876	P1004	external-id	1
Q33506	P1005	external-id	3
Q2065736	P10106	external-id	1
Q33506	P10106	external-id	1
Q41176	P10106	external-id	1
Q33506	P1015	external-id	12
Q2065736	P1015	external-id	1
Q26944892	P1015	external-id	1
Q41176	P1015	external-id	1
Q33506	P1017	external-id	2
Q33506	P10217	external-id	3
Q12292478	P10217	external-id	1
Q2065736	P10217	external-id	1
Q41176	P10217	external-id	1
Q879050	P10217	external-id	1
Q33506	P10283	external-id	4
Q3947	P10283	external-id	1
Q33506	P10323	external-id	1
Q166118	P10377	external-id	1
Q33506	P10377	external-id	1
Q166118	P10378	external-id	1
Q33506	P10378	external-id	1
Q33506	P10419	external-id	1
Q3329412	P10510	external-id	1
Q33506	P10510	external-id	1
Q33506	P1059	external-id	1
Q33506	P1101	quantity	5
Q207694	P1101	quantity	2
Q16560	P1101	quantity	1
Q6623303	P1101	quantity	1
Q866133	P1101	quantity	1
Q207694	P1139	quantity	1
Q33506	P1139	quantity	1
Q33506	P1174	quantity	32
Q163740	P1174	quantity	1
Q19979289	P1174	quantity	1
Q207694	P1174	quantity	1
Q2772772	P1174	quantity	1
Q3329412	P1174	quantity	1
Q3329663	P1174	quantity	1
Q7075	P1174	quantity	1
Q811979	P1174	quantity	1
Q842478	P1174	quantity	1
Q33506	P1207	external-id	12
Q15848826	P1207	external-id	1
Q33506	P1216	external-id	5
Q1343246	P1216	external-id	1
Q2087181	P1216	external-id	1
Q1081138	P1225	external-id	1
Q210272	P1225	external-id	1
Q33506	P1225	external-id	1
Q3947	P1225	external-id	1
Q41176	P1225	external-id	1
Q33506	P1273	external-id	5
Q15848826	P1273	external-id	1
Q33506	P1296	external-id	4
Q33506	P1297	external-id	10
Q163740	P1297	external-id	7
Q842478	P1297	external-id	1
Q33506	P1301	quantity	1
Q6623303	P1301	quantity	1
Q33506	P1315	external-id	3
Q166118	P1315	external-id	1
Q33506	P1320	external-id	3
Q1007870	P1320	external-id	1
Q1060829	P1320	external-id	1
Q24354	P1320	external-id	1
Q33506	P1329	string	50
Q684740	P1329	string	5
Q23413	P1329	string	3
Q207694	P1329	string	2
Q3950	P1329	string	2
Q41176	P1329	string	2
Q120560	P1329	string	1
Q12518	P1329	string	1
Q1595639	P1329	string	1
Q163687	P1329	string	1
Q16735822	P1329	string	1
Q16970	P1329	string	1
Q17431399	P1329	string	1
Q2385804	P1329	string	1
Q2772772	P1329	string	1
Q3329412	P1329	string	1
Q494311	P1329	string	1
Q59294700	P1329	string	1
Q751876	P1329	string	1
Q787934	P1329	string	1
Q811979	P1329	string	1
Q33506	P1368	external-id	5
Q207694	P1368	external-id	1
Q33506	P1371	external-id	1
Q33506	P1417	external-id	14
Q1200957	P1417	external-id	1
Q120560	P1417	external-id	1
Q163687	P1417	external-id	1
Q16560	P1417	external-id	1
Q16735822	P1417	external-id	1
Q16970	P1417	external-id	1
Q1802963	P1417	external-id	1
Q2065736	P1417	external-id	1
Q207694	P1417	external-id	1
Q23413	P1417	external-id	1
Q28564	P1417	external-id	1
Q481289	P1417	external-id	1
Q59294700	P1417	external-id	1
Q751876	P1417	external-id	1
Q811979	P1417	external-id	1
Q33506	P1430	external-id	1
Q33506	P1436	quantity	2
Q33506	P1448	monolingualtext	14
Q163740	P1448	monolingualtext	1
Q207694	P1448	monolingualtext	1
Q39518369	P1448	monolingualtext	1
Q811979	P1448	monolingualtext	1
Q866133	P1448	monolingualtext	1
Q33506	P1476	monolingualtext	5
Q2772772	P1476	monolingualtext	1
Q33506	P1481	external-id	1
Q33506	P1483	external-id	3
Q12292478	P1483	external-id	1
Q16560	P1483	external-id	1
Q1959314	P1483	external-id	1
Q486972	P1483	external-id	1
Q570116	P1483	external-id	1
Q33506	P154	commonsMedia	10
Q207694	P154	commonsMedia	2
Q1329623	P154	commonsMedia	1
Q17431399	P154	commonsMedia	1
Q3329663	P154	commonsMedia	1
Q7075	P154	commonsMedia	1
Q811979	P154	commonsMedia	1
Q842478	P154	commonsMedia	1
Q33506	P1566	external-id	87
Q23413	P1566	external-id	4
Q163740	P1566	external-id	3
Q41176	P1566	external-id	3
Q751876	P1566	external-id	3
Q12292478	P1566	external-id	2
Q16735822	P1566	external-id	2
Q1200957	P1566	external-id	1
Q120560	P1566	external-id	1
Q1329623	P1566	external-id	1
Q15848826	P1566	external-id	1
Q163687	P1566	external-id	1
Q16560	P1566	external-id	1
Q1959314	P1566	external-id	1
Q2065736	P1566	external-id	1
Q207694	P1566	external-id	1
Q3947	P1566	external-id	1
Q3950	P1566	external-id	1
Q481289	P1566	external-id	1
Q486972	P1566	external-id	1
Q4989906	P1566	external-id	1
Q5739135	P1566	external-id	1
Q588140	P1566	external-id	1
Q811979	P1566	external-id	1
Q839954	P1566	external-id	1
Q879050	P1566	external-id	1
Q959782	P1566	external-id	1
Q33506	P1580	external-id	1
Q33506	P1600	external-id	1
Q33506	P1602	external-id	19
Q207694	P1602	external-id	2
Q1802963	P1602	external-id	1
Q2087181	P1602	external-id	1
Q24699794	P1602	external-id	1
Q3329663	P1602	external-id	1
Q7075	P1602	external-id	1
Q7814110	P1602	external-id	1
Q811979	P1602	external-id	1
Q33506	P1612	string	53
Q207694	P1612	string	6
Q16560	P1612	string	2
Q2065736	P1612	string	2
Q41176	P1612	string	2
Q751876	P1612	string	2
Q1200957	P1612	string	1
Q120560	P1612	string	1
Q163687	P1612	string	1
Q16970	P1612	string	1
Q17431399	P1612	string	1
Q189594	P1612	string	1
Q23413	P1612	string	1
Q3329663	P1612	string	1
Q3950	P1612	string	1
Q481289	P1612	string	1
Q5739135	P1612	string	1
Q59294700	P1612	string	1
Q684740	P1612	string	1
Q7075	P1612	string	1
Q811979	P1612	string	1
Q33506	P1619	time	99
Q207694	P1619	time	5
Q684740	P1619	time	5
Q2065736	P1619	time	3
Q16560	P1619	time	2
Q17431399	P1619	time	2
Q3329412	P1619	time	2
Q41176	P1619	time	2
Q811979	P1619	time	2
Q1007870	P1619	time	1
Q1060829	P1619	time	1
Q1200957	P1619	time	1
Q120560	P1619	time	1
Q12104174	P1619	time	1
Q1225034	P1619	time	1
Q12518	P1619	time	1
Q143912	P1619	time	1
Q1497649	P1619	time	1
Q163687	P1619	time	1
Q163740	P1619	time	1
Q166118	P1619	time	1
Q18411786	P1619	time	1
Q189594	P1619	time	1
Q210272	P1619	time	1
Q23413	P1619	time	1
Q24354	P1619	time	1
Q2668072	P1619	time	1
Q26944892	P1619	time	1
Q2772772	P1619	time	1
Q481289	P1619	time	1
Q570116	P1619	time	1
Q751876	P1619	time	1
Q756102	P1619	time	1
Q866133	P1619	time	1
Q1200957	P1621	commonsMedia	1
Q16560	P1621	commonsMedia	1
Q2065736	P1621	commonsMedia	1
Q23413	P1621	commonsMedia	1
Q33506	P1621	commonsMedia	1
Q481289	P1621	commonsMedia	1
Q751876	P1621	commonsMedia	1
Q13015156	P1626	external-id	1
Q33506	P1626	external-id	1
Q120560	P1667	external-id	1
Q163687	P1667	external-id	1
Q33506	P1667	external-id	1
Q210272	P1700	external-id	3
Q33506	P1700	external-id	3
Q1107656	P1700	external-id	1
Q41176	P1700	external-id	1
Q33506	P1705	monolingualtext	25
Q23413	P1705	monolingualtext	5
Q751876	P1705	monolingualtext	4
Q16560	P1705	monolingualtext	2
Q684740	P1705	monolingualtext	2
Q1200957	P1705	monolingualtext	1
Q12518	P1705	monolingualtext	1
Q15848826	P1705	monolingualtext	1
Q17431399	P1705	monolingualtext	1
Q2065736	P1705	monolingualtext	1
Q2772772	P1705	monolingualtext	1
Q3329412	P1705	monolingualtext	1
Q3947	P1705	monolingualtext	1
Q3950	P1705	monolingualtext	1
Q481289	P1705	monolingualtext	1
Q486972	P1705	monolingualtext	1
Q4989906	P1705	monolingualtext	1
Q588140	P1705	monolingualtext	1
Q6623303	P1705	monolingualtext	1
Q811979	P1705	monolingualtext	1
Q33506	P1708	external-id	2
Q751876	P1708	external-id	1
Q33506	P1711	external-id	2
Q23413	P1764	external-id	1
Q33506	P1764	external-id	1
Q615810	P1764	external-id	1
Q28564	P1770	external-id	1
Q33506	P1770	external-id	1
Q33506	P18	commonsMedia	482
Q207694	P18	commonsMedia	18
Q23413	P18	commonsMedia	17
Q41176	P18	commonsMedia	14
Q3947	P18	commonsMedia	7
Q751876	P18	commonsMedia	6
Q163740	P18	commonsMedia	5
Q16560	P18	commonsMedia	5
Q3329412	P18	commonsMedia	5
Q210272	P18	commonsMedia	4
Q684740	P18	commonsMedia	4
Q1081138	P18	commonsMedia	3
Q1195705	P18	commonsMedia	3
Q16735822	P18	commonsMedia	3
Q2065736	P18	commonsMedia	3
Q3950	P18	commonsMedia	3
Q486972	P18	commonsMedia	3
Q109607	P18	commonsMedia	2
Q12292478	P18	commonsMedia	2
Q1244442	P18	commonsMedia	2
Q166118	P18	commonsMedia	2
Q17431399	P18	commonsMedia	2
Q2087181	P18	commonsMedia	2
Q2668072	P18	commonsMedia	2
Q2772772	P18	commonsMedia	2
Q3914	P18	commonsMedia	2
Q54934129	P18	commonsMedia	2
Q570116	P18	commonsMedia	2
Q588140	P18	commonsMedia	2
Q7075	P18	commonsMedia	2
Q756102	P18	commonsMedia	2
Q811979	P18	commonsMedia	2
Q866133	P18	commonsMedia	2
Q1007870	P18	commonsMedia	1
Q10416961	P18	commonsMedia	1
Q1060829	P18	commonsMedia	1
Q108325	P18	commonsMedia	1
Q1107656	P18	commonsMedia	1
Q11786880	P18	commonsMedia	1
Q11895075	P18	commonsMedia	1
Q1200957	P18	commonsMedia	1
Q120560	P18	commonsMedia	1
Q12104174	P18	commonsMedia	1
Q1225034	P18	commonsMedia	1
Q12518	P18	commonsMedia	1
Q1307560	P18	commonsMedia	1
Q1329623	P18	commonsMedia	1
Q1343246	P18	commonsMedia	1
Q143912	P18	commonsMedia	1
Q1497649	P18	commonsMedia	1
Q15848826	P18	commonsMedia	1
Q1595639	P18	commonsMedia	1
Q162875	P18	commonsMedia	1
Q163687	P18	commonsMedia	1
Q167346	P18	commonsMedia	1
Q16887380	P18	commonsMedia	1
Q16970	P18	commonsMedia	1
Q17105874	P18	commonsMedia	1
Q1802963	P18	commonsMedia	1
Q18411786	P18	commonsMedia	1
Q1863818	P18	commonsMedia	1
Q18674739	P18	commonsMedia	1
Q189594	P18	commonsMedia	1
Q194195	P18	commonsMedia	1
Q1959314	P18	commonsMedia	1
Q1970243	P18	commonsMedia	1
Q19979289	P18	commonsMedia	1
Q2312233	P18	commonsMedia	1
Q2385804	P18	commonsMedia	1
Q24354	P18	commonsMedia	1
Q24699794	P18	commonsMedia	1
Q26944892	P18	commonsMedia	1
Q272231	P18	commonsMedia	1
Q274153	P18	commonsMedia	1
Q28564	P18	commonsMedia	1
Q32815	P18	commonsMedia	1
Q3329663	P18	commonsMedia	1
Q3330083	P18	commonsMedia	1
Q39518369	P18	commonsMedia	1
Q43229	P18	commonsMedia	1
Q446013	P18	commonsMedia	1
Q481289	P18	commonsMedia	1
Q494311	P18	commonsMedia	1
Q4989906	P18	commonsMedia	1
Q53541099	P18	commonsMedia	1
Q543654	P18	commonsMedia	1
Q5739135	P18	commonsMedia	1
Q57821	P18	commonsMedia	1
Q59294700	P18	commonsMedia	1
Q615810	P18	commonsMedia	1
Q64732764	P18	commonsMedia	1
Q6623303	P18	commonsMedia	1
Q7814110	P18	commonsMedia	1
Q787934	P18	commonsMedia	1
Q839954	P18	commonsMedia	1
Q842478	P18	commonsMedia	1
Q879050	P18	commonsMedia	1
Q92026	P18	commonsMedia	1
Q959782	P18	commonsMedia	1
Q33506	P1813	monolingualtext	2
Q33506	P1822	external-id	1
Q33506	P1838	external-id	2
Q3947	P1838	external-id	1
Q43229	P1838	external-id	1
Q23413	P1842	external-id	2
Q33506	P1842	external-id	2
Q615810	P1842	external-id	1
Q33506	P1850	external-id	1
Q33506	P1936	external-id	2
Q64732764	P1936	external-id	1
Q839954	P1936	external-id	1
Q959782	P1936	external-id	1
Q33506	P1942	string	5
Q33506	P1947	external-id	1
Q751876	P1947	external-id	1
Q33506	P1949	external-id	2
Q3950	P1949	external-id	1
Q33506	P1968	external-id	3
Q3329412	P1968	external-id	1
Q3947	P1968	external-id	1
Q3950	P1968	external-id	1
Q33506	P2001	string	6
Q33506	P2002	external-id	51
Q163740	P2002	external-id	4
Q207694	P2002	external-id	3
Q2065736	P2002	external-id	2
Q41176	P2002	external-id	2
Q1007870	P2002	external-id	1
Q1060829	P2002	external-id	1
Q1200957	P2002	external-id	1
Q1225034	P2002	external-id	1
Q1329623	P2002	external-id	1
Q16560	P2002	external-id	1
Q16735822	P2002	external-id	1
Q17431399	P2002	external-id	1
Q189594	P2002	external-id	1
Q23413	P2002	external-id	1
Q24354	P2002	external-id	1
Q3329663	P2002	external-id	1
Q481289	P2002	external-id	1
Q54934129	P2002	external-id	1
Q588140	P2002	external-id	1
Q7075	P2002	external-id	1
Q751876	P2002	external-id	1
Q811979	P2002	external-id	1
Q842478	P2002	external-id	1
Q33506	P2003	external-id	31
Q163740	P2003	external-id	3
Q207694	P2003	external-id	3
Q41176	P2003	external-id	2
Q1329623	P2003	external-id	1
Q16735822	P2003	external-id	1
Q1785071	P2003	external-id	1
Q189594	P2003	external-id	1
Q2065736	P2003	external-id	1
Q3329663	P2003	external-id	1
Q54934129	P2003	external-id	1
Q588140	P2003	external-id	1
Q7075	P2003	external-id	1
Q811979	P2003	external-id	1
Q842478	P2003	external-id	1
Q33506	P2011	external-id	1
Q33506	P2013	external-id	41
Q163740	P2013	external-id	3
Q207694	P2013	external-id	3
