domain	property	range	count
Q33506	P101	Q11862829	3
Q33506	P101	Q1792379	2
Q33506	P101	Q56055944	2
Q1007870	P101	Q11862829	1
Q1007870	P101	Q1792379	1
Q1007870	P101	Q268592	1
Q1007870	P101	Q4671286	1
Q1007870	P101	Q56055944	1
Q1007870	P101	Q627436	1
Q1060829	P101	Q11862829	1
Q1060829	P101	Q1792379	1
Q1060829	P101	Q268592	1
Q1060829	P101	Q4671286	1
Q1060829	P101	Q56055944	1
Q1060829	P101	Q627436	1
Q166118	P101	Q11862829	1
Q166118	P101	Q56055944	1
Q166118	P101	Q8148	1
Q207694	P101	Q11862829	1
Q207694	P101	Q1792379	1
Q207694	P101	Q64222339	1
Q207694	P101	Q968159	1
Q24354	P101	Q11862829	1
Q24354	P101	Q1792379	1
Q24354	P101	Q268592	1
Q24354	P101	Q4671286	1
Q24354	P101	Q56055944	1
Q24354	P101	Q627436	1
Q26944892	P101	Q1620908	1
Q26944892	P101	Q26830017	1
Q33506	P101	Q1620908	1
Q33506	P101	Q26830017	1
Q33506	P101	Q268592	1
Q33506	P101	Q2698964	1
Q33506	P101	Q41710	1
Q33506	P101	Q4671286	1
Q33506	P101	Q5	1
Q33506	P101	Q627436	1
Q33506	P101	Q64222339	1
Q33506	P101	Q8148	1
Q33506	P101	Q854836	1
Q33506	P101	Q95074	1
Q33506	P101	Q968159	1
Q54934129	P101	Q2698964	1
Q33506	P1037	Q5	10
Q163740	P1037	Q11032	1
Q163740	P1037	Q1110794	1
Q2385804	P1037	Q5	1
Q3329663	P1037	Q5	1
Q33506	P1037	Q11032	1
Q33506	P1037	Q1110794	1
Q33506	P1037	Q15060255	1
Q33506	P1037	Q202435	1
Q33506	P1037	Q21457810	1
Q33506	P1037	Q3918	1
Q33506	P1037	Q45400320	1
Q33506	P1037	Q7309443	1
Q684740	P1037	Q5	1
Q7075	P1037	Q5	1
Q811979	P1037	Q5	1
Q33506	P112	Q5	19
Q16735822	P112	Q5	1
Q16970	P112	Q2061186	1
Q207694	P112	Q5	1
Q3329412	P112	Q5	1
Q3329663	P112	Q5	1
Q33506	P112	Q2061186	1
Q59294700	P112	Q2061186	1
Q7075	P112	Q5	1
Q1007870	P121	Q24354	1
Q1060829	P121	Q24354	1
Q24354	P121	Q24354	1
Q33506	P121	Q24354	1
Q33506	P127	Q5	8
Q23413	P127	Q5	3
Q33506	P127	Q1549591	3
Q33506	P127	Q163740	2
Q33506	P127	Q23002039	2
Q33506	P127	Q28653	2
Q33506	P127	Q2888028	2
Q33506	P127	Q3918	2
Q33506	P127	Q86442081	2
Q1081138	P127	Q54935504	1
Q1081138	P127	Q70208	1
Q1107656	P127	Q13217644	1
Q1107656	P127	Q1549591	1
Q1107656	P127	Q15647906	1
Q1195705	P127	Q13417114	1
Q1195705	P127	Q5	1
Q120560	P127	Q28653	1
Q120560	P127	Q2888028	1
Q15848826	P127	Q1062083	1
Q15848826	P127	Q5	1
Q163687	P127	Q28653	1
Q163687	P127	Q2888028	1
Q163740	P127	Q163740	1
Q163740	P127	Q5774403	1
Q16560	P127	Q261543	1
Q16970	P127	Q2061186	1
Q16970	P127	Q28653	1
Q16970	P127	Q2888028	1
Q19979289	P127	Q86442081	1
Q2087181	P127	Q1006283	1
Q2087181	P127	Q163740	1
Q2087181	P127	Q2668072	1
Q210272	P127	Q13217644	1
Q210272	P127	Q1549591	1
Q210272	P127	Q15647906	1
Q23413	P127	Q13417114	1
Q23413	P127	Q15273785	1
Q23413	P127	Q1549591	1
Q23413	P127	Q493522	1
Q23413	P127	Q54935504	1
Q23413	P127	Q70208	1
Q2668072	P127	Q5	1
Q3330083	P127	Q54935504	1
Q3330083	P127	Q70208	1
Q33506	P127	Q1006283	1
Q33506	P127	Q1062083	1
Q33506	P127	Q13217644	1
Q33506	P127	Q13417114	1
Q33506	P127	Q15273785	1
Q33506	P127	Q15647906	1
Q33506	P127	Q2061186	1
Q33506	P127	Q2177636	1
Q33506	P127	Q2264924	1
Q33506	P127	Q261543	1
Q33506	P127	Q2668072	1
Q33506	P127	Q327333	1
Q33506	P127	Q4167836	1
Q33506	P127	Q4830453	1
Q33506	P127	Q493522	1
Q33506	P127	Q515	1
Q33506	P127	Q5341295	1
Q33506	P127	Q54935504	1
Q33506	P127	Q5774403	1
Q33506	P127	Q62078547	1
Q33506	P127	Q6881511	1
Q33506	P127	Q70208	1
Q33506	P127	Q747074	1
Q33506	P127	Q778575	1
Q33506	P127	Q8436	1
Q33506	P127	Q875538	1
Q33506	P127	Q891723	1
Q3950	P127	Q1549591	1
Q3950	P127	Q2264924	1
Q3950	P127	Q515	1
Q3950	P127	Q747074	1
Q3950	P127	Q8436	1
Q41176	P127	Q2177636	1
Q486972	P127	Q8436	1
Q4989906	P127	Q5	1
Q54934129	P127	Q23002039	1
Q54934129	P127	Q3918	1
Q59294700	P127	Q2061186	1
Q59294700	P127	Q28653	1
Q59294700	P127	Q2888028	1
Q615810	P127	Q15273785	1
Q615810	P127	Q1549591	1
Q615810	P127	Q493522	1
Q615810	P127	Q5	1
Q6623303	P127	Q327333	1
Q751876	P127	Q5	1
Q866133	P127	Q5341295	1
Q866133	P127	Q62078547	1
Q92026	P127	Q5	1
Q33506	P131	Q1549591	133
Q33506	P131	Q35657	95
Q33506	P131	Q515	93
Q33506	P131	Q5119	61
Q33506	P131	Q1637706	60
Q33506	P131	Q1093829	30
Q33506	P131	Q2039348	22
Q33506	P131	Q42744322	21
Q33506	P131	Q10864048	18
Q33506	P131	Q3957	18
Q33506	P131	Q11828004	15
Q33506	P131	Q15060255	15
Q33506	P131	Q667509	15
Q33506	P131	Q486972	14
Q33506	P131	Q50330360	14
Q33506	P131	Q747074	13
Q33506	P131	Q62049	11
Q33506	P131	Q1187811	10
Q33506	P131	Q755707	10
Q33506	P131	Q2264924	9
Q33506	P131	Q33146843	9
Q207694	P131	Q515	8
Q23413	P131	Q667509	8
Q33506	P131	Q13539802	8
Q33506	P131	Q56061	8
Q33506	P131	Q7897276	8
Q33506	P131	Q1115575	7
Q33506	P131	Q200250	7
Q33506	P131	Q2177636	7
Q33506	P131	Q262166	7
Q33506	P131	Q475050	7
Q33506	P131	Q707813	7
