domain	property	range	count
Q1343246	P1004	external-id	8
Q2087181	P1004	external-id	5
Q1802963	P1004	external-id	1
Q879050	P1004	external-id	1
Q1343246	P10425	external-id	2
Q27686	P10425	external-id	1
Q64995589	P10425	external-id	1
Q1343246	P10487	external-id	4
Q27686	P10487	external-id	2
Q64995589	P10487	external-id	2
Q1343246	P10532	external-id	4
Q27686	P10532	external-id	2
Q64995589	P10532	external-id	2
Q1343246	P10533	external-id	4
Q27686	P10533	external-id	2
Q64995589	P10533	external-id	2
Q1343246	P1101	quantity	6
Q2087181	P1101	quantity	1
Q811979	P1101	quantity	1
Q879050	P1101	quantity	1
Q1343246	P1216	external-id	468
Q2087181	P1216	external-id	80
Q879050	P1216	external-id	28
Q64995589	P1216	external-id	24
Q23413	P1216	external-id	12
Q107724136	P1216	external-id	4
Q1244442	P1216	external-id	4
Q27686	P1216	external-id	4
Q811979	P1216	external-id	4
Q12292478	P1216	external-id	2
Q1802963	P1216	external-id	2
Q22698	P1216	external-id	2
Q2750108	P1216	external-id	2
Q92107	P1216	external-id	2
Q12518	P1216	external-id	1
Q13402009	P1216	external-id	1
Q1589077	P1216	external-id	1
Q160742	P1216	external-id	1
Q16151173	P1216	external-id	1
Q18674739	P1216	external-id	1
Q207694	P1216	external-id	1
Q212198	P1216	external-id	1
Q24354	P1216	external-id	1
Q264649	P1216	external-id	1
Q2772772	P1216	external-id	1
Q33506	P1216	external-id	1
Q350723	P1216	external-id	1
Q39364723	P1216	external-id	1
Q3947	P1216	external-id	1
Q41176	P1216	external-id	1
Q47530379	P1216	external-id	1
Q489357	P1216	external-id	1
Q5302681	P1216	external-id	1
Q5783996	P1216	external-id	1
Q64578911	P1216	external-id	1
Q839954	P1216	external-id	1
Q91312	P1216	external-id	1
Q12518	P1301	quantity	1
Q1343246	P1301	quantity	1
Q879050	P1301	quantity	1
Q1343246	P1329	string	1
Q207694	P1329	string	1
Q1343246	P1417	external-id	5
Q2087181	P1417	external-id	4
Q160742	P1417	external-id	1
Q92107	P1417	external-id	1
Q1343246	P1448	monolingualtext	1
Q1343246	P1459	external-id	1
Q1343246	P1566	external-id	58
Q2087181	P1566	external-id	20
Q23413	P1566	external-id	10
Q64995589	P1566	external-id	4
Q92107	P1566	external-id	2
Q22698	P1566	external-id	1
Q2772772	P1566	external-id	1
Q350723	P1566	external-id	1
Q47530379	P1566	external-id	1
Q5783996	P1566	external-id	1
Q811979	P1566	external-id	1
Q839954	P1566	external-id	1
Q879050	P1566	external-id	1
Q91312	P1566	external-id	1
Q1343246	P1602	external-id	29
Q2087181	P1602	external-id	25
Q12292478	P1602	external-id	1
Q160742	P1602	external-id	1
Q22698	P1602	external-id	1
Q2750108	P1602	external-id	1
Q350723	P1602	external-id	1
Q879050	P1602	external-id	1
Q1343246	P1612	string	7
Q2087181	P1612	string	6
Q160742	P1612	string	1
Q22698	P1612	string	1
Q1343246	P1619	time	4
Q64995589	P1619	time	2
Q2087181	P1619	time	1
Q1343246	P1667	external-id	7
Q2087181	P1667	external-id	5
Q839954	P1667	external-id	1
Q879050	P1667	external-id	1
Q1343246	P1705	monolingualtext	6
Q2087181	P1705	monolingualtext	4
Q23413	P1705	monolingualtext	1
Q92107	P1705	monolingualtext	1
Q1343246	P18	commonsMedia	451
Q2087181	P18	commonsMedia	81
Q64995589	P18	commonsMedia	26
Q879050	P18	commonsMedia	23
Q23413	P18	commonsMedia	14
Q107724136	P18	commonsMedia	4
Q27686	P18	commonsMedia	4
Q1244442	P18	commonsMedia	3
Q811979	P18	commonsMedia	3
Q12292478	P18	commonsMedia	2
Q1802963	P18	commonsMedia	2
Q22698	P18	commonsMedia	2
Q2750108	P18	commonsMedia	2
Q92107	P18	commonsMedia	2
Q12518	P18	commonsMedia	1
Q13402009	P18	commonsMedia	1
Q1589077	P18	commonsMedia	1
Q160742	P18	commonsMedia	1
Q16151173	P18	commonsMedia	1
Q18674739	P18	commonsMedia	1
Q207694	P18	commonsMedia	1
Q212198	P18	commonsMedia	1
Q24354	P18	commonsMedia	1
Q264649	P18	commonsMedia	1
Q2772772	P18	commonsMedia	1
Q33506	P18	commonsMedia	1
Q350723	P18	commonsMedia	1
Q39364723	P18	commonsMedia	1
Q3947	P18	commonsMedia	1
Q47530379	P18	commonsMedia	1
Q5302681	P18	commonsMedia	1
Q5783996	P18	commonsMedia	1
Q64578911	P18	commonsMedia	1
Q839954	P18	commonsMedia	1
Q91312	P18	commonsMedia	1
Q1343246	P2002	external-id	3
Q2087181	P2002	external-id	3
Q839954	P2002	external-id	1
Q1343246	P2003	external-id	2
Q18674739	P2003	external-id	1
Q2087181	P2003	external-id	1
Q1343246	P2013	external-id	3
Q2087181	P2013	external-id	2
Q107724136	P2013	external-id	1
Q839954	P2013	external-id	1
Q1343246	P2044	quantity	1
Q1343246	P2046	quantity	1
Q2087181	P2046	quantity	1
Q22698	P2046	quantity	1
Q1343246	P213	external-id	2
Q22698	P213	external-id	1
Q30785519	P213	external-id	1
Q1343246	P214	external-id	28
Q2087181	P214	external-id	15
Q23413	P214	external-id	2
Q12292478	P214	external-id	1
Q16151173	P214	external-id	1
Q2750108	P214	external-id	1
Q350723	P214	external-id	1
Q64995589	P214	external-id	1
Q811979	P214	external-id	1
Q92107	P214	external-id	1
Q1343246	P227	external-id	1
Q1343246	P2284	quantity	1
Q23413	P2284	quantity	1
Q1343246	P2397	external-id	1
Q2087181	P2397	external-id	1
Q839954	P2397	external-id	1
Q1343246	P242	commonsMedia	2
Q64995589	P242	commonsMedia	1
Q1343246	P244	external-id	13
Q2087181	P244	external-id	7
Q16151173	P244	external-id	1
Q879050	P244	external-id	1
Q1343246	P245	external-id	1
Q2087181	P245	external-id	1
Q1343246	P2468	external-id	4
Q2087181	P2468	external-id	1
Q22698	P2468	external-id	1
Q879050	P2468	external-id	1
Q1343246	P2581	external-id	22
Q879050	P2581	external-id	3
Q2087181	P2581	external-id	1
Q1343246	P2622	external-id	1
Q64995589	P2622	external-id	1
Q1343246	P281	string	1
Q2087181	P281	string	1
Q1343246	P2966	external-id	1
Q879050	P2966	external-id	1
Q1343246	P3057	external-id	1
Q879050	P3057	external-id	1
Q1343246	P3134	external-id	2
Q2087181	P3134	external-id	1
Q23413	P3134	external-id	1
Q1343246	P3311	commonsMedia	4
Q2087181	P3311	commonsMedia	2
Q23413	P3311	commonsMedia	1
Q839954	P3311	commonsMedia	1
Q1343246	P3417	external-id	8
Q2087181	P3417	external-id	5
Q64995589	P3417	external-id	2
Q23413	P3417	external-id	1
Q92107	P3417	external-id	1
Q1343246	P3481	external-id	110
Q2087181	P3481	external-id	33
Q64995589	P3481	external-id	5
Q23413	P3481	external-id	4
Q12292478	P3481	external-id	2
Q879050	P3481	external-id	2
Q107724136	P3481	external-id	1
Q1244442	P3481	external-id	1
Q160742	P3481	external-id	1
Q16151173	P3481	external-id	1
Q1802963	P3481	external-id	1
Q22698	P3481	external-id	1
Q2750108	P3481	external-id	1
Q27686	P3481	external-id	1
Q350723	P3481	external-id	1
Q811979	P3481	external-id	1
Q839954	P3481	external-id	1
Q91312	P3481	external-id	1
Q92107	P3481	external-id	1
Q1343246	P3500	external-id	1
Q22698	P3500	external-id	1
Q30785519	P3500	external-id	1
Q1343246	P3616	external-id	12
Q2087181	P3616	external-id	2
Q27686	P3616	external-id	1
Q64995589	P3616	external-id	1
Q1343246	P3642	external-id	18
Q2087181	P3642	external-id	15
Q107724136	P3642	external-id	1
Q160742	P3642	external-id	1
Q23413	P3642	external-id	1
Q879050	P3642	external-id	1
Q1343246	P373	string	293
Q2087181	P373	string	77
Q64995589	P373	string	18
Q23413	P373	string	12
Q879050	P373	string	8
Q22698	P373	string	3
Q27686	P373	string	3
Q12292478	P373	string	2
Q1244442	P373	string	2
Q1802963	P373	string	2
Q2750108	P373	string	2
Q92107	P373	string	2
Q107724136	P373	string	1
Q12518	P373	string	1
Q13402009	P373	string	1
Q160742	P373	string	1
Q16151173	P373	string	1
Q18674739	P373	string	1
Q207694	P373	string	1
Q264649	P373	string	1
Q30785519	P373	string	1
Q33506	P373	string	1
Q350723	P373	string	1
Q3947	P373	string	1
Q47530379	P373	string	1
Q64578911	P373	string	1
Q811979	P373	string	1
Q839954	P373	string	1
Q91312	P373	string	1
Q1343246	P3749	external-id	1
Q1343246	P402	external-id	4
Q23413	P402	external-id	1
Q1343246	P4079	external-id	2
Q2087181	P4079	external-id	1
Q24354	P4079	external-id	1
Q64995589	P4079	external-id	1
Q1343246	P4117	external-id	4
Q23413	P4117	external-id	1
Q1343246	P4141	external-id	12
Q23413	P4141	external-id	11
Q2087181	P4141	external-id	3
Q91312	P4141	external-id	1
Q92107	P4141	external-id	1
Q1343246	P4146	external-id	13
Q2087181	P4146	external-id	12
Q33506	P4146	external-id	1
Q350723	P4146	external-id	1
Q811979	P4146	external-id	1
Q1343246	P4173	external-id	1
Q1343246	P4291	commonsMedia	1
Q2087181	P4291	commonsMedia	1
Q1343246	P4672	external-id	15
Q2087181	P4672	external-id	5
Q879050	P4672	external-id	1
Q1343246	P4839	external-id	5
Q2087181	P4839	external-id	3
Q64995589	P4839	external-id	1
Q92107	P4839	external-id	1
Q1343246	P5383	external-id	4
Q2087181	P5383	external-id	2
Q1343246	P5432	external-id	2
Q2087181	P5432	external-id	2
Q23413	P5432	external-id	1
Q1343246	P571	time	73
Q2087181	P571	time	14
Q23413	P571	time	6
Q64995589	P571	time	6
Q879050	P571	time	3
Q2750108	P571	time	2
Q92107	P571	time	2
Q12292478	P571	time	1
Q1244442	P571	time	1
Q12518	P571	time	1
Q13402009	P571	time	1
Q160742	P571	time	1
Q1802963	P571	time	1
Q18674739	P571	time	1
Q207694	P571	time	1
Q22698	P571	time	1
Q264649	P571	time	1
Q27686	P571	time	1
Q2772772	P571	time	1
Q350723	P571	time	1
Q39364723	P571	time	1
Q3947	P571	time	1
Q5302681	P571	time	1
Q5783996	P571	time	1
Q811979	P571	time	1
Q1343246	P576	time	4
Q160742	P576	time	1
Q2087181	P576	time	1
Q23413	P576	time	1
Q1343246	P5775	commonsMedia	2
Q2087181	P5775	commonsMedia	2
Q12518	P580	time	1
Q1343246	P580	time	1
Q879050	P580	time	1
Q1343246	P5818	external-id	1
Q2087181	P5818	external-id	1
Q1343246	P613	string	461
Q2087181	P613	string	78
Q879050	P613	string	28
Q64995589	P613	string	24
Q23413	P613	string	10
Q107724136	P613	string	4
Q1244442	P613	string	4
Q27686	P613	string	4
Q811979	P613	string	4
Q1802963	P613	string	2
Q2750108	P613	string	2
Q92107	P613	string	2
Q12292478	P613	string	1
Q12518	P613	string	1
Q13402009	P613	string	1
Q1589077	P613	string	1
Q160742	P613	string	1
Q16151173	P613	string	1
Q18674739	P613	string	1
Q207694	P613	string	1
Q212198	P613	string	1
Q22698	P613	string	1
Q24354	P613	string	1
Q2772772	P613	string	1
Q33506	P613	string	1
Q350723	P613	string	1
Q39364723	P613	string	1
Q3947	P613	string	1
Q41176	P613	string	1
