domain	property	range	count	domain;label	property;label	range;label
Q207694	P856	url	329.0	'art museum'@en	'official website'@en	
Q1007870	P856	url	20.0	'art gallery'@en	'official website'@en	
Q33506	P856	url	16.0	'museum'@en	'official website'@en	
Q1759852	P856	url	6.0	'sculpture garden'@en	'official website'@en	
Q1497649	P856	url	5.0	'memory institution'@en	'official website'@en	
Q163740	P856	url	5.0	'nonprofit organization'@en	'official website'@en	
Q24699794	P856	url	4.0	'museum building'@en	'official website'@en	
Q10624527	P856	url	3.0	'biographical museum'@en	'official website'@en	
Q1329623	P856	url	2.0	'cultural center'@en	'official website'@en	
Q1595639	P856	url	2.0	'local museum'@en	'official website'@en	
Q16735822	P856	url	2.0	'history museum'@en	'official website'@en	
Q17431399	P856	url	2.0	'national museum'@en	'official website'@en	
Q1802963	P856	url	2.0	'mansion'@en	'official website'@en	
Q2087181	P856	url	2.0	'historic house museum'@en	'official website'@en	
Q2190251	P856	url	2.0	'arts centre'@en	'official website'@en	
Q26944969	P856	url	2.0	'photography museum'@en	'official website'@en	
Q4989906	P856	url	2.0	'monument'@en	'official website'@en	
Q54934129	P856	url	2.0	'African-American museum'@en	'official website'@en	
Q570116	P856	url	2.0	'tourist attraction'@en	'official website'@en	
Q708676	P856	url	2.0	'charitable organization'@en	'official website'@en	
Q1043939	P856	url	1.0	'Carnegie library'@en	'official website'@en	
Q108325	P856	url	1.0	'chapel'@en	'official website'@en	
Q108860593	P856	url	1.0	'museum of modern art'@en	'official website'@en	
Q11341528	P856	url	1.0	'comics museum'@en	'official website'@en	
Q1202402	P856	url	1.0	'townhouse'@en	'official website'@en	
Q1343246	P856	url	1.0	'English country house'@en	'official website'@en	
Q1497375	P856	url	1.0	'architectural ensemble'@en	'official website'@en	
Q1541532	P856	url	1.0	'Hall of Fame (Graffiti)'@en	'official website'@en	
Q16020664	P856	url	1.0	'canadian artist-run centre'@en	'official website'@en	
Q160742	P856	url	1.0	'abbey'@en	'official website'@en	
Q162875	P856	url	1.0	'mausoleum'@en	'official website'@en	
Q16970	P856	url	1.0	'church building'@en	'official website'@en	
Q1797122	P856	url	1.0	'artist\'s house'@en	'official website'@en	
Q18325436	P856	url	1.0	'501(c)(3) organization'@en	'official website'@en	
Q1865249	P856	url	1.0	'literary museum'@en	'official website'@en	
Q2085381	P856	url	1.0	'publisher'@en	'official website'@en	
Q22698	P856	url	1.0	'park'@en	'official website'@en	
Q2310465	P856	url	1.0	'toy museum'@en	'official website'@en	
Q23413	P856	url	1.0	'castle'@en	'official website'@en	
Q24354	P856	url	1.0	'theatre'@en	'official website'@en	
Q2668072	P856	url	1.0	'collection'@en	'official website'@en	
Q26944892	P856	url	1.0	'ethnological museum'@en	'official website'@en	
Q26945165	P856	url	1.0	'architectural museum'@en	'official website'@en	
Q27030941	P856	url	1.0	'special archive'@en	'official website'@en	
Q35989030	P856	url	1.0	'Passport to Your National Parks cancellation location'@en	'official website'@en	
Q383092	P856	url	1.0	'Art school'@en	'official website'@en	
Q3947	P856	url	1.0	'house'@en	'official website'@en	
Q41176	P856	url	1.0	'building'@en	'official website'@en	
Q41253	P856	url	1.0	'movie theater'@en	'official website'@en	
Q4409567	P856	url	1.0	'prefectural museum'@en	'official website'@en	
Q44613	P856	url	1.0	'monastery'@en	'official website'@en	
Q5739135	P856	url	1.0	'heritage centre'@en	'official website'@en	
Q61781831	P856	url	1.0	'curatorial department'@en	'official website'@en	
Q618123	P856	url	1.0	'geographical feature'@en	'official website'@en	
Q684740	P856	url	1.0	'real property'@en	'official website'@en	
Q7328910	P856	url	1.0	'art collection'@en	'official website'@en	
Q751876	P856	url	1.0	'château'@en	'official website'@en	
Q811979	P856	url	1.0	'architectural structure'@en	'official website'@en	
Q856234	P856	url	1.0	'academic library'@en	'official website'@en	
Q866133	P856	url	1.0	'university museum'@en	'official website'@en	
Q936821	P856	url	1.0	'travelling exhibition'@en	'official website'@en	
Q207694	P7859	external-id	296.0	'art museum'@en	'WorldCat Identities ID'@en	
Q33506	P7859	external-id	16.0	'museum'@en	'WorldCat Identities ID'@en	
Q1007870	P7859	external-id	13.0	'art gallery'@en	'WorldCat Identities ID'@en	
Q17431399	P7859	external-id	5.0	'national museum'@en	'WorldCat Identities ID'@en	
Q24699794	P7859	external-id	5.0	'museum building'@en	'WorldCat Identities ID'@en	
Q1497649	P7859	external-id	4.0	'memory institution'@en	'WorldCat Identities ID'@en	
Q163740	P7859	external-id	4.0	'nonprofit organization'@en	'WorldCat Identities ID'@en	
Q10624527	P7859	external-id	3.0	'biographical museum'@en	'WorldCat Identities ID'@en	
Q160742	P7859	external-id	3.0	'abbey'@en	'WorldCat Identities ID'@en	
Q1759852	P7859	external-id	3.0	'sculpture garden'@en	'WorldCat Identities ID'@en	
Q26944969	P7859	external-id	2.0	'photography museum'@en	'WorldCat Identities ID'@en	
Q4989906	P7859	external-id	2.0	'monument'@en	'WorldCat Identities ID'@en	
Q708676	P7859	external-id	2.0	'charitable organization'@en	'WorldCat Identities ID'@en	
Q1043939	P7859	external-id	1.0	'Carnegie library'@en	'WorldCat Identities ID'@en	
Q108325	P7859	external-id	1.0	'chapel'@en	'WorldCat Identities ID'@en	
Q108860593	P7859	external-id	1.0	'museum of modern art'@en	'WorldCat Identities ID'@en	
Q11341528	P7859	external-id	1.0	'comics museum'@en	'WorldCat Identities ID'@en	
Q1202402	P7859	external-id	1.0	'townhouse'@en	'WorldCat Identities ID'@en	
Q1329623	P7859	external-id	1.0	'cultural center'@en	'WorldCat Identities ID'@en	
Q1497375	P7859	external-id	1.0	'architectural ensemble'@en	'WorldCat Identities ID'@en	
Q1541532	P7859	external-id	1.0	'Hall of Fame (Graffiti)'@en	'WorldCat Identities ID'@en	
