domain	property	range	count
Q23413	P10	commonsMedia	3
Q19860854	P10	commonsMedia	1
Q23413	P1004	external-id	7
Q1007870	P1004	external-id	1
Q1200957	P1004	external-id	1
Q16560	P1004	external-id	1
Q17715832	P1004	external-id	1
Q2065736	P1004	external-id	1
Q207694	P1004	external-id	1
Q33506	P1004	external-id	1
Q481289	P1004	external-id	1
Q751876	P1004	external-id	1
Q8719053	P1004	external-id	1
Q23413	P1017	external-id	1
Q23413	P10425	external-id	2
Q27686	P10425	external-id	1
Q64995589	P10425	external-id	1
Q23413	P10487	external-id	2
Q27686	P10487	external-id	1
Q64995589	P10487	external-id	1
Q23413	P10532	external-id	1
Q64995589	P10532	external-id	1
Q23413	P10533	external-id	1
Q64995589	P10533	external-id	1
Q23413	P1101	quantity	1
Q23413	P1133	external-id	1
Q23413	P1174	quantity	3
Q19860854	P1174	quantity	1
Q16735822	P1207	external-id	1
Q23413	P1207	external-id	1
Q23413	P1216	external-id	161
Q2087181	P1216	external-id	18
Q1343246	P1216	external-id	12
Q839954	P1216	external-id	7
Q180174	P1216	external-id	6
Q92062	P1216	external-id	6
Q109607	P1216	external-id	5
Q2772772	P1216	external-id	4
Q5267014	P1216	external-id	4
Q879050	P1216	external-id	3
Q1595639	P1216	external-id	2
Q17715832	P1216	external-id	2
Q64995589	P1216	external-id	2
Q13402009	P1216	external-id	1
Q16884952	P1216	external-id	1
Q32164125	P1216	external-id	1
Q3898745	P1216	external-id	1
Q3947	P1216	external-id	1
Q570116	P1216	external-id	1
Q57831	P1216	external-id	1
Q91312	P1216	external-id	1
Q23413	P1249	time	27
Q839954	P1249	time	2
Q109607	P1249	time	1
Q17715832	P1249	time	1
Q180174	P1249	time	1
Q23413	P1260	external-id	5
Q10416961	P1260	external-id	1
Q109607	P1260	external-id	1
Q1497375	P1260	external-id	1
Q3354019	P1260	external-id	1
Q3395377	P1260	external-id	1
Q570116	P1260	external-id	1
Q96211395	P1260	external-id	1
Q1015644	P1262	external-id	1
Q23413	P1262	external-id	1
Q839954	P1262	external-id	1
Q23413	P1276	external-id	1
Q23413	P1296	external-id	7
Q4989906	P1296	external-id	2
Q16970	P1296	external-id	1
Q19850578	P1296	external-id	1
Q24699794	P1296	external-id	1
Q570116	P1296	external-id	1
Q907116	P1296	external-id	1
Q96211395	P1296	external-id	1
Q23413	P1329	string	4
Q33506	P1329	string	3
Q751876	P1329	string	1
Q23413	P1368	external-id	4
Q879050	P1368	external-id	1
Q23413	P1369	external-id	2
Q2065736	P1369	external-id	1
Q23413	P1417	external-id	15
Q839954	P1417	external-id	2
Q1134237	P1417	external-id	1
Q1200957	P1417	external-id	1
Q16560	P1417	external-id	1
Q16735822	P1417	external-id	1
Q2065736	P1417	external-id	1
Q2087181	P1417	external-id	1
Q33506	P1417	external-id	1
Q481289	P1417	external-id	1
Q570116	P1417	external-id	1
Q751876	P1417	external-id	1
Q23413	P1430	external-id	6
Q1007870	P1430	external-id	1
Q207694	P1430	external-id	1
Q8719053	P1430	external-id	1
Q23413	P1448	monolingualtext	10
Q17715832	P1448	monolingualtext	4
Q751876	P1448	monolingualtext	2
Q23413	P1459	external-id	26
Q839954	P1459	external-id	8
Q32164125	P1459	external-id	2
Q28045079	P1459	external-id	1
Q7335033	P1459	external-id	1
Q23413	P1481	external-id	1
Q23413	P1566	external-id	369
Q839954	P1566	external-id	21
Q2087181	P1566	external-id	19
Q1343246	P1566	external-id	10
Q92062	P1566	external-id	7
Q109607	P1566	external-id	5
Q32164125	P1566	external-id	4
Q33506	P1566	external-id	4
Q5267014	P1566	external-id	4
Q19860854	P1566	external-id	3
Q2772772	P1566	external-id	3
Q751876	P1566	external-id	3
Q879050	P1566	external-id	3
Q17715832	P1566	external-id	2
Q1923257	P1566	external-id	2
Q27686	P1566	external-id	2
Q4989906	P1566	external-id	2
Q570116	P1566	external-id	2
Q744099	P1566	external-id	2
Q1007870	P1566	external-id	1
Q1200957	P1566	external-id	1
Q1423423	P1566	external-id	1
Q1497375	P1566	external-id	1
Q1595639	P1566	external-id	1
Q16560	P1566	external-id	1
Q16884952	P1566	external-id	1
Q180174	P1566	external-id	1
Q19850578	P1566	external-id	1
Q2065736	P1566	external-id	1
Q207694	P1566	external-id	1
Q23442	P1566	external-id	1
Q24699794	P1566	external-id	1
Q28045079	P1566	external-id	1
Q3329412	P1566	external-id	1
Q3354019	P1566	external-id	1
Q358	P1566	external-id	1
Q3898745	P1566	external-id	1
Q3947	P1566	external-id	1
Q481289	P1566	external-id	1
Q57831	P1566	external-id	1
Q62832	P1566	external-id	1
Q64995589	P1566	external-id	1
Q7335033	P1566	external-id	1
Q81917	P1566	external-id	1
Q8719053	P1566	external-id	1
Q907116	P1566	external-id	1
Q91312	P1566	external-id	1
Q92026	P1566	external-id	1
Q96211395	P1566	external-id	1
Q23413	P1584	external-id	2
Q23413	P1586	external-id	8
Q4989906	P1586	external-id	2
Q16970	P1586	external-id	1
Q19850578	P1586	external-id	1
Q24699794	P1586	external-id	1
Q358	P1586	external-id	1
Q907116	P1586	external-id	1
Q23413	P1587	external-id	7
Q23413	P1600	external-id	8
Q4989906	P1600	external-id	2
Q16970	P1600	external-id	1
Q19850578	P1600	external-id	1
Q24699794	P1600	external-id	1
Q358	P1600	external-id	1
Q907116	P1600	external-id	1
Q23413	P1602	external-id	13
Q2087181	P1602	external-id	5
Q16884952	P1602	external-id	1
Q5267014	P1602	external-id	1
Q23413	P1612	string	12
Q1128397	P1612	string	1
Q1200957	P1612	string	1
Q16560	P1612	string	1
Q16735822	P1612	string	1
Q19850578	P1612	string	1
Q2065736	P1612	string	1
Q2087181	P1612	string	1
Q24699794	P1612	string	1
Q33506	P1612	string	1
Q481289	P1612	string	1
Q4989906	P1612	string	1
Q751876	P1612	string	1
Q907116	P1612	string	1
Q23413	P1619	time	4
Q2065736	P1619	time	2
Q1200957	P1619	time	1
Q16560	P1619	time	1
Q33506	P1619	time	1
Q481289	P1619	time	1
Q751876	P1619	time	1
Q1200957	P1621	commonsMedia	1
Q16560	P1621	commonsMedia	1
Q2065736	P1621	commonsMedia	1
Q23413	P1621	commonsMedia	1
Q33506	P1621	commonsMedia	1
Q481289	P1621	commonsMedia	1
Q751876	P1621	commonsMedia	1
Q23413	P1667	external-id	4
Q839954	P1667	external-id	1
Q16735822	P1695	external-id	1
Q23413	P1695	external-id	1
Q210272	P1700	external-id	5
Q23413	P1700	external-id	5
Q210272	P1702	external-id	5
Q23413	P1702	external-id	5
Q23413	P1705	monolingualtext	54
Q33506	P1705	monolingualtext	5
Q4989906	P1705	monolingualtext	5
Q2087181	P1705	monolingualtext	4
Q751876	P1705	monolingualtext	4
Q109607	P1705	monolingualtext	2
Q16560	P1705	monolingualtext	2
Q19860854	P1705	monolingualtext	2
Q2065736	P1705	monolingualtext	2
Q1200957	P1705	monolingualtext	1
Q1343246	P1705	monolingualtext	1
Q1595639	P1705	monolingualtext	1
Q27686	P1705	monolingualtext	1
Q41176	P1705	monolingualtext	1
Q44613	P1705	monolingualtext	1
Q481289	P1705	monolingualtext	1
Q486972	P1705	monolingualtext	1
Q570116	P1705	monolingualtext	1
Q839954	P1705	monolingualtext	1
Q879050	P1705	monolingualtext	1
Q23413	P1708	external-id	1
Q23413	P1711	external-id	1
Q23413	P1764	external-id	3
Q33506	P1764	external-id	1
Q615810	P1764	external-id	1
Q751876	P1764	external-id	1
Q23413	P1769	external-id	1
Q23413	P1770	external-id	1
Q23413	P18	commonsMedia	896
