domain	property	range	count
Q41176	P1004	external-id	5
Q1378975	P1004	external-id	1
Q2065736	P1004	external-id	1
Q264542	P1004	external-id	1
Q7627808	P1004	external-id	1
Q2065736	P10106	external-id	2
Q41176	P10106	external-id	2
Q33506	P10106	external-id	1
Q7627808	P10106	external-id	1
Q41176	P1014	external-id	1
Q2065736	P1015	external-id	1
Q33506	P1015	external-id	1
Q41176	P1015	external-id	1
Q2065736	P10217	external-id	2
Q41176	P10217	external-id	2
Q33506	P10217	external-id	1
Q7627808	P10217	external-id	1
Q27686	P10425	external-id	1
Q41176	P10425	external-id	1
Q27686	P10487	external-id	3
Q41176	P10487	external-id	3
Q27686	P10532	external-id	2
Q41176	P10532	external-id	2
Q27686	P10533	external-id	3
Q41176	P10533	external-id	3
Q41176	P1101	quantity	141
Q11303	P1101	quantity	4
Q27686	P1101	quantity	3
Q358	P1101	quantity	2
Q1129142	P1101	quantity	1
Q19844914	P1101	quantity	1
Q76321820	P1101	quantity	1
Q811979	P1101	quantity	1
Q41176	P1139	quantity	6
Q41176	P1216	external-id	46
Q27686	P1216	external-id	2
Q1244442	P1216	external-id	1
Q1343246	P1216	external-id	1
Q2087181	P1216	external-id	1
Q38048707	P1216	external-id	1
Q47012103	P1216	external-id	1
Q4824242	P1216	external-id	1
Q41176	P1225	external-id	2
Q1081138	P1225	external-id	1
Q210272	P1225	external-id	1
Q33506	P1225	external-id	1
Q3947	P1225	external-id	1
Q1497375	P1260	external-id	6
Q41176	P1260	external-id	6
Q10416961	P1260	external-id	1
Q41176	P1278	external-id	1
Q41176	P1282	string	1
Q41176	P1296	external-id	2
Q41176	P1301	quantity	31
Q41176	P1305	external-id	81
Q11303	P1305	external-id	2
Q19844914	P1305	external-id	1
Q41176	P1329	string	3
Q33506	P1329	string	2
Q4828724	P1329	string	1
Q41176	P1417	external-id	6
Q16560	P1417	external-id	1
Q811165	P1417	external-id	1
Q811979	P1417	external-id	1
Q41176	P1448	monolingualtext	2
Q41176	P1459	external-id	8
Q41176	P1483	external-id	5
Q16560	P1483	external-id	1
Q41176	P1566	external-id	33
Q33506	P1566	external-id	3
Q124714	P1566	external-id	1
Q1378975	P1566	external-id	1
Q143912	P1566	external-id	1
Q19844914	P1566	external-id	1
Q264542	P1566	external-id	1
Q27686	P1566	external-id	1
Q455403	P1566	external-id	1
Q6110453	P1566	external-id	1
Q41176	P1586	external-id	2
Q4989906	P1586	external-id	1
Q41176	P1587	external-id	1
Q41176	P1600	external-id	3
Q143912	P1600	external-id	1
Q4989906	P1600	external-id	1
Q41176	P1612	string	4
Q33506	P1612	string	2
Q2065736	P1612	string	1
Q2680291	P1612	string	1
Q4989906	P1612	string	1
Q41176	P1619	time	67
Q27686	P1619	time	3
Q33506	P1619	time	2
Q108860593	P1619	time	1
Q1129142	P1619	time	1
Q11303	P1619	time	1
Q1497375	P1619	time	1
Q174782	P1619	time	1
Q19844914	P1619	time	1
Q2065736	P1619	time	1
Q38048707	P1619	time	1
Q455403	P1619	time	1
Q4824242	P1619	time	1
Q4989906	P1619	time	1
Q7062022	P1619	time	1
Q76321820	P1619	time	1
Q41176	P1661	quantity	1
Q4989906	P1661	quantity	1
Q41176	P1667	external-id	2
Q41176	P1699	external-id	11
Q11303	P1699	external-id	1
Q847017	P1699	external-id	1
Q210272	P1700	external-id	1
Q33506	P1700	external-id	1
Q41176	P1700	external-id	1
