domain	property	range	count
Q5	P10	commonsMedia	28
Q5	P10006	external-id	4
Q5	P10012	external-id	7
Q5	P10013	external-id	2
Q5	P10018	external-id	185
Q159979	P10018	external-id	1
Q5	P10020	external-id	1
Q5	P10021	external-id	20
Q5	P10023	external-id	10
Q5	P10028	external-id	11
Q5	P1003	external-id	45
Q205178	P1003	external-id	1
Q2985549	P1003	external-id	1
Q5	P10031	external-id	50
Q20643955	P10031	external-id	1
Q5	P10032	commonsMedia	10
Q5	P10033	external-id	316
Q5	P10034	external-id	1
Q5	P10043	external-id	6
Q5	P1005	external-id	1939
Q1062083	P1005	external-id	1
Q205178	P1005	external-id	1
Q20643955	P1005	external-id	1
Q2985549	P1005	external-id	1
Q5	P10052	external-id	63
Q5	P10059	external-id	3
Q5	P1006	external-id	13094
Q1062083	P1006	external-id	3
Q159979	P1006	external-id	3
Q20643955	P1006	external-id	3
Q205178	P1006	external-id	2
Q2985549	P1006	external-id	2
Q10519151	P1006	external-id	1
Q14756018	P1006	external-id	1
Q18563354	P1006	external-id	1
Q215627	P1006	external-id	1
Q5376203	P1006	external-id	1
Q5	P10060	external-id	1
Q5	P10069	external-id	601
Q205178	P10069	external-id	1
Q5	P1007	external-id	2
Q5	P10085	external-id	109
Q10519151	P10085	external-id	1
Q5	P10092	external-id	2
Q5	P10097	external-id	46
Q5	P10106	external-id	1
Q5	P10116	external-id	78
Q5	P10118	external-id	2
Q2985549	P10118	external-id	1
Q5	P10126	external-id	1
Q5	P10131	external-id	1
Q15571255	P1014	external-id	1
Q41710	P1014	external-id	1
Q5	P1014	external-id	1
Q5	P10141	external-id	212
Q1062083	P10141	external-id	1
Q205178	P10141	external-id	1
Q2985549	P10141	external-id	1
Q5	P10143	external-id	2
Q5	P10149	external-id	2
Q5	P1015	external-id	7142
Q159979	P1015	external-id	3
Q1062083	P1015	external-id	2
Q10519151	P1015	external-id	1
Q18563354	P1015	external-id	1
Q205178	P1015	external-id	1
Q20643955	P1015	external-id	1
Q2985549	P1015	external-id	1
Q5	P10152	external-id	1
Q5	P10155	external-id	57
Q5	P10160	external-id	3
Q5	P10163	external-id	35
Q5	P10165	external-id	2
Q5	P10166	external-id	70
Q5	P1017	external-id	851
Q20643955	P1017	external-id	2
Q1062083	P1017	external-id	1
Q15773347	P1017	external-id	1
Q178885	P1017	external-id	1
Q18563354	P1017	external-id	1
Q18563360	P1017	external-id	1
Q205178	P1017	external-id	1
Q21070568	P1017	external-id	1
Q2985549	P1017	external-id	1
Q4271324	P1017	external-id	1
Q51625	P1017	external-id	1
Q825	P1017	external-id	1
Q5	P10180	external-id	38
Q5	P10184	external-id	1
Q5	P10187	external-id	1
Q5	P10189	external-id	19
Q5	P1019	url	3
Q5	P10194	external-id	29
Q5	P10200	external-id	1
Q5	P10202	external-id	1
Q5	P10215	external-id	3
Q5	P10227	external-id	143
Q20643955	P10227	external-id	1
Q5	P10230	external-id	2
Q5	P10231	external-id	7
Q5	P10234	external-id	24
Q5	P10242	external-id	1298
Q20643955	P10242	external-id	6
Q1062083	P10242	external-id	2
Q205178	P10242	external-id	2
Q15773347	P10242	external-id	1
Q159979	P10242	external-id	1
Q178885	P10242	external-id	1
Q18563360	P10242	external-id	1
Q21070568	P10242	external-id	1
Q2985549	P10242	external-id	1
Q4271324	P10242	external-id	1
Q51625	P10242	external-id	1
Q825	P10242	external-id	1
Q5	P10249	external-id	13
Q5	P1025	external-id	2
Q5	P10252	external-id	10
Q5	P10265	external-id	2
Q5	P10266	external-id	408
Q159979	P10266	external-id	1
Q5	P10268	external-id	27
Q5	P10274	external-id	30
Q5	P10275	external-id	4
Q5	P10283	external-id	11
Q15773347	P10283	external-id	1
Q178885	P10283	external-id	1
Q18563354	P10283	external-id	1
Q18563360	P10283	external-id	1
Q20643955	P10283	external-id	1
Q21070568	P10283	external-id	1
Q4271324	P10283	external-id	1
Q51625	P10283	external-id	1
Q825	P10283	external-id	1
Q5	P10288	external-id	23
Q5	P10291	external-id	2
Q5	P10297	external-id	235
Q20643955	P10297	external-id	2
Q1062083	P10297	external-id	1
Q15773347	P10297	external-id	1
Q159979	P10297	external-id	1
Q178885	P10297	external-id	1
Q18563360	P10297	external-id	1
Q205178	P10297	external-id	1
Q21070568	P10297	external-id	1
Q2985549	P10297	external-id	1
Q4271324	P10297	external-id	1
Q51625	P10297	external-id	1
Q825	P10297	external-id	1
Q5	P10298	external-id	104
Q5	P10299	external-id	2
Q5	P10307	external-id	8
Q5	P10314	external-id	17
Q5	P10337	external-id	1
Q5	P10344	external-id	1
Q5	P10347	external-id	2
Q5	P10351	external-id	2
Q5	P1036	external-id	7
Q15773347	P1036	external-id	1
Q178885	P1036	external-id	1
Q18563360	P1036	external-id	1
Q20643955	P1036	external-id	1
Q21070568	P1036	external-id	1
Q4271324	P1036	external-id	1
Q51625	P1036	external-id	1
Q825	P1036	external-id	1
Q5	P10372	external-id	30
Q1062083	P10372	external-id	1
Q5	P10375	external-id	1
Q5	P10385	external-id	1
Q5	P10387	external-id	15
Q5	P10391	external-id	7
Q5	P10395	external-id	2
Q5	P10399	external-id	8
Q20643955	P10399	external-id	1
