domain	property	range	count
Q27686	P10290	Q110772636	63
Q27686	P10290	Q618779	63
Q11303	P10290	Q110772636	7
Q11303	P10290	Q618779	7
Q41176	P10290	Q110772636	3
Q41176	P10290	Q618779	3
Q133215	P10290	Q110772636	2
Q133215	P10290	Q618779	2
Q1343246	P10290	Q110772636	2
Q1343246	P10290	Q618779	2
Q811979	P10290	Q110772636	2
Q811979	P10290	Q618779	2
Q11298947	P10290	Q110772636	1
Q11298947	P10290	Q618779	1
Q1341387	P10290	Q110772636	1
Q1341387	P10290	Q618779	1
Q1378975	P10290	Q110772636	1
Q1378975	P10290	Q618779	1
Q18142	P10290	Q110772636	1
Q18142	P10290	Q618779	1
Q23413	P10290	Q110772636	1
Q23413	P10290	Q618779	1
Q2880255	P10290	Q110772636	1
Q2880255	P10290	Q618779	1
Q618123	P10290	Q110772636	1
Q618123	P10290	Q618779	1
Q27686	P126	Q1006283	1
Q27686	P126	Q163740	1
Q27686	P126	Q2668072	1
Q27686	P127	Q4830453	22
Q27686	P127	Q6881511	10
Q27686	P127	Q891723	10
Q27686	P127	Q1631129	9
Q27686	P127	Q5	8
Q27686	P127	Q27686	4
Q27686	P127	Q658255	3
Q11303	P127	Q1631129	2
Q11303	P127	Q4830453	2
Q11303	P127	Q6881511	2
Q11303	P127	Q891723	2
Q133215	P127	Q4830453	2
Q133215	P127	Q6881511	2
Q1343246	P127	Q5	2
Q11298947	P127	Q85907346	1
Q11298947	P127	Q891723	1
Q11303	P127	Q27686	1
Q11303	P127	Q3117865	1
Q133215	P127	Q5	1
Q133215	P127	Q891723	1
Q18142	P127	Q4830453	1
Q18142	P127	Q6881511	1
Q23413	P127	Q355567	1
Q27686	P127	Q131734	1
Q27686	P127	Q1589009	1
Q27686	P127	Q29643579	1
Q27686	P127	Q3117865	1
Q27686	P127	Q355567	1
Q27686	P127	Q730038	1
Q27686	P127	Q85907346	1
Q41176	P127	Q4830453	1
Q618123	P127	Q1631129	1
Q618123	P127	Q891723	1
Q811979	P127	Q1631129	1
Q811979	P127	Q891723	1
Q8719053	P127	Q4830453	1
Q8719053	P127	Q6881511	1
Q27686	P1299	Q125191	1
Q27686	P131	Q35657	160
Q27686	P131	Q1549591	56
Q27686	P131	Q1093829	46
Q27686	P131	Q515	26
Q27686	P131	Q1637706	24
Q27686	P131	Q62049	23
Q27686	P131	Q5119	22
Q27686	P131	Q1115575	16
Q27686	P131	Q408804	13
Q27686	P131	Q21518270	11
Q27686	P131	Q3957	10
Q11303	P131	Q1549591	9
Q27686	P131	Q21503295	9
Q27686	P131	Q7897276	9
Q27686	P131	Q51929311	8
Q27686	P131	Q15060255	7
Q27686	P131	Q200250	7
Q27686	P131	Q486972	7
Q11303	P131	Q1093829	6
Q11303	P131	Q35657	6
Q27686	P131	Q211690	6
Q27686	P131	Q532	6
Q27686	P131	Q10864048	5
Q27686	P131	Q13218391	5
Q27686	P131	Q21457810	5
Q27686	P131	Q3301053	5
Q27686	P131	Q7930989	5
Q11303	P131	Q1637706	4
Q1343246	P131	Q1115575	4
Q27686	P131	Q1066984	4
Q27686	P131	Q23058	4
Q27686	P131	Q42744322	4
Q27686	P131	Q484170	4
Q27686	P131	Q50330360	4
Q11303	P131	Q3301053	3
Q11303	P131	Q515	3
Q27686	P131	Q1002812	3
Q27686	P131	Q1006876	3
Q27686	P131	Q1136601	3
Q27686	P131	Q1200957	3
Q27686	P131	Q15127012	3
Q27686	P131	Q183342	3
Q27686	P131	Q202435	3
Q27686	P131	Q208511	3
Q27686	P131	Q2177636	3
Q27686	P131	Q2264924	3
Q27686	P131	Q3624078	3
Q27686	P131	Q43263	3
Q27686	P131	Q4442912	3
Q27686	P131	Q475050	3
Q27686	P131	Q498162	3
Q27686	P131	Q5124673	3
Q27686	P131	Q6256	3
Q27686	P131	Q902814	3
Q27686	P131	Q9035798	3
Q11303	P131	Q13218391	2
Q11303	P131	Q51929311	2
Q11303	P131	Q62049	2
Q133215	P131	Q35657	2
Q1343246	P131	Q532	2
Q23413	P131	Q486972	2
Q27686	P131	Q1065118	2
Q27686	P131	Q1187811	2
Q27686	P131	Q123705	2
Q27686	P131	Q1266818	2
Q27686	P131	Q137773	2
Q27686	P131	Q15063611	2
Q27686	P131	Q15284	2
Q27686	P131	Q174844	2
Q27686	P131	Q188509	2
Q27686	P131	Q2039348	2
Q27686	P131	Q2630741	2
Q27686	P131	Q70208	2
Q27686	P131	Q7270	2
Q27686	P131	Q7309443	2
Q27686	P131	Q747074	2
Q27686	P131	Q76514543	2
Q27686	P131	Q777120	2
Q27686	P131	Q866196	2
Q3947	P131	Q21503295	2
Q811979	P131	Q1549591	2
Q1021645	P131	Q1549591	1
Q1021645	P131	Q1637706	1
Q1021645	P131	Q1872284	1
Q1021645	P131	Q5119	1
Q1021645	P131	Q515	1
Q1021645	P131	Q51929311	1
Q11298947	P131	Q5327369	1
Q11303	P131	Q1200957	1
Q11303	P131	Q123705	1
Q11303	P131	Q15063611	1
Q11303	P131	Q1872284	1
Q11303	P131	Q2074737	1
Q11303	P131	Q208511	1
Q11303	P131	Q21518270	1
Q11303	P131	Q2264924	1
Q11303	P131	Q3559093	1
Q11303	P131	Q408804	1
Q11303	P131	Q5119	1
Q11303	P131	Q738570	1
Q11303	P131	Q902814	1
Q1244442	P131	Q1115575	1
Q1244442	P131	Q532	1
Q133215	P131	Q1093829	1
Q133215	P131	Q1549591	1
Q133215	P131	Q2974552	1
Q133215	P131	Q62049	1
Q13402009	P131	Q1115575	1
Q13402009	P131	Q532	1
Q1341387	P131	Q2974552	1
Q1378975	P131	Q35657	1
Q1498804	P131	Q1093829	1
Q15243209	P131	Q35657	1
Q1570262	P131	Q1093829	1
Q1570262	P131	Q1549591	1
Q1570262	P131	Q21518270	1
Q1570262	P131	Q62049	1
Q1570262	P131	Q76514543	1
Q16560	P131	Q1549591	1
Q16560	P131	Q18918041	1
Q18142	P131	Q1093829	1
Q18142	P131	Q15063611	1
Q18142	P131	Q1549591	1
Q18142	P131	Q1637706	1
Q18142	P131	Q208511	1
Q18142	P131	Q2264924	1
Q18142	P131	Q35657	1
Q18142	P131	Q408804	1
Q18142	P131	Q515	1
Q18142	P131	Q51929311	1
Q2065736	P131	Q79007	1
Q23413	P131	Q15060255	1
Q23413	P131	Q179872	1
Q23413	P131	Q202435	1
Q23413	P131	Q21457810	1
Q23413	P131	Q7309443	1
Q256020	P131	Q2154459	1
Q27686	P131	Q104527265	1
Q27686	P131	Q1048835	1
Q27686	P131	Q1066538	1
Q27686	P131	Q1074523	1
Q27686	P131	Q1180262	1
Q27686	P131	Q11812346	1
Q27686	P131	Q11828004	1
Q27686	P131	Q1205140	1
Q27686	P131	Q1208802	1
Q27686	P131	Q12131624	1
Q27686	P131	Q1221156	1
Q27686	P131	Q1250464	1
Q27686	P131	Q127448	1
Q27686	P131	Q133442	1
Q27686	P131	Q134626	1
Q27686	P131	Q1375749	1
Q27686	P131	Q1402592	1
Q27686	P131	Q1426035	1
Q27686	P131	Q14762300	1
Q27686	P131	Q14770218	1
Q27686	P131	Q14784328	1
Q27686	P131	Q1520223	1
Q27686	P131	Q15253706	1
Q27686	P131	Q15273785	1
Q27686	P131	Q15411644	1
Q27686	P131	Q15974307	1
Q27686	P131	Q161243	1
Q27686	P131	Q16124843	1
Q27686	P131	Q162620	1
Q27686	P131	Q1631888	1
Q27686	P131	Q17457753	1
Q27686	P131	Q179164	1
Q27686	P131	Q179872	1
Q27686	P131	Q185145	1
Q27686	P131	Q1872284	1
Q27686	P131	Q18918041	1
Q27686	P131	Q1901835	1
Q27686	P131	Q19658107	1
Q27686	P131	Q20202352	1
Q27686	P131	Q20683492	1
Q27686	P131	Q2074737	1
Q27686	P131	Q2138167	1
Q27686	P131	Q2154459	1
Q27686	P131	Q21583365	1
Q27686	P131	Q223832	1
Q27686	P131	Q22865	1
Q27686	P131	Q22923920	1
Q27686	P131	Q257391	1
Q27686	P131	Q261023	1
Q27686	P131	Q263639	1
Q27686	P131	Q27554677	1
Q27686	P131	Q2755753	1
Q27686	P131	Q27587207	1
Q27686	P131	Q28464789	1
Q27686	P131	Q2864207	1
Q27686	P131	Q2911266	1
Q27686	P131	Q2974552	1
Q27686	P131	Q3154693	1
Q27686	P131	Q317548	1
Q27686	P131	Q3191695	1
Q27686	P131	Q3199141	1
Q27686	P131	Q3556889	1
Q27686	P131	Q3559093	1
Q27686	P131	Q39594	1
Q27686	P131	Q4057732	1
Q27686	P131	Q41614	1
Q27686	P131	Q42211429	1
Q27686	P131	Q4389092	1
Q27686	P131	Q493522	1
Q27686	P131	Q499073	1
Q27686	P131	Q512187	1
Q27686	P131	Q51576574	1
Q27686	P131	Q5255892	1
Q27686	P131	Q5327369	1
Q27686	P131	Q54935504	1
Q27686	P131	Q56061	1
Q27686	P131	Q5852411	1
Q27686	P131	Q619610	1
Q27686	P131	Q640364	1
Q27686	P131	Q6465	1
Q27686	P131	Q67123843	1
Q27686	P131	Q702842	1
Q27686	P131	Q707813	1
Q27686	P131	Q738570	1
Q27686	P131	Q751708	1
Q27686	P131	Q79007	1
Q27686	P131	Q821435	1
Q27686	P131	Q851110	1
Q27686	P131	Q85631896	1
Q27686	P131	Q85635630	1
Q27686	P131	Q986065	1
Q3947	P131	Q1002812	1
Q3947	P131	Q1006876	1
Q3947	P131	Q1115575	1
Q3947	P131	Q1136601	1
Q3947	P131	Q532	1
Q3947	P131	Q7897276	1
Q41176	P131	Q1115575	1
Q41176	P131	Q127448	1
Q41176	P131	Q1426035	1
Q41176	P131	Q211690	1
Q41176	P131	Q21503295	1
Q41176	P131	Q515	1
Q41176	P131	Q532	1
Q41176	P131	Q7897276	1
Q4830453	P131	Q1066984	1
Q4830453	P131	Q1637706	1
Q4830453	P131	Q200250	1
Q4830453	P131	Q515	1
Q5003624	P131	Q1093829	1
Q54934129	P131	Q1093829	1
Q54934129	P131	Q1549591	1
Q618123	P131	Q1549591	1
Q618123	P131	Q1637706	1
Q618123	P131	Q515	1
Q63099748	P131	Q1093829	1
Q63099748	P131	Q1375749	1
Q63099748	P131	Q15273785	1
Q63099748	P131	Q1549591	1
Q63099748	P131	Q208511	1
Q63099748	P131	Q35657	1
Q63099748	P131	Q493522	1
Q63099748	P131	Q5119	1
Q63099748	P131	Q515	1
Q811979	P131	Q14770218	1
Q811979	P131	Q14784328	1
Q811979	P131	Q15253706	1
Q811979	P131	Q1637706	1
Q811979	P131	Q174844	1
Q811979	P131	Q183342	1
Q811979	P131	Q23058	1
Q811979	P131	Q2755753	1
Q811979	P131	Q2864207	1
Q811979	P131	Q42744322	1
Q811979	P131	Q43263	1
Q811979	P131	Q4442912	1
Q811979	P131	Q50330360	1
Q811979	P131	Q5119	1
Q811979	P131	Q51929311	1
Q811979	P131	Q54935504	1
Q811979	P131	Q70208	1
Q811979	P131	Q7930989	1
Q811979	P131	Q85635630	1
Q8719053	P131	Q35657	1
Q879050	P131	Q2630741	1
Q23413	P1343	Q47114558	1
Q23413	P1343	Q5146094	1
Q27686	P1343	Q47114558	1
Q27686	P1343	Q5146094	1
Q27686	P137	Q1631129	15
Q27686	P137	Q4830453	11
Q27686	P137	Q891723	9
Q11303	P137	Q1631129	3
Q11303	P137	Q891723	3
Q27686	P137	Q6881511	3
Q27686	P137	Q5225895	2
Q27686	P137	Q19776628	1
Q27686	P137	Q27686	1
Q27686	P137	Q3117865	1
Q27686	P137	Q3841820	1
Q27686	P137	Q43229	1
Q27686	P137	Q5	1
Q4830453	P137	Q1631129	1
Q4830453	P137	Q43229	1
Q618123	P137	Q1631129	1
Q618123	P137	Q891723	1
Q27686	P138	Q1093829	1
Q27686	P138	Q1549591	1
Q27686	P138	Q3957	1
Q27686	P138	Q486972	1
Q27686	P138	Q5	1
Q27686	P138	Q902814	1
Q11298947	P1398	Q1079855	1
Q11298947	P1398	Q11486287	1
Q11298947	P1398	Q9769742	1
Q27686	P1398	Q1079855	1
Q27686	P1398	Q11486287	1
Q27686	P1398	Q9769742	1
Q27686	P1435	Q30634609	170
Q1343246	P1435	Q30634609	4
Q3947	P1435	Q30634609	3
Q41176	P1435	Q30634609	2
Q63099748	P1435	Q30634609	2
Q11303	P1435	Q30634609	1
Q1244442	P1435	Q30634609	1
Q13402009	P1435	Q30634609	1
Q1498804	P1435	Q30634609	1
Q15243209	P1435	Q30634609	1
Q18142	P1435	Q30634609	1
Q256020	P1435	Q30634609	1
Q27686	P1435	Q5162954	1
Q5003624	P1435	Q30634609	1
Q54934129	P1435	Q30634609	1
Q879050	P1435	Q30634609	1
Q11298947	P1454	Q57655236	1
Q27686	P1454	Q12047392	1
Q27686	P1454	Q14946528	1
Q27686	P1454	Q57655236	1
Q811979	P1454	Q12047392	1
Q811979	P1454	Q14946528	1
Q27686	P149	Q32880	51
Q27686	P149	Q968159	7
Q27686	P149	Q1792644	6
Q11298947	P149	Q32880	1
Q11303	P149	Q1792644	1
Q11303	P149	Q32880	1
Q11303	P149	Q968159	1
Q133215	P149	Q1792644	1
Q133215	P149	Q968159	1
Q15243209	P149	Q32880	1
Q18142	P149	Q32880	1
Q2065736	P149	Q32880	1
Q23413	P149	Q32880	1
Q27686	P149	Q12271	1
Q27686	P149	Q12720942	1
Q27686	P149	Q1292119	1
Q27686	P149	Q217175	1
Q41176	P149	Q1792644	1
Q41176	P149	Q968159	1
Q63099748	P149	Q32880	1
Q8719053	P149	Q1792644	1
Q8719053	P149	Q968159	1
Q27686	P159	Q515	2
Q27686	P159	Q1066984	1
Q27686	P159	Q1180262	1
Q27686	P159	Q1187811	1
Q27686	P159	Q134626	1
Q27686	P159	Q13539802	1
Q27686	P159	Q1549591	1
Q27686	P159	Q1637706	1
Q27686	P159	Q1852859	1
Q27686	P159	Q200250	1
Q27686	P159	Q42744322	1
Q27686	P159	Q50337	1
Q27686	P159	Q85631896	1
Q27686	P17	Q6256	426
Q27686	P17	Q3624078	421
Q27686	P17	Q1520223	282
Q27686	P17	Q512187	277
Q27686	P17	Q5255892	273
Q27686	P17	Q99541706	266
Q27686	P17	Q1489259	264
Q27686	P17	Q112099	75
Q27686	P17	Q20181813	63
Q27686	P17	Q202686	63
Q27686	P17	Q1250464	61
Q27686	P17	Q7270	33
Q27686	P17	Q43702	19
Q11303	P17	Q3624078	16
Q11303	P17	Q6256	16
Q27686	P17	Q223832	16
Q27686	P17	Q51576574	16
Q27686	P17	Q123480	15
Q27686	P17	Q4209223	15
Q27686	P17	Q619610	15
Q11303	P17	Q1489259	14
Q11303	P17	Q1520223	14
Q11303	P17	Q512187	14
Q11303	P17	Q5255892	14
Q11303	P17	Q99541706	14
Q27686	P17	Q63791824	13
Q27686	P17	Q859563	13
Q27686	P17	Q179164	12
Q27686	P17	Q849866	9
Q27686	P17	Q185145	8
Q27686	P17	Q465613	8
Q27686	P17	Q842112	8
Q27686	P17	Q41614	7
Q27686	P17	Q118365	6
Q27686	P17	Q1323642	6
Q27686	P17	Q15634554	6
Q27686	P17	Q170156	5
Q133215	P17	Q1489259	4
Q133215	P17	Q1520223	4
Q133215	P17	Q3624078	4
Q133215	P17	Q512187	4
Q133215	P17	Q5255892	4
Q133215	P17	Q6256	4
Q133215	P17	Q99541706	4
Q1343246	P17	Q112099	4
Q1343246	P17	Q1250464	4
Q1343246	P17	Q20181813	4
Q1343246	P17	Q202686	4
Q1343246	P17	Q3624078	4
Q1343246	P17	Q6256	4
Q23413	P17	Q112099	4
Q23413	P17	Q3624078	4
Q23413	P17	Q6256	4
Q27686	P17	Q7275	4
Q41176	P17	Q3624078	4
Q41176	P17	Q6256	4
Q811979	P17	Q3624078	4
Q811979	P17	Q6256	4
Q27686	P17	Q1351282	3
Q27686	P17	Q63438000	3
Q27686	P17	Q66724388	3
Q3947	P17	Q112099	3
Q3947	P17	Q1250464	3
Q3947	P17	Q20181813	3
Q3947	P17	Q202686	3
Q3947	P17	Q3624078	3
Q3947	P17	Q6256	3
Q41176	P17	Q202686	3
Q63099748	P17	Q3624078	3
Q63099748	P17	Q6256	3
Q811979	P17	Q43702	3
Q1570262	P17	Q1489259	2
Q1570262	P17	Q1520223	2
Q1570262	P17	Q3624078	2
Q1570262	P17	Q512187	2
Q1570262	P17	Q5255892	2
Q1570262	P17	Q6256	2
Q1570262	P17	Q99541706	2
Q18142	P17	Q1489259	2
Q18142	P17	Q1520223	2
Q18142	P17	Q3624078	2
Q18142	P17	Q512187	2
Q18142	P17	Q5255892	2
Q18142	P17	Q6256	2
Q18142	P17	Q99541706	2
Q27686	P17	Q13107770	2
Q27686	P17	Q1335818	2
Q27686	P17	Q15304003	2
Q27686	P17	Q3024240	2
Q27686	P17	Q49892	2
Q27686	P17	Q82794	2
Q41176	P17	Q112099	2
Q41176	P17	Q1250464	2
Q41176	P17	Q20181813	2
Q63099748	P17	Q1489259	2
Q63099748	P17	Q1520223	2
Q63099748	P17	Q512187	2
Q63099748	P17	Q5255892	2
Q63099748	P17	Q99541706	2
Q811979	P17	Q4209223	2
Q811979	P17	Q619610	2
Q811979	P17	Q63791824	2
Q1021645	P17	Q3624078	1
Q1021645	P17	Q6256	1
Q1021645	P17	Q7270	1
Q11298947	P17	Q112099	1
Q11298947	P17	Q3624078	1
Q11298947	P17	Q6256	1
Q11303	P17	Q1250464	1
Q11303	P17	Q51576574	1
Q11303	P17	Q7270	1
Q1244442	P17	Q112099	1
Q1244442	P17	Q1250464	1
Q1244442	P17	Q20181813	1
Q1244442	P17	Q202686	1
Q1244442	P17	Q3624078	1
Q1244442	P17	Q6256	1
Q13402009	P17	Q112099	1
Q13402009	P17	Q1250464	1
Q13402009	P17	Q20181813	1
Q13402009	P17	Q202686	1
Q13402009	P17	Q3624078	1
Q13402009	P17	Q6256	1
Q1341387	P17	Q1489259	1
Q1341387	P17	Q1520223	1
Q1341387	P17	Q3624078	1
Q1341387	P17	Q512187	1
Q1341387	P17	Q5255892	1
Q1341387	P17	Q6256	1
Q1341387	P17	Q99541706	1
Q1378975	P17	Q1489259	1
Q1378975	P17	Q1520223	1
Q1378975	P17	Q3624078	1
Q1378975	P17	Q512187	1
Q1378975	P17	Q5255892	1
Q1378975	P17	Q6256	1
Q1378975	P17	Q99541706	1
Q1498804	P17	Q1489259	1
Q1498804	P17	Q1520223	1
Q1498804	P17	Q3624078	1
Q1498804	P17	Q512187	1
Q1498804	P17	Q5255892	1
Q1498804	P17	Q6256	1
Q1498804	P17	Q99541706	1
Q15243209	P17	Q1489259	1
Q15243209	P17	Q1520223	1
Q15243209	P17	Q3624078	1
Q15243209	P17	Q512187	1
Q15243209	P17	Q5255892	1
Q15243209	P17	Q6256	1
Q15243209	P17	Q99541706	1
Q16560	P17	Q1520223	1
Q16560	P17	Q223832	1
Q16560	P17	Q3624078	1
Q16560	P17	Q512187	1
Q16560	P17	Q5255892	1
Q16560	P17	Q6256	1
Q16560	P17	Q7270	1
Q2065736	P17	Q1323642	1
Q2065736	P17	Q179164	1
Q2065736	P17	Q236036	1
Q2065736	P17	Q3624078	1
Q2065736	P17	Q4209223	1
Q2065736	P17	Q6256	1
Q2065736	P17	Q7270	1
Q23413	P17	Q1250464	1
Q23413	P17	Q20181813	1
Q23413	P17	Q202686	1
Q256020	P17	Q1489259	1
Q256020	P17	Q1520223	1
Q256020	P17	Q3624078	1
Q256020	P17	Q512187	1
Q256020	P17	Q5255892	1
Q256020	P17	Q6256	1
Q256020	P17	Q99541706	1
Q27686	P17	Q1309121	1
Q27686	P17	Q133442	1
Q27686	P17	Q15239622	1
Q27686	P17	Q1549591	1
Q27686	P17	Q1637706	1
Q27686	P17	Q185441	1
Q27686	P17	Q208500	1
Q27686	P17	Q2264924	1
Q27686	P17	Q236036	1
Q27686	P17	Q48349	1
Q27686	P17	Q486972	1
Q27686	P17	Q5119	1
Q27686	P17	Q515	1
Q27686	P17	Q611214	1
Q27686	P17	Q6266	1
Q27686	P17	Q902814	1
Q2880255	P17	Q3624078	1
Q2880255	P17	Q41614	1
Q2880255	P17	Q6256	1
Q41176	P17	Q179164	1
Q41176	P17	Q223832	1
Q41176	P17	Q43702	1
Q41176	P17	Q63791824	1
Q4830453	P17	Q112099	1
Q4830453	P17	Q1250464	1
Q4830453	P17	Q20181813	1
Q4830453	P17	Q202686	1
Q4830453	P17	Q3624078	1
Q4830453	P17	Q6256	1
Q5003624	P17	Q1489259	1
Q5003624	P17	Q1520223	1
Q5003624	P17	Q3624078	1
Q5003624	P17	Q512187	1
Q5003624	P17	Q5255892	1
Q5003624	P17	Q6256	1
Q5003624	P17	Q99541706	1
Q54934129	P17	Q1489259	1
Q54934129	P17	Q1520223	1
Q54934129	P17	Q3624078	1
Q54934129	P17	Q512187	1
Q54934129	P17	Q5255892	1
Q54934129	P17	Q6256	1
Q54934129	P17	Q99541706	1
Q618123	P17	Q1520223	1
Q618123	P17	Q223832	1
Q618123	P17	Q3624078	1
Q618123	P17	Q512187	1
Q618123	P17	Q5255892	1
Q618123	P17	Q6256	1
Q618123	P17	Q7270	1
Q61960059	P17	Q112099	1
Q61960059	P17	Q1250464	1
Q61960059	P17	Q20181813	1
Q61960059	P17	Q202686	1
Q61960059	P17	Q3624078	1
Q61960059	P17	Q6256	1
Q63099748	P17	Q1250464	1
Q63099748	P17	Q185441	1
Q63099748	P17	Q20181813	1
Q63099748	P17	Q43702	1
Q811979	P17	Q112099	1
Q811979	P17	Q123480	1
Q811979	P17	Q1250464	1
Q811979	P17	Q1323642	1
Q811979	P17	Q170156	1
Q811979	P17	Q185145	1
Q811979	P17	Q20181813	1
Q811979	P17	Q202686	1
Q811979	P17	Q7270	1
Q811979	P17	Q859563	1
Q8719053	P17	Q1489259	1
Q8719053	P17	Q1520223	1
Q8719053	P17	Q3624078	1
Q8719053	P17	Q512187	1
Q8719053	P17	Q5255892	1
Q8719053	P17	Q6256	1
Q8719053	P17	Q99541706	1
Q879050	P17	Q112099	1
Q879050	P17	Q1250464	1
Q879050	P17	Q20181813	1
Q879050	P17	Q202686	1
Q879050	P17	Q3624078	1
Q879050	P17	Q6256	1
Q27686	P1716	Q1631129	1
Q11303	P193	Q4830453	1
Q18142	P193	Q4830453	1
Q27686	P193	Q4830453	1
Q27686	P276	Q1549591	6
Q27686	P276	Q515	6
Q27686	P276	Q3957	5
Q27686	P276	Q5119	3
Q27686	P276	Q104630835	2
Q27686	P276	Q1093829	2
Q27686	P276	Q1187811	2
Q27686	P276	Q123705	2
Q27686	P276	Q1637706	2
Q27686	P276	Q202435	2
Q27686	P276	Q7897276	2
Q3947	P276	Q515	2
Q11303	P276	Q1093829	1
Q11303	P276	Q1549591	1
Q11303	P276	Q1637706	1
Q11303	P276	Q21518270	1
Q11303	P276	Q62049	1
Q2065736	P276	Q1210300	1
Q2065736	P276	Q1549591	1
Q2065736	P276	Q1637706	1
Q2065736	P276	Q5119	1
Q2065736	P276	Q515	1
Q27686	P276	Q1050303	1
Q27686	P276	Q106071004	1
Q27686	P276	Q1210300	1
Q27686	P276	Q13539802	1
Q27686	P276	Q1357964	1
Q27686	P276	Q15127012	1
Q27686	P276	Q15243209	1
Q27686	P276	Q1852859	1
Q27686	P276	Q18551781	1
Q27686	P276	Q18691599	1
Q27686	P276	Q188509	1
Q27686	P276	Q21518270	1
Q27686	P276	Q2630741	1
Q27686	P276	Q2740635	1
Q27686	P276	Q2755753	1
Q27686	P276	Q35034452	1
Q27686	P276	Q41176	1
Q27686	P276	Q45242174	1
Q27686	P276	Q532	1
Q27686	P276	Q555937	1
Q27686	P276	Q62049	1
Q27686	P276	Q738570	1
Q27686	P276	Q7543008	1
Q3947	P276	Q1549591	1
Q3947	P276	Q532	1
Q3947	P276	Q7897276	1
Q41176	P276	Q188509	1
Q41176	P276	Q2755753	1
Q41176	P276	Q3957	1
Q41176	P276	Q45242174	1
Q41176	P276	Q555937	1
Q61960059	P276	Q41176	1
Q879050	P276	Q2630741	1
Q27686	P2851	Q161380	1
Q4830453	P2851	Q161380	1
Q27686	P30	Q5107	2
Q27686	P30	Q855697	2
Q27686	P361	Q13406463	2
Q27686	P361	Q15243209	2
Q1378975	P361	Q1497364	1
Q27686	P361	Q11303	1
Q27686	P361	Q133215	1
Q27686	P361	Q1497364	1
Q27686	P361	Q27686	1
Q41176	P361	Q11303	1
Q41176	P361	Q133215	1
Q41176	P361	Q27686	1
Q811979	P361	Q13406463	1
Q27686	P421	Q17272482	1
Q27686	P463	Q43229	13
Q27686	P463	Q1631129	3
Q11298947	P463	Q155076	1
Q11298947	P463	Q1631129	1
Q11303	P463	Q43229	1
Q18142	P463	Q43229	1
Q23413	P463	Q43229	1
Q27686	P463	Q155076	1
Q27686	P463	Q4830453	1
Q27686	P463	Q891723	1
Q27686	P466	Q5	1
Q811979	P466	Q5	1
Q11303	P485	Q2085381	1
Q11303	P485	Q856234	1
Q133215	P485	Q2085381	1
Q133215	P485	Q856234	1
Q27686	P485	Q2085381	1
Q27686	P485	Q856234	1
Q8719053	P485	Q2085381	1
Q8719053	P485	Q856234	1
Q27686	P495	Q3624078	2
Q27686	P495	Q6256	2
Q1378975	P495	Q1489259	1
Q1378975	P495	Q1520223	1
Q1378975	P495	Q3624078	1
Q1378975	P495	Q512187	1
Q1378975	P495	Q5255892	1
Q1378975	P495	Q6256	1
Q1378975	P495	Q99541706	1
Q27686	P495	Q1489259	1
Q27686	P495	Q1520223	1
Q27686	P495	Q20181813	1
Q27686	P495	Q512187	1
Q27686	P495	Q51576574	1
Q27686	P495	Q5255892	1
Q27686	P495	Q7270	1
Q27686	P495	Q99541706	1
Q27686	P5008	Q16695773	2
Q27686	P527	Q27686	1
Q27686	P527	Q41176	1
Q27686	P527	Q63099748	1
Q27686	P5816	Q55553838	2
Q11303	P631	Q4830453	1
Q18142	P631	Q4830453	1
Q27686	P631	Q4830453	1
Q27686	P6379	Q2668072	1
Q27686	P6379	Q33506	1
Q27686	P669	Q79007	8
Q27686	P669	Q2026833	2
Q27686	P669	Q34442	2
Q27686	P669	Q7543083	2
Q11303	P669	Q7543083	1
Q18142	P669	Q7543083	1
Q256020	P669	Q34442	1
Q27686	P669	Q12284	1
Q27686	P669	Q1330941	1
Q27686	P669	Q15243209	1
Q27686	P669	Q570116	1
Q41176	P669	Q79007	1
