domain	property	range	count
Q133215	P1004	external-id	2
Q27686	P1004	external-id	2
Q11303	P1004	external-id	1
Q1341387	P1004	external-id	1
Q8719053	P1004	external-id	1
Q27686	P10425	external-id	28
Q11303	P10425	external-id	1
Q133215	P10425	external-id	1
Q1343246	P10425	external-id	1
Q23413	P10425	external-id	1
Q41176	P10425	external-id	1
Q618123	P10425	external-id	1
Q811979	P10425	external-id	1
Q27686	P10426	external-id	3
Q2880255	P10426	external-id	1
Q27686	P10487	external-id	61
Q11303	P10487	external-id	7
Q41176	P10487	external-id	3
Q133215	P10487	external-id	2
Q1343246	P10487	external-id	2
Q811979	P10487	external-id	2
Q11298947	P10487	external-id	1
Q1341387	P10487	external-id	1
Q1378975	P10487	external-id	1
Q18142	P10487	external-id	1
Q23413	P10487	external-id	1
Q618123	P10487	external-id	1
Q27686	P10532	external-id	50
Q11303	P10532	external-id	7
Q1343246	P10532	external-id	2
Q41176	P10532	external-id	2
Q811979	P10532	external-id	2
Q1378975	P10532	external-id	1
Q18142	P10532	external-id	1
Q618123	P10532	external-id	1
Q27686	P10533	external-id	54
Q11303	P10533	external-id	7
Q41176	P10533	external-id	3
Q133215	P10533	external-id	2
Q1343246	P10533	external-id	2
Q811979	P10533	external-id	2
Q11298947	P10533	external-id	1
Q1341387	P10533	external-id	1
Q1378975	P10533	external-id	1
Q18142	P10533	external-id	1
Q618123	P10533	external-id	1
Q27686	P1101	quantity	79
Q11303	P1101	quantity	12
Q41176	P1101	quantity	3
Q18142	P1101	quantity	2
Q1021645	P1101	quantity	1
Q11298947	P1101	quantity	1
Q1570262	P1101	quantity	1
Q618123	P1101	quantity	1
Q63099748	P1101	quantity	1
Q27686	P1139	quantity	1
Q27686	P1216	external-id	16
Q1343246	P1216	external-id	4
Q3947	P1216	external-id	3
Q41176	P1216	external-id	2
Q1244442	P1216	external-id	1
Q13402009	P1216	external-id	1
Q27686	P1278	external-id	1
Q27686	P1301	quantity	10
Q11303	P1301	quantity	5
Q1021645	P1301	quantity	1
Q18142	P1301	quantity	1
Q27686	P1305	external-id	25
Q11303	P1305	external-id	10
Q18142	P1305	external-id	2
Q133215	P1305	external-id	1
Q1341387	P1305	external-id	1
Q1570262	P1305	external-id	1
Q63099748	P1305	external-id	1
Q27686	P1329	string	3
Q11303	P1329	string	1
Q811979	P1329	string	1
Q27686	P1417	external-id	2
Q11303	P1417	external-id	1
Q133215	P1417	external-id	1
Q8719053	P1417	external-id	1
Q27686	P1430	external-id	2
