domain	property	range	count	domain;label	property;label	range;label
Q1343246	P7959	Q1138494	558.0	'English country house'@en	'historic county'@en	'historic county of England'@en
Q1343246	P7959	Q2991489	155.0	'English country house'@en	'historic county'@en	'county palatine'@en
Q2087181	P7959	Q1138494	81.0	'historic house museum'@en	'historic county'@en	'historic county of England'@en
Q879050	P7959	Q1138494	45.0	'manor house'@en	'historic county'@en	'historic county of England'@en
Q64995589	P7959	Q1138494	27.0	'country house hotel'@en	'historic county'@en	'historic county of England'@en
Q23413	P7959	Q1138494	14.0	'castle'@en	'historic county'@en	'historic county of England'@en
Q1343246	P7959	Q67376938	13.0	'English country house'@en	'historic county'@en	'historic county of the United Kingdom'@en
Q1343246	P7959	Q7925010	12.0	'English country house'@en	'historic county'@en	'vice-county'@en
Q2087181	P7959	Q2991489	12.0	'historic house museum'@en	'historic county'@en	'county palatine'@en
Q879050	P7959	Q2991489	7.0	'manor house'@en	'historic county'@en	'county palatine'@en
Q107724136	P7959	Q1138494	4.0	'wedding venue'@en	'historic county'@en	'historic county of England'@en
Q1244442	P7959	Q1138494	4.0	'school building'@en	'historic county'@en	'historic county of England'@en
Q27686	P7959	Q1138494	4.0	'hotel'@en	'historic county'@en	'historic county of England'@en
Q811979	P7959	Q1138494	4.0	'architectural structure'@en	'historic county'@en	'historic county of England'@en
Q22698	P7959	Q1138494	3.0	'park'@en	'historic county'@en	'historic county of England'@en
Q64995589	P7959	Q2991489	3.0	'country house hotel'@en	'historic county'@en	'county palatine'@en
Q64995589	P7959	Q7925010	3.0	'country house hotel'@en	'historic county'@en	'vice-county'@en
Q12292478	P7959	Q1138494	2.0	'estate'@en	'historic county'@en	'historic county of England'@en
Q1244442	P7959	Q2991489	2.0	'school building'@en	'historic county'@en	'county palatine'@en
Q1802963	P7959	Q1138494	2.0	'mansion'@en	'historic county'@en	'historic county of England'@en
Q23413	P7959	Q2991489	2.0	'castle'@en	'historic county'@en	'county palatine'@en
Q2750108	P7959	Q1138494	2.0	'priory'@en	'historic county'@en	'historic county of England'@en
Q27686	P7959	Q2991489	2.0	'hotel'@en	'historic county'@en	'county palatine'@en
Q64995589	P7959	Q67376938	2.0	'country house hotel'@en	'historic county'@en	'historic county of the United Kingdom'@en
Q92107	P7959	Q1138494	2.0	'quadrangular castle'@en	'historic county'@en	'historic county of England'@en
Q107724136	P7959	Q2991489	1.0	'wedding venue'@en	'historic county'@en	'county palatine'@en
Q12518	P7959	Q1138494	1.0	'tower'@en	'historic county'@en	'historic county of England'@en
Q13402009	P7959	Q1138494	1.0	'apartment building'@en	'historic county'@en	'historic county of England'@en
Q13402009	P7959	Q2991489	1.0	'apartment building'@en	'historic county'@en	'county palatine'@en
Q1343246	P7959	Q1350181	1.0	'English country house'@en	'historic county'@en	'shire of Scotland'@en
