domain	property	range	count	domain;label	property;label	range;label
Q1343246	P10290	Q110772636	4	'English country house'@en	'hotel rating'@en	'hotel star rating'@en
Q1343246	P10290	Q618779	4	'English country house'@en	'hotel rating'@en	'award'@en
Q27686	P10290	Q110772636	2	'hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q27686	P10290	Q618779	2	'hotel'@en	'hotel rating'@en	'award'@en
Q64995589	P10290	Q110772636	2	'country house hotel'@en	'hotel rating'@en	'hotel star rating'@en
Q64995589	P10290	Q618779	2	'country house hotel'@en	'hotel rating'@en	'award'@en
Q1343246	P112	Q5	1	'English country house'@en	'founded by'@en	'human'@en
Q207694	P112	Q5	1	'art museum'@en	'founded by'@en	'human'@en
Q1343246	P126	Q1006283	19	'English country house'@en	'maintained by'@en	'national trust'@en
Q1343246	P126	Q163740	19	'English country house'@en	'maintained by'@en	'nonprofit organization'@en
Q1343246	P126	Q2668072	19	'English country house'@en	'maintained by'@en	'collection'@en
Q2087181	P126	Q1006283	15	'historic house museum'@en	'maintained by'@en	'national trust'@en
Q2087181	P126	Q163740	15	'historic house museum'@en	'maintained by'@en	'nonprofit organization'@en
Q2087181	P126	Q2668072	15	'historic house museum'@en	'maintained by'@en	'collection'@en
Q160742	P126	Q1006283	1	'abbey'@en	'maintained by'@en	'national trust'@en
Q160742	P126	Q163740	1	'abbey'@en	'maintained by'@en	'nonprofit organization'@en
Q160742	P126	Q2668072	1	'abbey'@en	'maintained by'@en	'collection'@en
Q22698	P126	Q1006283	1	'park'@en	'maintained by'@en	'national trust'@en
Q22698	P126	Q163740	1	'park'@en	'maintained by'@en	'nonprofit organization'@en
Q22698	P126	Q2668072	1	'park'@en	'maintained by'@en	'collection'@en
Q879050	P126	Q1006283	1	'manor house'@en	'maintained by'@en	'national trust'@en
Q879050	P126	Q163740	1	'manor house'@en	'maintained by'@en	'nonprofit organization'@en
Q879050	P126	Q2668072	1	'manor house'@en	'maintained by'@en	'collection'@en
Q1343246	P127	Q5	34	'English country house'@en	'owned by'@en	'human'@en
Q1343246	P127	Q1006283	17	'English country house'@en	'owned by'@en	'national trust'@en
Q1343246	P127	Q163740	17	'English country house'@en	'owned by'@en	'nonprofit organization'@en
Q1343246	P127	Q2668072	17	'English country house'@en	'owned by'@en	'collection'@en
Q2087181	P127	Q1006283	12	'historic house museum'@en	'owned by'@en	'national trust'@en
Q2087181	P127	Q163740	12	'historic house museum'@en	'owned by'@en	'nonprofit organization'@en
Q2087181	P127	Q2668072	12	'historic house museum'@en	'owned by'@en	'collection'@en
Q2087181	P127	Q5	7	'historic house museum'@en	'owned by'@en	'human'@en
Q1343246	P127	Q2500378	2	'English country house'@en	'owned by'@en	'department of the United Kingdom Government'@en
Q23413	P127	Q5	2	'castle'@en	'owned by'@en	'human'@en
Q27686	P127	Q5	2	'hotel'@en	'owned by'@en	'human'@en
Q879050	P127	Q5	2	'manor house'@en	'owned by'@en	'human'@en
Q12292478	P127	Q1006283	1	'estate'@en	'owned by'@en	'national trust'@en
Q12292478	P127	Q163740	1	'estate'@en	'owned by'@en	'nonprofit organization'@en
Q12292478	P127	Q2668072	1	'estate'@en	'owned by'@en	'collection'@en
Q12518	P127	Q15936437	1	'tower'@en	'owned by'@en	'research university'@en
Q12518	P127	Q38723	1	'tower'@en	'owned by'@en	'higher education institution'@en
Q12518	P127	Q5	1	'tower'@en	'owned by'@en	'human'@en
Q12518	P127	Q5341295	1	'tower'@en	'owned by'@en	'educational organization'@en
Q12518	P127	Q5420001	1	'tower'@en	'owned by'@en	'exempt charity'@en
Q12518	P127	Q875538	1	'tower'@en	'owned by'@en	'public university'@en
Q1343246	P127	Q1058914	1	'English country house'@en	'owned by'@en	'software company'@en
Q1343246	P127	Q110417190	1	'English country house'@en	'owned by'@en	'non-metropolitan county council'@en
Q1343246	P127	Q15936437	1	'English country house'@en	'owned by'@en	'research university'@en
Q1343246	P127	Q1788820	1	'English country house'@en	'owned by'@en	'defence ministry'@en
Q1343246	P127	Q207694	1	'English country house'@en	'owned by'@en	'art museum'@en
Q1343246	P127	Q216353	1	'English country house'@en	'owned by'@en	'title'@en
Q1343246	P127	Q27686	1	'English country house'@en	'owned by'@en	'hotel'@en
Q1343246	P127	Q355567	1	'English country house'@en	'owned by'@en	'noble title'@en
Q1343246	P127	Q38723	1	'English country house'@en	'owned by'@en	'higher education institution'@en
Q1343246	P127	Q4828720	1	'English country house'@en	'owned by'@en	'aviation ministry'@en
Q1343246	P127	Q5341295	1	'English country house'@en	'owned by'@en	'educational organization'@en
Q1343246	P127	Q5420001	1	'English country house'@en	'owned by'@en	'exempt charity'@en
Q1343246	P127	Q875538	1	'English country house'@en	'owned by'@en	'public university'@en
Q160742	P127	Q1006283	1	'abbey'@en	'owned by'@en	'national trust'@en
Q160742	P127	Q163740	1	'abbey'@en	'owned by'@en	'nonprofit organization'@en
Q160742	P127	Q2668072	1	'abbey'@en	'owned by'@en	'collection'@en
Q207694	P127	Q207694	1	'art museum'@en	'owned by'@en	'art museum'@en
Q2087181	P127	Q355567	1	'historic house museum'@en	'owned by'@en	'noble title'@en
Q22698	P127	Q5	1	'park'@en	'owned by'@en	'human'@en
Q23413	P127	Q1006283	1	'castle'@en	'owned by'@en	'national trust'@en
Q23413	P127	Q163740	1	'castle'@en	'owned by'@en	'nonprofit organization'@en
Q23413	P127	Q2668072	1	'castle'@en	'owned by'@en	'collection'@en
Q264649	P127	Q1058914	1	'Palladian architecture'@en	'owned by'@en	'software company'@en
Q2750108	P127	Q1006283	1	'priory'@en	'owned by'@en	'national trust'@en
Q2750108	P127	Q163740	1	'priory'@en	'owned by'@en	'nonprofit organization'@en
Q2750108	P127	Q2668072	1	'priory'@en	'owned by'@en	'collection'@en
Q2772772	P127	Q1788820	1	'military museum'@en	'owned by'@en	'defence ministry'@en
Q2772772	P127	Q2500378	1	'military museum'@en	'owned by'@en	'department of the United Kingdom Government'@en
Q30785519	P127	Q5	1	'university campus'@en	'owned by'@en	'human'@en
Q64995589	P127	Q2500378	1	'country house hotel'@en	'owned by'@en	'department of the United Kingdom Government'@en
Q64995589	P127	Q27686	1	'country house hotel'@en	'owned by'@en	'hotel'@en
Q64995589	P127	Q4828720	1	'country house hotel'@en	'owned by'@en	'aviation ministry'@en
Q64995589	P127	Q5	1	'country house hotel'@en	'owned by'@en	'human'@en
Q811979	P127	Q5	1	'architectural structure'@en	'owned by'@en	'human'@en
Q879050	P127	Q15936437	1	'manor house'@en	'owned by'@en	'research university'@en
Q879050	P127	Q38723	1	'manor house'@en	'owned by'@en	'higher education institution'@en
Q879050	P127	Q5341295	1	'manor house'@en	'owned by'@en	'educational organization'@en
Q879050	P127	Q5420001	1	'manor house'@en	'owned by'@en	'exempt charity'@en
Q879050	P127	Q875538	1	'manor house'@en	'owned by'@en	'public university'@en
Q1343246	P1299	Q2352616	1	'English country house'@en	'depicted by'@en	'catalogue'@en
Q1343246	P1299	Q3305213	1	'English country house'@en	'depicted by'@en	'painting'@en
Q2087181	P1299	Q2352616	1	'historic house museum'@en	'depicted by'@en	'catalogue'@en
Q1343246	P131	Q1115575	476	'English country house'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1343246	P131	Q532	315	'English country house'@en	'located in the administrative territorial entity'@en	'village'@en
Q2087181	P131	Q1115575	76	'historic house museum'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1343246	P131	Q3957	57	'English country house'@en	'located in the administrative territorial entity'@en	'town'@en
Q2087181	P131	Q532	49	'historic house museum'@en	'located in the administrative territorial entity'@en	'village'@en
Q879050	P131	Q1115575	38	'manor house'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q64995589	P131	Q1115575	24	'country house hotel'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1343246	P131	Q1187580	23	'English country house'@en	'located in the administrative territorial entity'@en	'non-metropolitan district'@en
Q1343246	P131	Q1006876	22	'English country house'@en	'located in the administrative territorial entity'@en	'borough in the United Kingdom'@en
Q879050	P131	Q532	21	'manor house'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q1136601	20	'English country house'@en	'located in the administrative territorial entity'@en	'unitary authority area in England'@en
Q64995589	P131	Q532	17	'country house hotel'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q7897276	16	'English country house'@en	'located in the administrative territorial entity'@en	'unparished area'@en
Q879050	P131	Q3957	13	'manor house'@en	'located in the administrative territorial entity'@en	'town'@en
Q1343246	P131	Q1002812	12	'English country house'@en	'located in the administrative territorial entity'@en	'metropolitan borough'@en
Q23413	P131	Q1115575	12	'castle'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1343246	P131	Q21503295	11	'English country house'@en	'located in the administrative territorial entity'@en	'district with city status'@en
Q2087181	P131	Q3957	10	'historic house museum'@en	'located in the administrative territorial entity'@en	'town'@en
Q1343246	P131	Q5084	8	'English country house'@en	'located in the administrative territorial entity'@en	'hamlet'@en
Q23413	P131	Q532	8	'castle'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q180673	6	'English country house'@en	'located in the administrative territorial entity'@en	'ceremonial county of England'@en
Q1343246	P131	Q18511725	6	'English country house'@en	'located in the administrative territorial entity'@en	'market town'@en
Q2087181	P131	Q1187580	6	'historic house museum'@en	'located in the administrative territorial entity'@en	'non-metropolitan district'@en
Q879050	P131	Q1136601	6	'manor house'@en	'located in the administrative territorial entity'@en	'unitary authority area in England'@en
Q1343246	P131	Q23442	5	'English country house'@en	'located in the administrative territorial entity'@en	'island'@en
Q107724136	P131	Q1115575	4	'wedding venue'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1244442	P131	Q1115575	4	'school building'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1343246	P131	Q1549591	4	'English country house'@en	'located in the administrative territorial entity'@en	'big city'@en
Q1343246	P131	Q515	4	'English country house'@en	'located in the administrative territorial entity'@en	'city'@en
Q27686	P131	Q1115575	4	'hotel'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q811979	P131	Q1115575	4	'architectural structure'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q811979	P131	Q532	4	'architectural structure'@en	'located in the administrative territorial entity'@en	'village'@en
Q879050	P131	Q180673	4	'manor house'@en	'located in the administrative territorial entity'@en	'ceremonial county of England'@en
Q879050	P131	Q23442	4	'manor house'@en	'located in the administrative territorial entity'@en	'island'@en
Q107724136	P131	Q532	3	'wedding venue'@en	'located in the administrative territorial entity'@en	'village'@en
Q1244442	P131	Q532	3	'school building'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q1021711	3	'English country house'@en	'located in the administrative territorial entity'@en	'seaside resort'@en
Q1343246	P131	Q188509	3	'English country house'@en	'located in the administrative territorial entity'@en	'suburb'@en
Q64995589	P131	Q3957	3	'country house hotel'@en	'located in the administrative territorial entity'@en	'town'@en
Q879050	P131	Q1006876	3	'manor house'@en	'located in the administrative territorial entity'@en	'borough in the United Kingdom'@en
Q879050	P131	Q7897276	3	'manor house'@en	'located in the administrative territorial entity'@en	'unparished area'@en
Q12292478	P131	Q1115575	2	'estate'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q12292478	P131	Q532	2	'estate'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q1357964	2	'English country house'@en	'located in the administrative territorial entity'@en	'county town'@en
Q1343246	P131	Q21272231	2	'English country house'@en	'located in the administrative territorial entity'@en	'county council area'@en
Q1343246	P131	Q486972	2	'English country house'@en	'located in the administrative territorial entity'@en	'human settlement'@en
Q1802963	P131	Q1115575	2	'mansion'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q2087181	P131	Q18511725	2	'historic house museum'@en	'located in the administrative territorial entity'@en	'market town'@en
Q2087181	P131	Q7897276	2	'historic house museum'@en	'located in the administrative territorial entity'@en	'unparished area'@en
Q22698	P131	Q1115575	2	'park'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q23413	P131	Q3957	2	'castle'@en	'located in the administrative territorial entity'@en	'town'@en
Q2750108	P131	Q1115575	2	'priory'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q2750108	P131	Q532	2	'priory'@en	'located in the administrative territorial entity'@en	'village'@en
Q27686	P131	Q532	2	'hotel'@en	'located in the administrative territorial entity'@en	'village'@en
Q64995589	P131	Q1187580	2	'country house hotel'@en	'located in the administrative territorial entity'@en	'non-metropolitan district'@en
Q92107	P131	Q1115575	2	'quadrangular castle'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q92107	P131	Q532	2	'quadrangular castle'@en	'located in the administrative territorial entity'@en	'village'@en
Q12518	P131	Q1006876	1	'tower'@en	'located in the administrative territorial entity'@en	'borough in the United Kingdom'@en
Q12518	P131	Q1136601	1	'tower'@en	'located in the administrative territorial entity'@en	'unitary authority area in England'@en
Q12518	P131	Q21503295	1	'tower'@en	'located in the administrative territorial entity'@en	'district with city status'@en
Q12518	P131	Q7897276	1	'tower'@en	'located in the administrative territorial entity'@en	'unparished area'@en
Q13402009	P131	Q1115575	1	'apartment building'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q13402009	P131	Q532	1	'apartment building'@en	'located in the administrative territorial entity'@en	'village'@en
Q1343246	P131	Q1137272	1	'English country house'@en	'located in the administrative territorial entity'@en	'county borough'@en
Q1343246	P131	Q1138494	1	'English country house'@en	'located in the administrative territorial entity'@en	'historic county of England'@en
Q1343246	P131	Q12292478	1	'English country house'@en	'located in the administrative territorial entity'@en	'estate'@en
Q1343246	P131	Q149621	1	'English country house'@en	'located in the administrative territorial entity'@en	'district'@en
Q1343246	P131	Q15060255	1	'English country house'@en	'located in the administrative territorial entity'@en	'Scottish council area'@en
Q1343246	P131	Q202435	1	'English country house'@en	'located in the administrative territorial entity'@en	'lieutenancy area of Scotland'@en
Q1343246	P131	Q21457810	1	'English country house'@en	'located in the administrative territorial entity'@en	'Scottish district'@en
Q1343246	P131	Q245260	1	'English country house'@en	'located in the administrative territorial entity'@en	'conurbation'@en
Q1343246	P131	Q2630741	1	'English country house'@en	'located in the administrative territorial entity'@en	'community'@en
Q1343246	P131	Q374614	1	'English country house'@en	'located in the administrative territorial entity'@en	'urban district of Great Britain and Ireland'@en
Q1343246	P131	Q5124673	1	'English country house'@en	'located in the administrative territorial entity'@en	'Scottish civil parish'@en
Q1343246	P131	Q562061	1	'English country house'@en	'located in the administrative territorial entity'@en	'market municipality'@en
Q1343246	P131	Q7632657	1	'English country house'@en	'located in the administrative territorial entity'@en	'successor parish'@en
Q15077303	P131	Q1115575	1	'landscape garden'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q1589077	P131	Q1115575	1	'youth hostel'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q160742	P131	Q1115575	1	'abbey'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q160742	P131	Q532	1	'abbey'@en	'located in the administrative territorial entity'@en	'village'@en
Q16151173	P131	Q1115575	1	'Grade II* listed buildings in Merseyside'@en	'located in the administrative territorial entity'@en	'civil parish'@en
