domain	property	range	count	domain;label	property;label	range;label
Q3947	P126	Q1006283	1	'house'@en	'maintained by'@en	'national trust'@en
Q3947	P126	Q163740	1	'house'@en	'maintained by'@en	'nonprofit organization'@en
Q3947	P126	Q2668072	1	'house'@en	'maintained by'@en	'collection'@en
Q3947	P127	Q5	18	'house'@en	'owned by'@en	'human'@en
Q3947	P127	Q2668072	3	'house'@en	'owned by'@en	'collection'@en
Q26989049	P127	Q2668072	2	'National Historic Site Administered by Parks Canada'@en	'owned by'@en	'collection'@en
Q26989049	P127	Q327333	2	'National Historic Site Administered by Parks Canada'@en	'owned by'@en	'government agency'@en
Q3947	P127	Q163740	2	'house'@en	'owned by'@en	'nonprofit organization'@en
Q3947	P127	Q327333	2	'house'@en	'owned by'@en	'government agency'@en
Q2087181	P127	Q2668072	1	'historic house museum'@en	'owned by'@en	'collection'@en
Q2087181	P127	Q327333	1	'historic house museum'@en	'owned by'@en	'government agency'@en
Q3947	P127	Q1006283	1	'house'@en	'owned by'@en	'national trust'@en
Q3947	P127	Q7188	1	'house'@en	'owned by'@en	'government'@en
Q41176	P127	Q5	1	'building'@en	'owned by'@en	'human'@en
Q3947	P131	Q35657	1526	'house'@en	'located in the administrative territorial entity'@en	'U.S. state'@en
Q3947	P131	Q1093829	278	'house'@en	'located in the administrative territorial entity'@en	'city of the United States'@en
Q3947	P131	Q62049	179	'house'@en	'located in the administrative territorial entity'@en	'county seat'@en
Q3947	P131	Q1549591	153	'house'@en	'located in the administrative territorial entity'@en	'big city'@en
Q3947	P131	Q1115575	86	'house'@en	'located in the administrative territorial entity'@en	'civil parish'@en
Q3947	P131	Q532	54	'house'@en	'located in the administrative territorial entity'@en	'village'@en
Q3947	P131	Q15127012	46	'house'@en	'located in the administrative territorial entity'@en	'town of the United States'@en
Q3947	P131	Q515	34	'house'@en	'located in the administrative territorial entity'@en	'city'@en
Q3947	P131	Q2154459	31	'house'@en	'located in the administrative territorial entity'@en	'New England town'@en
Q3947	P131	Q15060255	28	'house'@en	'located in the administrative territorial entity'@en	'Scottish council area'@en
