domain	property	range	count	domain;label	property;label	range;label
Q3947	P649	external-id	2036.0	'house'@en	'NRHP reference number'@en	
Q41176	P649	external-id	13.0	'building'@en	'NRHP reference number'@en	
Q839954	P649	external-id	5.0	'archaeological site'@en	'NRHP reference number'@en	
Q33506	P649	external-id	3.0	'museum'@en	'NRHP reference number'@en	
Q1081138	P649	external-id	1.0	'historic site'@en	'NRHP reference number'@en	
Q1137809	P649	external-id	1.0	'courthouse'@en	'NRHP reference number'@en	
Q15243209	P649	external-id	1.0	'historic district'@en	'NRHP reference number'@en	
Q2087181	P649	external-id	1.0	'historic house museum'@en	'NRHP reference number'@en	
Q210272	P649	external-id	1.0	'cultural heritage'@en	'NRHP reference number'@en	
Q3681673	P649	external-id	1.0	'private club'@en	'NRHP reference number'@en	
Q3947	P646	external-id	2293.0	'house'@en	'Freebase ID'@en	
Q41176	P646	external-id	14.0	'building'@en	'Freebase ID'@en	
Q33506	P646	external-id	7.0	'museum'@en	'Freebase ID'@en	
Q2087181	P646	external-id	5.0	'historic house museum'@en	'Freebase ID'@en	
Q839954	P646	external-id	5.0	'archaeological site'@en	'Freebase ID'@en	
Q23413	P646	external-id	3.0	'castle'@en	'Freebase ID'@en	
Q26989049	P646	external-id	3.0	'National Historic Site Administered by Parks Canada'@en	'Freebase ID'@en	
Q16884952	P646	external-id	2.0	'country house'@en	'Freebase ID'@en	
Q207694	P646	external-id	2.0	'art museum'@en	'Freebase ID'@en	
Q210272	P646	external-id	2.0	'cultural heritage'@en	'Freebase ID'@en	
Q1021645	P646	external-id	1.0	'office building'@en	'Freebase ID'@en	
Q1081138	P646	external-id	1.0	'historic site'@en	'Freebase ID'@en	
Q11042	P646	external-id	1.0	'culture'@en	'Freebase ID'@en	
Q1107656	P646	external-id	1.0	'garden'@en	'Freebase ID'@en	
Q1137809	P646	external-id	1.0	'courthouse'@en	'Freebase ID'@en	
Q1244442	P646	external-id	1.0	'school building'@en	'Freebase ID'@en	
Q15243209	P646	external-id	1.0	'historic district'@en	'Freebase ID'@en	
Q180174	P646	external-id	1.0	'folly'@en	'Freebase ID'@en	
Q18761864	P646	external-id	1.0	'bank building'@en	'Freebase ID'@en	
Q2065736	P646	external-id	1.0	'cultural property'@en	'Freebase ID'@en	
Q213441	P646	external-id	1.0	'shop'@en	'Freebase ID'@en	
Q2319498	P646	external-id	1.0	'landmark'@en	'Freebase ID'@en	
Q274153	P646	external-id	1.0	'water tower'@en	'Freebase ID'@en	
Q27686	P646	external-id	1.0	'hotel'@en	'Freebase ID'@en	
Q2772772	P646	external-id	1.0	'military museum'@en	'Freebase ID'@en	
Q3681673	P646	external-id	1.0	'private club'@en	'Freebase ID'@en	
Q3914	P646	external-id	1.0	'school'@en	'Freebase ID'@en	
Q43229	P646	external-id	1.0	'organization'@en	'Freebase ID'@en	
Q489357	P646	external-id	1.0	'farmhouse'@en	'Freebase ID'@en	
Q54934129	P646	external-id	1.0	'African-American museum'@en	'Freebase ID'@en	
Q570116	P646	external-id	1.0	'tourist attraction'@en	'Freebase ID'@en	
Q64578911	P646	external-id	1.0	'former hospital'@en	'Freebase ID'@en	
Q80446812	P646	external-id	1.0	'motte'@en	'Freebase ID'@en	
Q847950	P646	external-id	1.0	'dormitory'@en	'Freebase ID'@en	
Q3947	P625	globe-coordinate	2308.0	'house'@en	'coordinate location'@en	
Q41176	P625	globe-coordinate	14.0	'building'@en	'coordinate location'@en	
Q33506	P625	globe-coordinate	7.0	'museum'@en	'coordinate location'@en	
Q2087181	P625	globe-coordinate	5.0	'historic house museum'@en	'coordinate location'@en	
Q26989049	P625	globe-coordinate	5.0	'National Historic Site Administered by Parks Canada'@en	'coordinate location'@en	
