domain	property	range	count	domain;label	property;label	range;label
Q33506	P856	url	424.0	'museum'@en	'official website'@en	
Q207694	P856	url	16.0	'art museum'@en	'official website'@en	
Q23413	P856	url	12.0	'castle'@en	'official website'@en	
Q163740	P856	url	9.0	'nonprofit organization'@en	'official website'@en	
Q41176	P856	url	9.0	'building'@en	'official website'@en	
Q3947	P856	url	7.0	'house'@en	'official website'@en	
Q3329412	P856	url	5.0	'archaeological museum'@en	'official website'@en	
Q684740	P856	url	5.0	'real property'@en	'official website'@en	
Q751876	P856	url	4.0	'château'@en	'official website'@en	
Q166118	P856	url	3.0	'archive'@en	'official website'@en	
Q16735822	P856	url	3.0	'history museum'@en	'official website'@en	
Q2065736	P856	url	3.0	'cultural property'@en	'official website'@en	
Q3950	P856	url	3.0	'villa'@en	'official website'@en	
Q486972	P856	url	3.0	'human settlement'@en	'official website'@en	
Q16560	P856	url	2.0	'palace'@en	'official website'@en	
Q2087181	P856	url	2.0	'historic house museum'@en	'official website'@en	
Q210272	P856	url	2.0	'cultural heritage'@en	'official website'@en	
Q2772772	P856	url	2.0	'military museum'@en	'official website'@en	
Q54934129	P856	url	2.0	'African-American museum'@en	'official website'@en	
Q588140	P856	url	2.0	'science museum'@en	'official website'@en	
Q7075	P856	url	2.0	'library'@en	'official website'@en	
Q811979	P856	url	2.0	'architectural structure'@en	'official website'@en	
Q842478	P856	url	2.0	'children\'s museum'@en	'official website'@en	
Q1007870	P856	url	1.0	'art gallery'@en	'official website'@en	
Q10416961	P856	url	1.0	'working life museum'@en	'official website'@en	
Q1060829	P856	url	1.0	'concert hall'@en	'official website'@en	
Q1081138	P856	url	1.0	'historic site'@en	'official website'@en	
Q11786880	P856	url	1.0	'firefighting museum'@en	'official website'@en	
Q11895075	P856	url	1.0	'provincial museum in Finland'@en	'official website'@en	
Q1200957	P856	url	1.0	'tourist destination'@en	'official website'@en	
Q120560	P856	url	1.0	'minor basilica'@en	'official website'@en	
Q1225034	P856	url	1.0	'virtual museum'@en	'official website'@en	
Q12292478	P856	url	1.0	'estate'@en	'official website'@en	
Q12518	P856	url	1.0	'tower'@en	'official website'@en	
Q1307560	P856	url	1.0	'Jewish museum'@en	'official website'@en	
Q1329623	P856	url	1.0	'cultural center'@en	'official website'@en	
Q1497649	P856	url	1.0	'memory institution'@en	'official website'@en	
Q15848826	P856	url	1.0	'city palace'@en	'official website'@en	
Q1595639	P856	url	1.0	'local museum'@en	'official website'@en	
Q163687	P856	url	1.0	'basilica'@en	'official website'@en	
Q167346	P856	url	1.0	'botanical garden'@en	'official website'@en	
Q17105874	P856	url	1.0	'cultural history museum'@en	'official website'@en	
Q17431399	P856	url	1.0	'national museum'@en	'official website'@en	
Q1785071	P856	url	1.0	'fort'@en	'official website'@en	
Q1802963	P856	url	1.0	'mansion'@en	'official website'@en	
Q18411786	P856	url	1.0	'visitor centre'@en	'official website'@en	
Q1863818	P856	url	1.0	'maritime museum'@en	'official website'@en	
Q18674739	P856	url	1.0	'event venue'@en	'official website'@en	
Q189594	P856	url	1.0	'Islamic art'@en	'official website'@en	
Q194195	P856	url	1.0	'amusement park'@en	'official website'@en	
Q1959314	P856	url	1.0	'Protected area of Russia'@en	'official website'@en	
Q19979289	P856	url	1.0	'birth house'@en	'official website'@en	
Q2385804	P856	url	1.0	'educational institution'@en	'official website'@en	
Q24354	P856	url	1.0	'theatre'@en	'official website'@en	
Q24699794	P856	url	1.0	'museum building'@en	'official website'@en	
Q2668072	P856	url	1.0	'collection'@en	'official website'@en	
Q26944892	P856	url	1.0	'ethnological museum'@en	'official website'@en	
Q272231	P856	url	1.0	'arboretum'@en	'official website'@en	
Q274153	P856	url	1.0	'water tower'@en	'official website'@en	
Q28564	P856	url	1.0	'public library'@en	'official website'@en	
Q3329663	P856	url	1.0	'medical museum'@en	'official website'@en	
Q37947493	P856	url	1.0	'Arkansas state park'@en	'official website'@en	
Q43229	P856	url	1.0	'organization'@en	'official website'@en	
Q446013	P856	url	1.0	'pumping station'@en	'official website'@en	
Q481289	P856	url	1.0	'official residence'@en	'official website'@en	
Q494311	P856	url	1.0	'Low German house'@en	'official website'@en	
Q53541099	P856	url	1.0	'royal villa'@en	'official website'@en	
Q570116	P856	url	1.0	'tourist attraction'@en	'official website'@en	
Q5739135	P856	url	1.0	'heritage centre'@en	'official website'@en	
Q614316	P856	url	1.0	'private museum'@en	'official website'@en	
Q615810	P856	url	1.0	'water castle'@en	'official website'@en	
Q756102	P856	url	1.0	'open-air museum'@en	'official website'@en	
